,10_1,10_2,10_3,10_4,10_5,10_6,10_7,10_8,10_9,10_10
3-1C-rep1,2.90149768559106e-06,0.8667664594616185,8.024725452281307e-07,1.284212539149609e-05,7.519106857460173e-06,0.0009979263258498956,2.841244158568526e-06,1.029972673224254e-06,0.019256560039131506,0.1129511177540887
3-1C-rep2,2.4606699273471114e-06,4.597022878089733e-07,6.805520022885384e-07,0.385183605814792,0.027446565756312696,4.586683404916443e-06,2.4095707854462817e-06,8.734877837670759e-07,0.0808069165340077,0.5065514412286961
3-2A-rep1,3.992920282884684e-06,0.564101692708645,1.104329298007617e-06,1.767279815720669e-05,1.0347481726222388e-05,0.43585396121694103,3.910001888236851e-06,1.417405499979336e-06,2.355975127279166e-06,3.545162434178705e-06
3-2A-rep2,1.593778877285403e-06,2.9774972579910934e-07,4.4079435201255867e-07,0.0399691427387685,0.0003312414398114759,0.9596928016114009,1.560681901496881e-06,5.657590901822826e-07,9.403902725938206e-07,1.4150557997260424e-06
3-2B-rep2,2.279896136911994e-06,4.259301332768468e-07,6.305550629694385e-07,0.21315297183136295,5.9082530937327985e-06,0.7602372549741532,0.02659634978440624,8.093167643973293e-07,1.3452256020157666e-06,2.024233284359556e-06
3-2C-rep2,2.625062455726333e-06,4.904140954166294e-07,7.260183458669199e-07,0.13434605927989687,6.80273681076271e-06,0.7086729450735445,2.570549480445525e-06,0.0053886767902871485,1.548886883556202e-06,0.1515775551881998
3-3A-rep2,1.0839991190510884e-06,2.0251268545714318e-07,2.9980362776432007e-07,0.44663889052494543,2.8091372431604946e-06,0.00018742285208397957,1.0614884100002063e-06,3.847976429436122e-07,0.5531668824425495,9.624416926166098e-07
3-3B-rep1,3.450469550585495e-06,0.6321721329727479,9.54302702442603e-07,1.5271893149599906e-05,8.94174390974219e-06,0.20892045974660756,3.378815879676472e-06,1.2248465213479827e-06,0.15887112166792255,3.0635410086814525e-06
3-3B-rep2,2.1369066714320617e-06,3.9921684528841084e-07,5.910082038165536e-07,0.05190858361660523,0.04408324577905793,0.4078141546019537,2.0925309117989688e-06,7.585584120006871e-07,0.49618614050297616,1.8972783627510223e-06
3-3C-rep1,3.588109131283787e-06,0.6097668992534642,9.923699341331881e-07,0.009098550361915462,9.298430982155156e-06,0.11795864998186514,0.2631554449198421,1.2737057734429595e-06,2.1171211214766935e-06,3.18574597055842e-06
3-3C-rep2,1.2513686857413294e-06,2.337806632797725e-07,3.4609333629747964e-07,0.14057939808340172,0.007965099708741022,0.2701489912583286,0.5813023860984154,4.4421043547362453e-07,7.383552111720772e-07,1.1110427811478196e-06
3-4A-rep1,3.386907945789862e-06,0.8852583671157966,9.367233526356273e-07,1.499056736984008e-05,8.777026735965552e-06,0.0389340188230856,0.0757733150404434,1.2022834442409798e-06,1.9984047547526602e-06,3.0071070712088024e-06
3-4A-rep2,2.25788497208532e-06,4.2181800807236174e-07,6.244673946767448e-07,0.3557575156536835,5.8512121037603336e-06,0.28878840005819323,0.3554407904738141,8.015032485052115e-07,1.332238175976642e-06,2.0046904061782604e-06
3-4A2-rep1,1.8970133377550104e-06,3.543999793220128e-07,5.246604638148692e-07,0.307268734931539,4.916028734898489e-06,0.3104435487595087,0.3822765472089469,6.73401157041272e-07,1.1193101597908136e-06,1.6842861729476824e-06
3-4B-rep1,3.533463811274164e-06,6.601216115499801e-07,9.77256577589533e-07,0.2329311975787308,0.04364305228672912,0.008225713492807525,0.004233893165146061,1.2543077961124895e-06,0.710956581098326,3.1372284640777167e-06
3-4B-rep2,3.4582248964438307e-06,6.460654795611367e-07,9.56447612693943e-07,0.3079393052614588,0.0004821450901813057,0.004856574422111567,3.386410175280119e-06,1.227599511414167e-06,0.686709230051887,3.0704266860436793e-06
3-4B2-rep1,2.6855923036760707e-06,5.017222799374291e-07,7.42759197113404e-07,0.147732895470217,0.08544261775825576,9.68722373240956e-05,0.03950513843439128,9.533306533188736e-07,0.7272152082598585,2.384435519367171e-06
3-4C-rep2,2.97502146377472e-06,0.5888234259777438,8.22807151630483e-07,0.09750578932710614,7.709640576467611e-06,0.06981758984185564,0.19437755583566213,1.056072119292206e-06,1.755376034382332e-06,0.049461320100286706
3-4C2-rep1,7.212880807647333e-05,3.8273829852481014e-07,5.666130500568797e-07,0.2601464244053222,0.03392408085734464,0.12124240369890761,0.5628854247191842,7.272472576428454e-07,1.2088117694008566e-06,0.021726652100789296
3-5A-rep1,1.9644479267250752e-06,3.669981073693685e-07,0.5372489378678909,8.6947119500903e-06,0.4060828954489302,3.661726672559683e-06,1.9236535063727534e-06,0.056648651887092616,1.15909913704958e-06,1.7441587861339997e-06
3-5A-rep2,1.5025250445064755e-06,2.807016872817951e-07,0.522913597768326,6.6502258889393945e-06,0.4309678246167349,2.8007034224777745e-06,1.4713230780803805e-06,0.046103651553800314,8.865470337949923e-07,1.3340349836257623e-06
3-5B-rep1,3.093387870482023e-06,5.77906636455803e-07,0.4367026579146584,0.25545303016389803,0.17301684770651335,0.11471009215740571,3.029149484020137e-06,0.020106099895076487,1.8252167249924505e-06,2.746501732024096e-06
3-5B-rep2,2.1445880941018925e-06,4.006518884592582e-07,0.40377468874635747,0.26535304286039285,0.19969180184147026,0.0985266374801524,7.546017193518828e-05,0.03257265417260228,1.2653887005008884e-06,1.9040984065187027e-06
3-6A-rep2,3.4134040505578287e-06,6.376920503716549e-07,9.440514290071409e-07,1.5107840012002168e-05,0.2062116351229325,0.38999351812991817,0.40376848740016114,1.2116890226060487e-06,2.0140384662671844e-06,3.0306319574125402e-06
3-6C-rep2,2.567200997812085e-06,4.796044194485002e-07,0.023623342322685415,0.12031993597752383,0.20953676686178263,0.026086278919673515,0.620162474311046,0.00026436073508255136,1.5147464184288607e-06,2.2793203704668934e-06
3-7A-rep2,3.8112437117125337e-06,7.120164448714644e-07,1.0540826749615825e-06,0.0679404507921035,0.22020743937668924,0.11603779142341696,0.23571551028945115,1.3529140118069862e-06,0.01747203764940543,0.34261984021209035
3-7B-rep2,3.5489061759269654e-06,6.630065536875575e-07,9.81527500750635e-07,1.570757693181646e-05,0.06823473508879928,6.615153410794496e-06,0.06907879774319053,1.2597895215266906e-06,2.0939898838879027e-06,0.8626555972180319
3-7C-rep2,2.1637951830588463e-06,4.0424015628727256e-07,5.984448088738988e-07,0.4957763656583371,5.607382449372096e-06,0.5042087756414645,2.1188610470844776e-06,7.681032868206093e-07,1.2767216149204394e-06,1.9211516521174173e-06
3-8A-rep1,2.4360640167498132e-06,4.551054122713444e-07,6.737467003912711e-07,0.5727424247306769,0.0035895314383775053,0.393325267315141,0.030334746587066926,8.64753185893408e-07,1.4373706022941126e-06,2.162888820108542e-06
3-8A-rep2,1.8348606226750394e-06,3.427886108088024e-07,5.074707732248169e-07,0.6461763025399676,4.7549626384172234e-06,0.35381109754109746,1.7967572581057818e-06,6.513382071320005e-07,1.0826376894064331e-06,1.6291031352025512e-06
3-8B-rep1,1.9874186390933614e-06,3.7128949521905374e-07,5.496640240890605e-07,8.796381088077372e-06,0.18900014026854076,3.704544030567678e-06,1.9461472008046538e-06,7.054932005247178e-07,1.1726527327042544e-06,0.8109806261410482
3-9A-rep2,0.6172177255651996,1.0815935343428011e-07,1.6012116210420177e-07,0.056385069554695626,0.25333660073725683,1.0791608496185108e-06,0.07305819555638589,2.0551534423567654e-07,3.416023426609594e-07,5.140274099700102e-07
4-10A-rep1,0.9997247669297846,3.4512811220733487e-07,5.109342155511899e-07,8.176580372664018e-06,4.787414830210583e-06,3.4435186137018462e-06,1.8090199645832336e-06,6.557835317386365e-07,0.00025386446895732514,1.6402216173894807e-06
4-10A-rep2,0.9999811375876898,2.898640466884799e-07,4.291202428108794e-07,6.867295334870205e-06,4.020824113648628e-06,2.8921209397601435e-06,1.5193484069455715e-06,5.507753832212585e-07,9.154847385634199e-07,1.3775791037179213e-06
4-10B-rep1,0.8723512653583422,2.897102839530557e-07,4.2889260953550663e-07,0.12763674588767238,4.018691207131117e-06,2.8905867707869453e-06,1.5185424457724516e-06,5.504832161501921e-07,9.149991059392679e-07,1.376848346200144e-06
4-10B-rep2,0.9442738875360466,3.5664486501058343e-07,5.279838352462955e-07,0.05571135383167963,4.947168473034727e-06,3.558427110705315e-06,1.8693860576696483e-06,6.776667008006166e-07,1.1264002374019722e-06,1.6949549939006097e-06
4-10C-rep1,0.9941259966297117,4.314484157364198e-07,6.387244331828335e-07,0.005777150205477193,5.984799472743442e-06,4.3047801610203315e-06,2.2614755800770806e-06,7.981882369335625e-05,1.3626541290529629e-06,2.0504589259717794e-06
4-10C-rep2,0.9999776262050011,3.4382446165883536e-07,5.090042665067888e-07,8.145695019919208e-06,4.769331354108383e-06,3.430511429497669e-06,1.8021867632714296e-06,6.533064441569258e-07,1.085909242589613e-06,1.6340260171600623e-06
4-11A-rep1,0.9059985106430642,2.184280278337469e-07,3.2336500304728614e-07,0.03276074025779091,3.0299055417332244e-06,0.050235378540430746,0.010999655875523049,4.1503864349788966e-07,6.898666055373486e-07,1.0380793694413189e-06
4-11A-rep2,0.9483998249391828,2.1993216017220747e-07,4.059558655607396e-05,5.210508563560162e-06,3.0507699836869405e-06,0.05154778772783108,1.1527941495719898e-06,4.178966697850251e-07,6.9461714364779e-07,1.0452277595309545e-06
4-11B-rep1,0.8946711688753892,4.873507535967887e-07,7.21483316426185e-07,1.1546038892562376e-05,6.760243929019423e-06,0.10530198014525176,2.554492699457758e-06,9.260230826899176e-07,1.5392118558419807e-06,2.316134829434849e-06
4-11B-rep2,0.9007702549941154,2.30087272306165e-07,3.4062557011710445e-07,0.00013183934292621943,3.191635745451816e-06,0.09909067991850473,1.206023080925673e-06,4.3719256329487577e-07,7.266902837396681e-07,1.0934899377192237e-06
4-11C-rep1,0.9752489581094314,3.825506341994542e-07,5.663352282235627e-07,9.063173634682988e-06,5.306518115141848e-06,0.024729964957565288,2.0051734711052683e-06,7.268906736101042e-07,1.2082190645525014e-06,1.8180721817962213e-06
4-11C-rep2,0.9899817105049128,4.5085995048115345e-07,6.67461638083392e-07,1.0681519388110056e-05,6.254064902092929e-06,0.009993449005696708,2.363222881019429e-06,8.566863149890745e-07,1.423962056041217e-06,2.1427122597016376e-06
4-12A-rep1,8.108674496995306e-07,1.5148623453881032e-07,2.242631002031879e-07,0.12007886396591119,2.101328231900682e-06,1.5114551666559676e-06,0.8799148504113099,2.8784145475802e-07,4.784426954880823e-07,7.199384455770481e-07
4-12C-rep1,1.6597437571822387e-06,3.100732828380303e-07,4.5903838002931667e-07,0.06439020173164478,4.30115478920792e-06,3.093758761740482e-06,0.9355401573835408,5.891752810769586e-07,9.793120654923819e-07,5.824862849678653e-05
4-12C-rep2,1.7867005132186024e-07,3.33791340491396e-08,4.941510432777983e-08,0.030834734133535404,6.574798401129907e-06,3.3304058794958543e-07,0.9691577690824521,6.34242347663991e-08,1.0542213895637435e-07,1.5863436011335297e-07
4-1A-rep1,1.6124191635286278e-07,3.012321035598125e-08,4.4594973022280683e-08,0.17936305743069778,4.178515133682952e-07,3.0055458218646125e-07,1.5789350969640417e-07,5.7237601272781575e-08,9.513887518128134e-08,0.8206356779331209
4-1A-rep2,1.2406411744557515e-06,2.317765499179315e-07,3.431264087937799e-07,0.19165877316493227,3.215068414089528e-06,2.312552456991737e-06,1.2148775810875528e-06,4.4040238712303654e-07,7.320255707144999e-07,0.8083314963645246
4-1B-rep1,2.1445481596708723e-07,4.0064442790995884e-08,5.931216242568942e-08,0.26109942312927215,5.557504613432091e-07,0.001188811543129209,2.1000137141906817e-07,7.612709849273603e-08,1.2653651376647834e-07,0.7377104830807325
4-1B-rep2,2.2638298185577473e-06,4.229286241260127e-07,6.261115717868662e-07,0.34902773512181906,5.866617918522605e-06,0.007515805837227949,2.216818327966432e-06,8.036135481079031e-07,1.3357458619388602e-06,0.643442923375282
4-1C-rep1,1.781306443170924e-06,3.32783620474192e-07,4.926591954152978e-07,0.06094119491090846,0.0038434147590018803,3.3203513446321243e-06,1.7443152036321102e-06,6.156563835175558e-05,1.0510386826808628e-06,0.9351451022372478
4-1C-rep2,5.423050605330318e-07,1.0131341641834576e-07,1.49986306857035e-07,0.06496687569648454,0.005232696643299911,1.0108554560305255e-06,1.908172167032509e-05,1.9250726811676374e-07,3.199806516273354e-07,0.9297790289903856
4-2A-rep1,0.048443120881539514,3.1798065148375224e-07,4.7074459883089876e-07,0.1411979668534313,4.410841171115082e-06,0.8103489262849018,1.6667241135654605e-06,6.042002006759037e-07,1.0042861021142237e-06,1.5112032895248934e-06
4-2A-rep2,0.011575737393513759,5.852137702509096e-07,8.663615859066148e-07,0.04909028159795326,8.117742320740196e-06,0.9393156027422686,3.067450481393795e-06,1.1119741901716583e-06,1.8482950251420737e-06,2.7812288909774385e-06
4-2B-rep1,0.03742432479868349,2.714246606011514e-07,0.013717151693426981,0.27796940880803983,3.7650437605216045e-06,0.6531883732041458,0.017694042095796694,5.157384062155251e-07,8.572471725586573e-07,1.2899459072263597e-06
4-2B-rep2,0.036584092000427164,7.538859784625843e-07,0.010353962285912703,0.265740913589757,1.045746430360734e-05,0.6701817671329511,0.017120657309384318,1.4324709926481736e-06,2.381016603418849e-06,3.5828436895870804e-06
4-2C-rep1,1.4357424955716426e-06,2.682253733357976e-07,3.970859395942833e-07,0.04636862407037447,0.21565703110024761,0.20175712834284812,1.4059273591736608e-06,5.096593885182945e-07,8.471427850046555e-07,0.5362123527031886
4-2C-rep2,1.2272042803367684e-06,2.292662697300466e-07,3.3941014230245416e-07,8.938982288555276e-05,0.19869020343997065,0.23491726358604414,1.2017197222636579e-06,4.356325629648824e-07,4.270318522536328e-05,0.5662570067328966
4-3A-rep1,1.1520497366864714e-06,2.1522589996272542e-07,0.000118543433476321,0.17225864567137514,2.9854875012556946e-06,2.1474182092333926e-06,0.14155563272569277,4.089542283196915e-07,0.686059246172626,1.0228612542837233e-06
4-3B-rep1,0.027501159056054512,4.635258622065939e-07,6.862124944836114e-07,0.2840791142984875,0.0016190065505794736,0.08818711359352778,0.009932507749991545,8.807530195842925e-07,0.5886768653529681,2.2029070148699265e-06
4-3B-rep2,0.0681470739787994,2.2048264794765545e-07,3.2640670170649273e-07,0.2176441533059777,3.058406027366993e-06,0.06294026172776607,0.011910538776945267,4.189426605484357e-07,0.6393529001285209,1.0478439531050554e-06
4-3C-rep1,1.5686360719997578e-06,2.9305254761064434e-07,4.3384056016500916e-07,0.15808481356295181,4.065053129080846e-06,2.9239342342641933e-06,1.5360612205972812e-06,5.56833905612598e-07,0.841902416292922,1.3927324567906451e-06
4-4B-rep1,2.7268877659602484e-07,5.094370970598671e-08,7.541803589809882e-08,0.0011018979108467842,7.066612736718128e-07,5.082912878398098e-07,0.9988959882803103,9.679897026409142e-08,1.6089676969064938e-07,2.421100193645653e-07
4-4C-rep1,2.507741325548721e-06,4.6849616511984717e-07,6.935706253637445e-07,0.16874534487637,0.07866908291906496,4.674424389019217e-06,0.23573286070572533,8.901971728797677e-07,1.4796629459315208e-06,0.516841997406216
4-4C-rep2,0.00701777075395139,6.28012700359786e-07,9.297219353193344e-07,0.1436377808518524,0.07728220250921362,0.013230152125163664,0.2315937844123635,1.1932971324319314e-06,1.983467937371606e-06,0.52723357484775
4-5A-rep1,2.7782395543449745e-06,5.190306367464318e-07,0.9196592243712605,0.08031728731245338,7.199688694732475e-06,5.178632500513746e-06,2.7205456492648133e-06,9.862185432221494e-07,1.6392672089439127e-06,2.4666934983479204e-06
4-5A-rep2,1.5462056153257502e-07,2.8886209031483055e-08,0.9728489577799994,0.027149734997717365,4.006925562262147e-07,2.882123911697978e-07,1.5140965627188566e-07,5.488715496414396e-08,9.123202351375495e-08,1.3728173052853625e-07
4-5B-rep1,1.4675271449336634e-06,2.7416338065101676e-07,0.774985441986662,0.22500215096885376,3.8030336793916267e-06,2.7354674136195633e-06,1.4370519572667293e-06,5.209422926658563e-07,8.658969393631068e-07,1.3029616763592681e-06
4-5B-rep2,7.947313914457909e-07,1.4847169658188076e-07,0.8241542815538844,0.17581181402958557,2.0595123287308833e-06,1.481377589086275e-06,7.782277183227913e-07,2.821134822225117e-07,4.6892180621285904e-07,2.789106051746835e-05
4-5C-rep1,1.3703266354044968e-06,2.560043841476013e-07,0.8763263969361494,0.1236620177902274,3.5511427261853354e-06,2.5542858747824933e-06,1.3418699478923633e-06,4.864380884627358e-07,8.085449346684036e-07,1.2166610315798334e-06
4-5C-rep2,4.401381515728002e-07,8.222659731050029e-08,0.904449934638403,0.09553128841710702,1.1405991499340882e-06,8.204165594310466e-07,1.548684369005989e-05,1.5624009311283376e-07,2.596982820110291e-07,3.907819666455904e-07
4-6A-rep1,2.3681784115100423e-06,4.4242302537694917e-07,6.549714538378644e-07,0.20893138598189137,0.016369852689188176,0.026899234071069037,0.7477917210985092,8.406551765620616e-07,1.397315508249098e-06,2.102615766687187e-06
4-6A-rep2,1.2860503509777434e-06,2.402598910205663e-07,3.556853081653965e-07,0.1843763350979934,0.005370361722050347,0.00031034148066934954,0.7961252217165212,4.565217213425779e-07,0.013814259630178103,1.1418353159444497e-06
4-6B-rep1,1.9489936356919664e-06,3.6411093714575177e-07,5.390367503079904e-07,0.3002876118693324,5.0507334484716e-06,0.030204871920360733,0.6694960410644056,6.918531057321128e-07,1.149980516415002e-06,1.73043750743673e-06
4-6B-rep2,7.645320270537217e-07,1.4282985216092735e-07,2.1144802723950602e-07,0.19740182187802,1.981251970634099e-06,0.03258733576305601,0.7700063410017127,2.7139332200076167e-07,4.511030303979925e-07,6.787989817014905e-07
4-6C-rep1,1.3436222082247437e-06,2.510154638000455e-07,3.716080624891172e-07,0.07575034488551094,3.4819393480372246e-06,0.1855487026886856,0.7386930415426721,4.769585598779492e-07,7.927883049922701e-07,1.1929511838100889e-06
4-7A-rep1,0.10762999333694039,1.87798485639993e-07,2.7802044675088044e-07,0.34317930583871875,2.6050304899644863e-06,0.10003149880267709,0.04239924069689961,3.5683895287607593e-07,5.931285700758419e-07,0.4067559405078188
4-7B-rep1,2.4798737148435384e-06,4.632899388582234e-07,6.858632290755896e-07,0.06108804658972681,0.052261253543386205,4.622479223137527e-06,2.428375780300345e-06,8.803047377980755e-07,1.4632199936493188e-06,0.8866376764602693
4-7B-rep2,1.0474131965076285e-06,1.956777044188847e-07,2.8968499195469384e-07,0.02443998527617885,0.058511402822969495,1.952375925401527e-06,1.0256622436625033e-06,3.7181038445583344e-07,6.180137002818308e-07,0.917043111262705
4-7C-rep1,1.5437034074869388e-06,2.8839462791555e-07,4.269448873370485e-07,0.04035031258942916,0.010301092876817257,2.8774598017162296e-06,1.5116463166129047e-06,5.47983316743822e-07,9.108438371596605e-07,0.9493404875575586
4-7C-rep2,4.783519249789597e-07,8.936569340193115e-08,1.3229867066891876e-07,0.045524060012429444,0.007151882694053066,0.0027171542302016553,4.684182997408167e-07,1.698052055527254e-07,2.822458645536365e-07,0.9446052825776569
4-8A-rep1,2.7742847216433438e-06,5.182917950104329e-07,7.672890220869284e-07,0.2342259940736718,7.189439915340158e-06,0.7657549550174128,2.7166729440176486e-06,9.848146580389621e-07,1.6369337069409975e-06,2.4631821524321554e-06
4-8A-rep2,0.004153874356087212,6.126547396707812e-07,9.069857184782422e-07,0.23525228907480641,0.00012067662980417975,0.7604624182942057,3.2112847845763876e-06,1.1641152218755164e-06,1.9349625128911723e-06,2.9116421191457598e-06
4-8B-rep1,1.6261378272804864e-06,3.037950239427224e-07,4.497439262591343e-07,0.05062635128537543,4.214066462641112e-06,0.9493624820872809,1.5923688740929707e-06,5.772458593755438e-07,9.594832862109644e-07,1.4437860837799878e-06
4-8B-rep2,1.8709884487531216e-07,3.4953801027806175e-08,5.174627124534474e-08,0.06651074137411431,4.848586350804745e-07,0.9334879738251498,1.832134840971308e-07,6.641628506904677e-08,1.1039544835351496e-07,1.6611796613454744e-07
4-8C-rep1,0.03811840711398186,6.802663607529927e-07,1.0070792471069134e-06,0.17340093355202013,9.436256128581595e-06,0.7160910641660594,0.05879496916488421,1.2925851612736458e-06,2.1485019564939152e-06,0.013580061314200219
4-8C-rep2,0.05907512388333266,5.823433576478568e-07,8.621121725445183e-07,0.10312323792940656,8.077925639981306e-06,0.8304260062638822,0.007360396205552574,1.1065200725620033e-06,1.839229330512139e-06,2.7675872528847237e-06
4-9A-rep1,0.9831251823103331,5.783350153278587e-07,8.561781464061361e-07,1.3701586651142742e-05,0.016845205841508334,5.770342431684125e-06,3.0313948703116164e-06,1.0989037562143896e-06,1.8265696845063001e-06,2.7485376029413766e-06
4-9B-rep1,0.8590560151483073,7.321569091814266e-07,1.083899001041868e-06,0.12790993318851282,0.005238469370341125,7.305101658603958e-06,3.837666127646745e-06,1.3911832351732601e-06,2.3123891501787925e-06,0.007778919896756821
4-9C-rep1,0.8050219080924974,1.3449707585316747e-07,1.9911202685130486e-07,0.11798955837323975,0.07698483345802312,1.3419456943878835e-06,7.049784899883174e-07,2.5556007839350664e-07,4.247854183078824e-07,6.391974559218466e-07
5-10A-rep1,0.8863244490893043,3.8102933363327294e-07,5.640830659571273e-07,0.08247384829614227,5.285415525598611e-06,0.031189736630661505,1.997199437698507e-06,7.240000256946222e-07,1.203414303606748e-06,1.8108421996912043e-06
5-10B-rep1,0.8363931342742317,3.419087513819647e-07,5.061682126099441e-07,0.1609633430411997,4.742757744293696e-06,0.002632785257682033,1.7921453959801603e-06,6.496663719439745e-07,1.0798588077667355e-06,1.6249216026031547e-06
5-10B-rep2,0.8590590054189597,6.059255450637733e-07,8.970236909116285e-07,0.12638197929063194,8.405043918007702e-06,6.045627171892248e-06,3.1760131073091073e-06,1.1513289699039902e-06,1.9137095322751953e-06,0.014536820618472975
5-10C-rep1,0.8136966956380338,3.65035732273734e-07,5.404058345887208e-07,0.17525980747151074,5.063561664296421e-06,0.003746611223358637,1.913367541247226e-06,6.936103239757504e-07,0.007286574853403389,1.7348325969902048e-06
5-11A-rep1,0.8857952783566201,5.320248769509611e-07,7.876197375522878e-07,0.07658060733873827,7.379937176563216e-06,0.03750999163977692,0.00010020341809171175,1.01090911009335e-06,1.6803072369583513e-06,2.528448634864347e-06
5-11B-rep1,0.7466201645788964,3.7096164320595147e-07,5.491786657389106e-07,8.788613803290499e-06,0.10888696352088821,0.06385205354546954,0.012024453314104823,7.048702435894953e-07,0.0001370191752964152,0.06846893224098881
5-11C-rep1,0.86012839798827,4.6797429284735003e-07,6.927980357347489e-07,0.13308296503529807,6.491465025569424e-06,0.006773940541392037,2.4529292420085417e-06,8.892055548983005e-07,1.4780147039145865e-06,2.224048184894473e-06
5-11C-rep2,0.9789393228203962,4.1772061545689494e-07,6.184015367887872e-07,8.638183630959323e-05,5.794375475625281e-06,0.004057895883736789,2.18952008327144e-06,7.937177262447808e-07,1.319297280235289e-06,0.01690526642683975
5-12A-rep1,0.07364583659332598,2.401225657583358e-07,3.554820092376899e-07,0.5301585242575872,0.008137206652251417,0.001980906157742472,0.3643109612447832,4.56260787381312e-07,7.583849975457625e-07,0.021764754843949748
5-12A-rep2,0.11024101410634746,3.9924602911912796e-07,5.910514081141081e-07,0.46179923741412543,0.027565257367710858,3.983480580371709e-06,0.3819637190446845,7.586138646714502e-07,0.016449369260728104,0.0019756704145214516
5-12B-rep1,0.1755175876168592,4.568948597829085e-07,0.015059172847400156,0.30728781042065206,8.999609124558976e-05,4.5586722684067205e-06,0.48881792133600993,8.681533441751808e-07,0.01321945657418994,2.1713931707767018e-06
5-12B-rep2,0.1725937504663673,4.529539499683227e-07,6.705616347150737e-07,0.23264824636308423,6.2831116353051606e-06,4.519351807912636e-06,0.5897654297523696,8.606651574263715e-07,0.004977634109999801,2.1526639938669326e-06
5-12C-rep1,0.2143455741167214,4.462914388619918e-07,6.606983266700042e-07,0.07845870817705303,0.002457694908570559,4.452876547865251e-06,0.6595386900218809,8.480056118575863e-07,1.4095332135784364e-06,0.04519151537063528
5-12C-rep2,0.19012529769845332,3.628047863303578e-07,5.371030998209681e-07,0.05122631278119987,0.011231743695889976,3.619887776971872e-06,0.6779225323100593,6.893712673526656e-07,1.145855268211866e-06,0.06948775849219886
5-1A-rep1,1.1759625435814795e-06,2.1969328988585133e-07,3.252381210321529e-07,0.003102626654197417,3.047456515119908e-06,2.19199162939485e-06,1.1515420895349204e-06,4.1744278847407594e-07,6.938627137550398e-07,0.9968881501561118
5-1A-rep2,6.225051797429481e-07,1.162964004722449e-07,1.7216740116208548e-07,2.7552286582252594e-06,0.013502066919893078,1.1603483042033934e-06,6.09578017038123e-07,2.2097667947826694e-07,3.6730177819059353e-07,0.9864919086776883
5-1B-rep1,0.04042624432741621,2.168754100987577e-07,3.2106647824904826e-07,0.34270501054415353,8.242896470434392e-05,2.1638762103524225e-06,1.1367719198143338e-06,4.120884893212876e-07,6.849629348081081e-07,0.6167813805222832
5-1B-rep2,0.04313581843284335,1.8564086443378278e-07,2.748262633173693e-07,0.3061630793215526,2.5751012335659745e-06,1.852233270865514e-06,9.730532463882707e-07,3.527392217770552e-07,5.863141020227925e-07,0.6506943023374017
5-1C-rep1,1.6587078525696974e-06,3.0987975516694985e-07,4.587518779875719e-07,0.18974446257274863,4.298470286816444e-06,3.09182783779062e-06,1.6242625387189858e-06,5.88807556005771e-07,0.027065753447706564,0.7831777532718396
5-1C-rep2,2.083896753227257e-06,3.8931353383469315e-07,5.763471533544439e-07,0.1408664961648476,7.668437401720292e-05,3.884379025955562e-06,2.040621816301994e-06,7.397409690532254e-07,0.018606365303474228,0.8404407398584093
5-2A-rep1,8.493137277473885e-07,1.5866876714097636e-07,2.3489625795231363e-07,3.759090845605513e-06,2.200960113169814e-06,0.12405597839050068,8.316765785262918e-07,3.0148910161747585e-07,5.011274646294722e-07,0.875935184386643
5-2A-rep2,3.2665603720101975e-06,6.102587184044498e-07,9.034386030655705e-07,1.4457905000086734e-05,8.465151158128916e-06,0.10716429469326012,3.1987258241409785e-06,1.1595625029500533e-06,1.9273951000724408e-06,0.892801716309461
5-2B-rep1,0.018223416904687057,2.4879706159885477e-07,3.683238977156562e-07,5.894359510834545e-06,3.451166973311134e-06,0.719501514799847,1.3040921201214378e-06,4.727433378231324e-07,7.857818708298151e-07,0.2622625430306937
5-2C-rep1,1.3943796261215521e-06,2.6049796320848705e-07,3.8564613480298927e-07,0.056098631636859055,3.61347502041434e-06,0.26544013336240674,0.03548843199593559,0.0014791227502647685,8.227371157918191e-07,0.6414872035186734
5-3A-rep1,1.887014755926722e-07,3.5253204454123344e-08,5.21895137670284e-08,0.0817912337347086,4.890117838755677e-07,3.5173914102216855e-07,1.8478283401826097e-07,6.698518638244361e-08,0.9182072300612713,1.6754088114725114e-07
5-3B-rep1,8.784064699276279e-07,1.6410387243090502e-07,2.429424911032068e-07,3.8878562914359454e-06,2.276352707248412e-06,1.6373477538013345e-06,8.6016517053408e-07,3.1181643345841135e-07,0.9999889611050307,7.799037793154179e-07
5-3B-rep2,1.3024952861743883e-06,2.4333213335943145e-07,3.6023351410362557e-07,5.7648875165229316e-06,3.375360692761798e-06,2.427848387011732e-06,1.275447208448197e-06,4.6235933891146367e-07,0.9999836315997727,1.1564361500110717e-06
5-3C-rep1,7.680471274880001e-07,1.434865431268946e-07,2.124202050241846e-07,3.3994021662540223e-06,1.990361202708038e-06,1.4316381789738581e-06,2.7024755221744853e-05,2.726411111714803e-07,0.9999640753283374,6.819199060198109e-07
5-3C-rep2,1.0158569153124662e-06,1.8978236083828546e-07,2.809574132926905e-07,4.496216540528993e-06,2.6325496436052846e-06,1.8935550857309367e-06,9.947612713621803e-07,3.6060854636338753e-07,0.9999872337714079,9.019408151230604e-07
5-4B-rep1,0.07203467436055873,2.2939145510289325e-07,0.010542844008317152,5.434612838273723e-06,0.019492114444181502,2.288755153612133e-06,0.4010783921698606,4.358704297251481e-07,0.007561086222996449,0.48928250016420877
