,17_1,17_2,17_3,17_4,17_5,17_6,17_7,17_8,17_9,17_10,17_11,17_12,17_13,17_14,17_15,17_16,17_17
5-7B-rep1,0.05469749605185257,5.836233165744905e-07,0.7786594010713761,4.015657794552577e-07,1.965513949068169e-07,9.384615410179073e-07,6.023941411454914e-07,1.127694265653507e-06,1.5363806735785445e-07,9.379482806722377e-07,1.0581084400918607e-06,9.269944423562481e-07,1.8466333921647476e-07,3.832781269229622e-07,0.16663457881775473,7.140815551850685e-07,3.1505632606968257e-07
5-7B-rep2,0.04729555809887865,8.922347721489245e-07,0.8002368520861722,6.139078778380795e-07,3.0048489165846034e-07,1.434706248775736e-06,9.209313336270622e-07,1.7240024645941023e-06,2.3487962548689586e-07,1.4339215838821888e-06,1.6176206744024387e-06,1.4171755164162986e-06,2.8231060636358494e-07,5.859499826908099e-07,0.15245455835846267,1.0916774151962444e-06,4.816534934806395e-07
5-7C-rep1,5.861167417503711e-06,7.514103821529558e-07,0.9999816791895099,5.170127498864454e-07,2.530583589882626e-07,1.2082617762961045e-06,7.755776696201653e-07,1.4518974054701704e-06,1.97807790792526e-07,1.2076009576798313e-06,1.3623062080440615e-06,1.1934979778959369e-06,2.377525817589262e-07,4.934675425793985e-07,1.4849848277486372e-06,9.19374327638784e-07,4.056325161256828e-07
5-7C-rep2,7.318087192622347e-06,9.381896646758815e-07,0.9977011909014397,6.45527437429501e-07,3.159614807056243e-07,1.5086013417807392e-06,9.683642535071169e-07,1.8127978696261395e-06,2.469771902567887e-07,1.5077762624223246e-06,1.7009368447221715e-06,0.0022774244225373316,2.9685112190907547e-07,6.161295602204717e-07,1.8541098854695738e-06,1.1479046771853973e-06,5.064612405210582e-07
5-8A-rep1,0.0027724060070226718,7.602677014091349e-07,7.140349689811262e-07,5.231070854107143e-07,2.5604130775932114e-07,1.2225042735411241e-06,7.847198630086921e-07,1.4690117801885777e-06,2.0013946838977835e-07,1.2218356654643991e-06,1.3783645182509928e-06,1.207566445504196e-06,2.405551122677354e-07,4.992843367986434e-07,0.997215775934966,9.302115374102269e-07,4.1041394686093313e-07
5-8A-rep2,9.79176911802038e-06,1.25531936742712e-06,1.1789819874248057e-06,8.637305706099438e-07,4.2276373426874836e-07,2.0185433216407785e-06,1.2956936618690502e-06,2.4255652781663147e-06,3.304611657059642e-07,2.0174393464668034e-06,2.275892651927451e-06,1.9938786610122977e-06,3.9719363429959473e-07,8.243955341975697e-07,0.9999706947922874,1.53592288157302e-06,6.776567979960538e-07
5-8B-rep1,1.201393920616432e-05,1.5402048784866662e-06,0.010885596819107056,1.0597478801574704e-06,5.18706858878898e-07,2.476636903802334e-06,1.5897418225333198e-06,8.42010315624215e-05,4.0545690027383914e-07,2.4752823895704934e-06,0.06132766894381429,0.003982471475637795,4.873338125149268e-07,0.24270131763633843,0.6463103852286496,1.8844892993458933e-06,0.03468390732493866
5-8C-rep1,0.1075504945612051,1.668696696693928e-06,0.022793880555710477,1.1481575027113987e-06,5.619800547665868e-07,2.6832507012611767e-06,1.7223662675734743e-06,0.1325330462415187,4.392822017311719e-07,2.681783186480599e-06,3.025345301638396e-06,2.6504639548890726e-06,5.279897074017459e-07,0.1881476823898987,0.4943060931469284,0.02860243488324383,0.026049258905919567
5-9A-rep1,0.19629025890082183,7.270927822987184e-07,6.828774539452349e-07,5.002808687867266e-07,2.448687304446502e-07,1.1691592737315901e-06,7.504779533084655e-07,1.4049102184759373e-06,1.914062147446132e-07,1.1685198409293386e-06,1.3182184258773582e-06,0.00997067875062493,2.3005828808818938e-07,4.774976458006008e-07,1.436926845468251e-06,0.7937283675488215,3.925051899011644e-07
5-9A-rep2,0.0898649100343662,1.2109860985642628e-06,1.1373446744117056e-06,8.332267796181722e-07,4.078332721225168e-07,1.9472557862839075e-06,1.2499345212343658e-06,2.3399032224284537e-06,3.1879049122413656e-07,1.9461907994578186e-06,2.195516483552307e-06,0.012199786744523442,3.8316621415701364e-07,7.952809122015527e-07,2.393227490189759e-06,0.8979174908399157,6.537244491437637e-07
5-9B-rep1,0.19360649708301045,5.447581078023457e-07,5.116307557007988e-07,3.7482432240402e-07,1.8346245417986653e-07,8.759666017643377e-07,5.6227892745569e-07,1.052597757647251e-06,1.434068524738108e-07,8.754875209483791e-07,9.876458587318341e-07,8.652631312354817e-07,1.7236605940021568e-07,3.577544989293294e-07,0.0038507132098962414,0.8025349881884543,2.9407579026869343e-07
5-9B-rep2,0.14672788043824975,9.182006154848215e-07,8.623638052503987e-07,6.317738434742584e-07,3.09229612067435e-07,1.4764591134382726e-06,9.477323051633829e-07,1.7741744364827735e-06,2.4171509945469245e-07,0.0003404344066925692,1.664696720214102e-06,1.4584182011752741e-06,2.905264181719992e-07,6.030023168164762e-07,9.865996485349326e-05,0.852821351227129,4.956705880215573e-07
5-9C-rep1,6.388489400071855e-06,8.19013844776438e-07,7.692086934196178e-07,5.635277474736058e-07,2.7582570652531103e-07,1.3169675937472515e-06,8.453554332032899e-07,1.5825228191124502e-06,2.1560431305132284e-07,1.3162473220974733e-06,1.4848712124739543e-06,0.03179055176513961,2.59142887451168e-07,5.378642069894428e-07,1.6185870758457468e-06,0.9681910128798323,4.421267718534265e-07
5-9C-rep2,1.2190185522423064e-05,1.562799918419758e-06,1.467764300922268e-06,0.005522986502818927,5.263163674278212e-07,2.512969544039239e-06,1.6130635769733788e-06,3.01968830976408e-06,4.1140501469731545e-07,2.5115951588775077e-06,2.83335455745754e-06,0.03931519340298784,4.944830736998023e-07,1.0263247003272044e-06,3.088504261826587e-06,0.955127717996415,8.436434712191374e-07
