,17_1,17_2,17_3,17_4,17_5,17_6,17_7,17_8,17_9,17_10,17_11,17_12,17_13,17_14,17_15,17_16,17_17
3-11B-rep2,1.3821394050025681e-05,1.771923278287727e-06,1.6641706345068608e-06,0.050928753756934085,5.967444790579421e-07,2.8492382039626093e-06,1.828912881111052e-06,3.4237626622444846e-06,4.664564630151707e-07,2.8476799078348055e-06,0.5729146151949123,2.81442324973447e-06,5.606514683555336e-07,1.163660559587381e-06,0.2775352039594703,0.09858666153668687,9.565341587298054e-07
3-12A-rep2,1.6500840245120506e-06,2.11543226651451e-07,1.9867904555233714e-07,0.9906125529730879,7.12430691177238e-08,0.005801484939484337,0.003570153596045176,4.0875009078262807e-07,5.5688475052941516e-08,1.1496021400185809e-05,3.835276405300997e-07,3.3600336013815547e-07,6.693406091341204e-08,1.3892503841364127e-07,4.180651338491227e-07,2.588298170860609e-07,1.141969998472906e-07
3-12B-rep2,0.2975958883774981,1.8840716567605036e-06,1.7694991441826902e-06,0.5544263556073981,6.345135667543354e-07,3.0295718834015257e-06,1.9446682394258787e-06,0.026433222137056792,4.959793755454747e-07,0.03388455931416779,0.07869600487609581,0.008945332218904941,5.961361610817412e-07,1.2373108391731643e-06,3.72342183596695e-06,2.305221159833377e-06,1.017075016322145e-06
3-12C-rep2,0.3739770299844619,4.906833190157456e-07,4.6084431552671793e-07,0.46886419431093374,1.6525126407923732e-07,0.003002511371225293,5.064649546008713e-07,9.481128484613267e-07,1.2917173573666612e-07,7.885832562802069e-07,0.15414968337845075,7.793737788857828e-07,1.552563402009063e-07,3.2224240890261504e-07,9.697194785623847e-07,6.003665336791135e-07,2.648846942239112e-07
3-1A-rep1,1.779365140467076e-05,2.2811725803892154e-06,2.142451914845002e-06,1.569575476683407e-06,0.6036713831972174,0.017447318797964597,0.04679945880860644,0.14965890057436002,6.005156692810032e-07,3.6661007861217403e-06,4.135763414633697e-06,3.6232861916618856e-06,7.217822421766949e-07,0.1823778735963461,4.508197852747579e-06,2.791086677980518e-06,1.231441294235189e-06
3-1A-rep2,0.056604256365891024,1.2167362404020648e-06,1.142745143669024e-06,8.371832017204076e-07,4.097697924208585e-07,0.004044439755803963,0.05640352222074869,0.40052902514789557,3.2030420846932597e-07,1.9554319238221495e-06,2.2059414844690196e-06,0.003595251043247268,3.84985607526986e-07,0.4788104822337807,2.40459128498066e-06,1.4887152074319923e-06,6.568285378776247e-07
3-1B-rep1,1.3184439611239331e-05,1.6902647716849049e-06,1.5874778733634889e-06,1.1629975555316591e-06,0.7449321368958068,2.7179319902330137e-06,0.0794242678753676,0.03655010608226824,4.449599689898418e-07,2.716445507674229e-06,0.020415811725011838,2.684721471820212e-06,5.348140282182648e-07,0.1186446324154715,3.3404083846144717e-06,2.068092316673641e-06,9.124525938711155e-07
3-1B-rep2,0.09295264737802394,1.0953541592772055e-06,1.0287444431654892e-06,7.536654795277848e-07,3.688909983695615e-07,1.7613205694198115e-06,0.20587607428849364,0.3121649099049021,2.883505359098482e-07,1.7603572736801535e-06,0.03367906000047519,1.7397989237672474e-06,3.46579293411363e-07,0.3553140691546408,2.164708322072278e-06,1.340200398650913e-06,5.913030671778787e-07
3-1C-rep1,1.4680131554546987e-05,1.8820147038481746e-06,1.767567276886173e-06,1.2949323305532947e-06,0.8391665970848649,3.02626431986682e-06,0.025807164360463614,3.636484576836276e-06,4.954378854077071e-07,3.0246092051892196e-06,3.4120906172955633e-06,2.989286276531628e-06,5.954853238334434e-07,0.1346846436654097,0.000301471916162935,2.3027044129987928e-06,1.01596461512834e-06
3-1C-rep2,0.30942755384961423,1.5960804234652755e-06,1.499020981094012e-06,1.0981934085224408e-06,5.375245037447411e-07,2.566484325172704e-06,0.10193355465801958,0.07954532375041602,4.201660637004596e-07,2.5650806718802473e-06,2.89369207701702e-06,2.5351243517651253e-06,5.050133061596489e-07,0.5090713826225128,3.1542753054882456e-06,1.952854792844894e-06,8.616092264444875e-07
3-2A-rep1,2.0202113654970164e-05,2.5899410237702814e-06,2.4324438025489147e-06,1.7820255915370325e-06,0.5580847459724859,4.164604078155831e-06,0.014753788845581374,5.004360788785831e-06,6.81798554242823e-07,4.162326386385518e-06,0.052043353390441006,4.113716616322113e-06,8.194791815897437e-07,1.7008706065034569e-06,0.37506589111338134,3.16887461752985e-06,1.3981232080916535e-06
3-2A-rep2,0.08064056211586275,1.0337861417911605e-06,9.709204459413592e-07,7.113032088145259e-07,3.4815625495739544e-07,0.0003832901009594718,0.0426888602821098,1.9975122153317183e-06,2.721428366130995e-07,1.6614105481031547e-06,0.07839912417502881,1.6420077485081087e-06,3.270986534591375e-07,6.789098461491293e-07,0.7978766971412393,1.2648699853046102e-06,5.580669149514768e-07
3-2B-rep2,0.2590097915688811,1.4788248112846666e-06,1.3888958143256975e-06,1.0175149298468894e-06,4.980354129558027e-07,2.3779382555162027e-06,1.5263876147497422e-06,2.8574291194875473e-06,3.892986786411591e-07,2.3766377212293276e-06,0.042194206767706105,2.348882133985893e-06,4.679126416176086e-07,9.711764208516621e-07,0.6987756950296691,1.8093888491064734e-06,7.983113400586219e-07
3-2C-rep2,0.1467382771137212,1.7027105094307386e-06,0.09446591701592601,1.171560925494558e-06,5.734351528575247e-07,0.0002721228814673802,9.155245299593626e-05,0.06223121043593501,0.006196301783433357,2.736447207381702e-06,0.02011716229577734,2.704489581478899e-06,5.387519645992984e-07,1.1182070287682905e-06,0.6698739079271498,2.083320069768108e-06,9.191711541103527e-07
3-3A-rep2,0.3989156174954724,0.023917512546821267,6.603668024985767e-07,4.837894057905087e-07,0.0018171727063727528,1.1306186296606107e-06,7.257388913761571e-07,1.3585981839238396e-06,1.8509662206448098e-07,0.04787182916940613,1.274764135002692e-06,0.07189986636896611,2.2247455266736315e-07,4.617572182771594e-07,1.3895594017405277e-06,8.602951470057678e-07,0.4555692486539714
3-3B-rep1,1.745762415214086e-05,2.238093386731779e-06,2.1019924153162085e-06,1.5399345602085688e-06,0.6327552611779024,3.5988359426455737e-06,2.310076217339777e-06,4.324510358887159e-06,5.891751284408763e-07,3.5968676789510093e-06,0.21729580326669212,0.0714112170514743,7.081516220050622e-07,1.4698046098981357e-06,4.423062019529991e-06,2.738377924355705e-06,0.07849062199791475
3-3B-rep2,0.09525600678492957,1.3860772121675737e-06,1.301788300832883e-06,9.536993473052937e-07,4.668000776581662e-07,2.228800871314335e-06,1.4306570146747253e-06,2.6782194602652936e-06,3.648829956556551e-07,2.2275819027624655e-06,0.39750318127684964,0.26600163739233484,4.385665190915266e-07,9.102670550729835e-07,2.7392536475999753e-06,1.6959092331686788e-06,0.24122035204224834
3-3C-rep1,1.8154002388048014e-05,0.030195711786655033,2.1858401231893676e-06,1.6013619860200586e-06,0.5744115117311266,0.009086305184158877,2.402224311892773e-06,0.014364765211605509,6.126771086077316e-07,0.011050100497807394,4.2195194903027814e-06,3.696663752710421e-06,7.363995309409525e-07,1.528434577667464e-06,0.3608523644745351,2.8476108171933063e-06,1.2563800249800503e-06
3-3C-rep2,0.1200757782528549,0.0938732883673193,7.623270824969826e-07,0.005650885399977442,2.733580729545959e-07,0.007663490924635732,8.377925868230979e-07,0.052780758400241934,2.136754412011293e-07,0.01571092551220508,1.4715870334964124e-06,1.2892374257748687e-06,2.5682450423467156e-07,5.330522850320113e-07,0.7042378039927268,9.93124256128295e-07,4.38171350589465e-07
3-4A-rep1,0.0001329910229639712,0.0024351515443748763,2.063271733755529e-06,1.5115675141166584e-06,0.8656691855617433,3.5325419924348425e-06,2.267522436012713e-06,4.244848801931855e-06,5.783219672374379e-07,3.530609986012754e-06,3.9829149451558624e-06,3.4893777222083107e-06,6.95106801646749e-07,1.4427294235931828e-06,0.13173145919316492,2.6879344218819717e-06,1.1859300069092134e-06
3-4A-rep2,0.28184232521840563,0.0800942693640137,1.3754868749130848e-06,1.007691445676934e-06,4.932271857232207e-07,2.3549807163932044e-06,1.5116512761163952e-06,0.030665166883943364,3.85540238057303e-07,0.04333124810158374,2.655223323873725e-06,2.3262051139408174e-06,4.633952313143079e-07,9.618003066378826e-07,0.5640508727059017,1.791920306685021e-06,7.906041324474846e-07
3-4A2-rep1,0.26353156238787495,0.07585869819195423,1.1556478990112566e-06,8.466358518482773e-07,4.1439651029188644e-07,1.9785928653690716e-06,1.2700496479779085e-06,0.039326265871233036,3.239207688720226e-07,0.023622266859908835,2.2308488082332664e-06,1.954416360944785e-06,3.893324867342366e-07,8.080793236974258e-07,0.5976476649993888,1.5055243167965554e-06,6.642448003513561e-07
3-4B-rep1,0.24429235029378982,0.10745405159352561,2.1525511262082167e-06,1.5769742305969535e-06,7.718697673302881e-07,3.6853978658219774e-06,2.365639917170452e-06,0.009190405731200247,6.033464141061117e-07,3.6833822599608253e-06,0.021760417058820276,0.13501333164701348,7.251846202517636e-07,1.5051574616963197e-06,4.52944885150588e-06,2.8042434606829282e-06,0.48226504047967517
3-4B-rep2,0.31243320674181974,0.09404635117165018,2.1067168430327076e-06,1.5433957094804846e-06,7.554343400553271e-07,3.606924668442432e-06,2.3152683331765906e-06,4.334230106899067e-06,5.90499355534369e-07,3.60495198088816e-06,0.01916777181704486,0.10315634551541282,7.097432600747844e-07,1.4731081354419215e-06,4.433003271765061e-06,2.744532688982736e-06,0.47116810694537853
3-4B2-rep1,0.16224804841726473,0.1086786201988548,1.636040741042214e-06,1.1985750570185304e-06,5.866575575166962e-07,2.8010768162593466e-06,1.7979983081489954e-06,0.037760083515667335,4.5857183247402376e-07,2.7995448604016763e-06,0.021315952570911532,0.1372498134022489,5.511746360231855e-07,1.1439909134035904e-06,9.530808852285261e-05,2.13135776131837e-06,0.5326370688180462
3-4C-rep2,0.12712058551254413,0.1538718788533905,1.812356890818693e-06,1.327745519568875e-06,0.5415984470847193,3.102948931715586e-06,1.991768628804644e-06,0.03857298175862001,5.07992129823256e-07,3.1012518769385085e-06,3.498551949460904e-06,3.0650338760773137e-06,6.10574739724853e-07,1.2672788414915586e-06,0.13881241852425588,2.3610542382120187e-06,1.041708847597309e-06
3-4C2-rep1,0.28439353561255254,0.4206193149173467,1.248054506645729e-06,9.143335883629691e-07,4.475320144228588e-07,2.1368028657809234e-06,1.3716039186146706e-06,0.0785618416404459,3.4982175430142806e-07,2.1356342124801935e-06,2.409229412473204e-06,0.0001422699687796157,4.204638498179103e-07,8.726940468032484e-07,0.21626838842496915,1.6259073460439626e-06,7.173583903053741e-07
3-5A-rep1,9.939157432978349e-06,1.2742147686635199e-06,0.03400319082565975,8.767316730507272e-07,4.291272865204589e-07,0.951453105100841,1.3151967877314792e-06,2.4620755323257556e-06,3.354353551282629e-07,2.0478063804748276e-06,2.3101499938796294e-06,2.0238910533119096e-06,0.014515088399613773,8.368045552007955e-07,2.518183995990351e-06,1.5590420015902412e-06,6.878570684857488e-07
3-5A-rep2,7.602062289334011e-06,9.745956945232449e-07,0.0038556721737726383,6.7057684059306e-07,3.282222244872775e-07,0.9480147670590775,1.005941194762891e-06,1.8831426792458938e-06,2.5656102953646455e-07,1.566284845153149e-06,1.7669409373582044e-06,1.547992972025245e-06,0.025441703542917124,0.022666610282890052,1.9260577893659747e-06,1.1924486041897277e-06,5.261142421828408e-07
3-5B-rep1,0.19968804555018285,2.006480251845687e-06,1.884463935180218e-06,0.0016944162435950367,6.757380679510857e-07,0.2958612100759577,2.0710138092669934e-06,0.1834866179274261,5.28203276549398e-07,3.2246393332389347e-06,0.025399172825666783,3.1869803507432644e-06,0.18856248282993143,1.3176992261877398e-06,0.10528962118242001,2.4549919408561235e-06,1.083154628208191e-06
3-5B-rep2,0.2175220796385443,0.0001481102697960139,1.3064677359396457e-06,9.571275346720273e-07,4.6847804685625743e-07,0.27759498243921726,1.4357996839212702e-06,0.19998097129755607,0.006456011441743055,2.2355892146674093e-06,0.02853940836613216,2.209480863809422e-06,0.2059942112105574,9.135391198252268e-07,0.06375224591564838,1.7020053835170074e-06,7.509332221061436e-07
3-6A-rep2,1.727009363130607e-05,0.26610126055592925,2.0794127258349977e-06,0.03619753235097169,7.456435284309454e-07,3.5601770980718965e-06,2.2852612830491527e-06,0.43739217985745765,5.828461848379822e-07,3.5582299775473627e-06,0.2602649946165158,3.5166751533973297e-06,7.005446279864445e-07,1.45401590797527e-06,4.375549304341577e-06,2.708962155410196e-06,1.1952075473006014e-06
3-6C-rep2,0.01827866277264974,0.18661011351203888,1.5639183362914822e-06,0.080264732455637,5.607956380963148e-07,0.0710456115723843,1.7187362467171728e-06,0.5239997404266874,4.383563803283104e-07,2.676131119854423e-06,0.007730804123616088,2.644877895979154e-06,5.268769280319543e-07,1.09355978805454e-06,0.11205617557359282,2.0374000478738424e-06,8.989110125536964e-07
3-7A-rep2,0.03026510792411675,0.14249681137921263,0.3207123625971883,1.7009450177257124e-06,8.325488201392902e-07,3.975118309849557e-06,2.5516101358999097e-06,0.37064650271249816,0.0001310207126242799,3.972944251021767e-06,0.035465104316895465,3.9265461821080505e-06,7.821936102796156e-07,1.6234825120737017e-06,0.08487571340023248,3.0246936509120606e-06,0.015384986874741971
3-7B-rep2,0.010093852479778712,0.019547113849868916,0.8513547452481771,1.583866031404027e-06,7.752430454614272e-07,3.701504044029116e-06,2.375978398785481e-06,0.09554337316922275,6.059831999349501e-07,3.6994796294291577e-06,0.023433668438361324,3.6562752198160604e-06,7.283538717551547e-07,1.511735403940414e-06,4.549243759149101e-06,2.8164987575486543e-06,1.242653229858498e-06
3-7C-rep2,0.5531371076362647,1.403517978414596e-06,1.318168474504759e-06,9.65699578778891e-07,4.726737410926846e-07,2.2568454814316627e-06,1.4486587207511022e-06,2.711919025595905e-06,3.6947425433798463e-07,2.2556111748124847e-06,0.0568473044844813,2.22926899729399e-06,4.4408492461475424e-07,9.217207856375791e-07,0.3899963153289676,1.7172485613476676e-06,7.576585878155407e-07
3-8A-rep1,0.6642357484059542,0.025167239859515175,1.4840313710467724e-06,0.006750817141979539,5.321494737727862e-07,2.5408205087806113e-06,1.6309409829747525e-06,8.638315431940246e-05,4.1596457117341235e-07,0.0035023993946292358,0.06925009403884004,0.04391741931911799,4.999633751556975e-07,1.0376993439673604e-06,0.1870789707955123,1.9333270262606907e-06,8.529934789130013e-07
3-8A-rep2,0.746032494771041,1.1901600759979532e-06,1.117785105657735e-06,8.188973007449177e-07,4.008195294060766e-07,1.913767711568925e-06,1.2284386803023364e-06,2.2996625645290355e-06,3.133080682863092e-07,0.0017593290019794585,0.05617671388181566,0.019082410004937402,3.76576684985587e-07,7.816040101762519e-07,0.17693651264008875,1.4561984311662176e-06,6.424819748113518e-07
3-8B-rep1,1.0055377385130991e-05,0.027058669532697418,0.9092107728201402,6.887035130393322e-05,4.3414513164899275e-07,2.072885361438894e-06,1.3305755669461334e-06,2.49086492443395e-06,3.3935764745396453e-07,2.0717516656925647e-06,2.3371628995071504e-06,0.06363447989735428,4.0788664844066444e-07,8.4658942741178e-07,2.5476294721787533e-06,1.577272096852399e-06,6.959002769897231e-07
3-9A-rep2,0.0771004652054464,3.7553019111329577e-07,3.526937786072793e-07,0.11728040431807099,1.264702433860368e-07,0.12496475799193951,3.8760820639869504e-07,7.25610562620793e-07,9.885782688705948e-08,6.035192342255849e-07,6.808358292785445e-07,0.11797388747365548,1.1882091941529054e-07,2.466188450072921e-07,7.421465678541486e-07,0.5626758235768946,2.0272178814723535e-07
4-10A-rep1,9.34687096452676e-06,0.00992253526040124,1.1254138422933793e-06,8.244861673413705e-07,4.0355507008628863e-07,1.9268289250163597e-06,1.2368226130615322e-06,2.315357459698818e-06,3.1544635473035e-07,1.925775109983058e-06,2.1724853486926575e-06,1.9032849262251725e-06,3.79146771434528e-07,7.86938354959357e-07,2.368122351836527e-06,0.9900497873385088,6.468668299630048e-07
4-10A-rep2,7.85019928665711e-06,1.006407226715282e-06,9.45206473427852e-07,6.924649700724293e-07,3.389356433122259e-07,1.6182946260925036e-06,1.0387758675203465e-06,1.9446098643562635e-06,2.6493537337584905e-07,1.6174095536384075e-06,1.8246152107272193e-06,1.5985206200944449e-06,3.184357338353793e-07,6.609295170747918e-07,1.9889257557590665e-06,0.999975748047273,5.432870044328072e-07
4-10B-rep1,0.17065757621566463,1.0058733655971881e-06,9.447050770036821e-07,6.920976434939326e-07,3.387558507226088e-07,1.617436181761464e-06,1.0382248360577712e-06,1.94357832208502e-06,2.647948351415255e-07,0.004086176459538767,1.8236473210990129e-06,1.5976726651286156e-06,3.1826681567542004e-07,6.605789188660345e-07,0.033261975692665265,0.7919814830014876,5.429988111449082e-07
4-10B-rep2,0.10749665614504939,1.2382686104484708e-06,1.1629681061198537e-06,8.519986875237417e-07,4.170214173098561e-07,1.9911258432514236e-06,1.278094508760638e-06,2.3926193003004357e-06,3.2597257644848936e-07,1.990036863155904e-06,2.2449796480143165e-06,1.9667961978750363e-06,3.9179863099793336e-07,8.131979312029656e-07,2.4471449195641564e-06,0.892483163379391,6.684523185007344e-07
4-10C-rep1,0.004356598007710525,1.4979840836697077e-06,0.020777992784802128,1.0306975905298997e-06,5.044878311607201e-07,2.408746209510879e-06,1.5461630985345581e-06,2.8944492332991703e-06,3.943423317948705e-07,0.005453298785259479,2.715843519339388e-06,2.3793136443730483e-06,4.7397479697552963e-07,9.83758731777905e-07,2.9604111006356166e-06,0.9693915115960006,8.086540556362455e-07
4-10C-rep2,0.00674544639835564,1.1937565225376999e-06,0.01794316254063519,8.213718589350858e-07,4.0203073287245623e-07,1.919550768321505e-06,1.232150797798262e-06,2.3066117250996002e-06,3.1425482808844606e-07,1.9185009338340837e-06,2.1642792808992093e-06,1.8960957016146356e-06,3.777146310005632e-07,7.839658748485258e-07,2.3591773098945663e-06,0.9752930571766053,6.444234380831914e-07
4-11A-rep1,0.08867357250454437,0.0560729528110951,7.122644087302056e-07,5.218099604061439e-07,2.5540641369697677e-07,1.2194728849294417e-06,7.827740286197495e-07,4.145980168341073e-05,1.9964319159275124e-07,1.2188059347699553e-06,0.03847601905528666,1.204572097549773e-06,2.399586186246513e-07,4.980462839874423e-07,1.4987635688702693e-06,0.8167272349137368,4.09396261940302e-07
4-11A-rep2,0.021872479359066953,0.04671377790283373,7.171691630354077e-07,5.254032182166276e-07,2.571651786890248e-07,1.2278703491423424e-06,7.881643222239431e-07,1.4754598789332463e-06,2.01017963084162e-07,1.2271988062689342e-06,0.03600262129612129,1.2128669528155532e-06,2.4161100789659004e-07,5.014759017328133e-07,1.5090842685666106e-06,0.8954008247395444,4.122154229901502e-07
4-11B-rep1,1.3198557628074983e-05,1.692074722445574e-06,1.5891777589864823e-06,1.164242903802269e-06,5.698532555814946e-07,2.7208423763190145e-06,1.7464961906666728e-06,3.269476916650191e-06,4.454364361373749e-07,2.7193543020213e-06,0.057023647948881616,2.687596295783597e-06,5.353867119027417e-07,1.1112222761063306e-06,0.03230608270107765,0.9106359062026098,9.134296563373143e-07
4-11B-rep2,0.00013261904692466833,7.988632545264491e-07,7.502834831845466e-07,5.496630041530097e-07,2.6903943443961464e-07,1.2845656086973424e-06,8.24556748225344e-07,1.5435872515483917e-06,2.1029969677879394e-07,1.2838630582362546e-06,0.0533370731799891,1.2688694507532145e-06,2.5276707076072746e-07,5.246308760582204e-07,0.028438819497375905,0.918081496037858,4.312489149344136e-07
4-11C-rep1,0.06431192423782021,0.05890940580213191,1.2474425643841434e-06,9.138852751194952e-07,4.4731258189681153e-07,2.135755155147064e-06,1.370931397983971e-06,2.5664118730820774e-06,3.4965023077073354e-07,2.13458707485684e-06,0.014431735020099859,2.1096582784922633e-06,4.2025768927139366e-07,8.72266150132206e-07,0.010019099446572909,0.8523125503284465,7.170066573374681e-07
4-11C-rep2,0.0648160479127711,0.036242182840904164,1.4701876578494764e-06,1.0770699112983816e-06,5.271853437437787e-07,2.5171185904144544e-06,1.6157268307334202e-06,3.0246739757724976e-06,4.12084266258093e-07,2.515741936069721e-06,0.004543234297587003,2.4863618188710288e-06,4.952994915546887e-07,1.0280192169948603e-06,3.093603546631993e-06,0.8943774268397799,8.450363714612187e-07
4-12A-rep1,0.09403369465502905,5.259610906926206e-07,4.939768063037593e-07,0.8420228768229652,1.7713203552098103e-07,8.457411513027792e-07,5.42877350006094e-07,1.0162776042125955e-06,1.3845856254293362e-07,2.8582621386549422e-05,9.53566887094633e-07,8.354070067477505e-07,1.664185246664007e-07,3.454100889221346e-07,0.06390787721487963,6.435300011881628e-07,2.8392863030528045e-07
4-12C-rep1,0.0409997288150297,1.0765732622934215e-06,1.0111056336114355e-06,0.9589821494340857,3.625660086117323e-07,1.731121039989512e-06,1.1111986229848852e-06,2.0801867573932445e-06,2.834064895808369e-07,1.7301742608786522e-06,1.9518261571451548e-06,1.7099684035806697e-06,3.406368592213412e-07,7.07009078885045e-07,2.1275923229660107e-06,1.3172213782021314e-06,5.811646093130806e-07
4-12C-rep2,9.039894139868043e-07,1.1589278767187187e-07,1.0884521714791208e-07,0.9999971452095574,3.903012170631568e-08,1.8635465894297312e-07,1.1962019732918515e-07,2.2393147836390222e-07,3.0508623307115546e-08,1.8625273845663922e-07,2.1011349837961815e-07,1.8407758399982621e-07,3.666945537441055e-08,7.610931455492355e-08,2.2903467323025602e-07,1.417984849220817e-07,6.256219528064978e-08
4-1A-rep1,0.15644017360791324,1.0458818420615566e-07,9.822805930992212e-08,7.19625733239437e-08,3.522298186636489e-08,1.6817694861553054e-07,1.0795200878646217e-07,2.0208838858024063e-07,2.7532701373575275e-08,1.6808496982363838e-07,1.8961826455453273e-07,1.6612198783333448e-07,3.309258350309825e-08,0.8435580626020386,2.0669379928304715e-07,1.279669456495776e-07,5.645965150894532e-08
4-1A-rep2,0.17935160186993399,8.047284044190456e-07,7.557919667277349e-07,5.536985582875948e-07,2.7101468690124294e-07,1.2939967219688504e-06,8.306105363998426e-07,1.5549200679613824e-06,2.118436897425289e-07,1.2932890134738464e-06,1.4589717245965599e-06,1.2781853248789007e-06,2.546228536491306e-07,0.8206348270755344,1.5903552830833766e-06,9.846106113476479e-07,4.344150882597962e-07
4-1B-rep1,0.21622585822592608,1.3910425033350832e-07,1.3064516470702722e-07,9.571157478521501e-08,4.684722776497988e-08,2.2367850190828186e-07,0.007849524657240078,2.687813542985917e-07,3.661901019983603e-08,0.0016728019543189325,2.5219585501558694e-07,2.2094536545274604e-07,4.4013757909056165e-08,0.7742351646826411,2.749066370745987e-07,1.7019844236865157e-07,1.47468327321064e-05
4-1B-rep2,0.31874815027563463,1.4684036810911733e-06,1.379108404758426e-06,1.0103446041417464e-06,4.945258073285655e-07,2.361181163016993e-06,0.009603884521937993,2.8372931029387104e-06,3.8655532987982057e-07,2.35988979346486e-06,2.6622142815403055e-06,2.3323297970622426e-06,4.646153081401952e-07,0.6716247174647326,2.9019524340119783e-06,1.79663826727737e-06,7.926857200756395e-07
4-1C-rep1,0.04479473532821052,1.1554230095410026e-06,0.033818875825623,7.949962385843998e-07,3.891208554957223e-07,0.009994862719962973,1.1925843805854096e-06,2.232542575425365e-06,3.041635814151338e-07,1.8568946689946116e-06,2.0947806634035194e-06,1.8352089061512576e-06,3.655855842115891e-07,0.9113749839790879,2.2834201916187996e-06,1.4136965335660034e-06,6.23729926657072e-07
4-1C-rep2,0.05144368361632667,3.517610819326038e-07,0.03059034469878414,2.4203147653073894e-07,1.184653343420008e-07,5.6562895560473e-07,3.630746216290934e-07,6.796831855583359e-07,9.260064028462317e-08,5.653196036488048e-07,6.377424601082176e-07,0.0027831555333428007,1.1130017281923277e-07,0.9151221211538066,6.951725476106494e-07,4.303907902691822e-07,5.5841826869252453e-05
4-2A-rep1,0.18841673608708212,1.104027463570113e-06,1.036890314087365e-06,7.596332023721642e-07,3.718119749803455e-07,1.7752671721021948e-06,1.139535821875391e-06,2.1332345785967187e-06,2.9063377181102867e-07,1.7742962487317808e-06,2.0016005942895627e-06,0.00023464371655651994,3.493236000339454e-07,7.250388500450759e-07,0.8113332121051472,1.3508124603046942e-06,5.95985161446227e-07
4-2A-rep2,0.09270289312889639,2.031850214178982e-06,1.9082911216227444e-06,1.3980276178513089e-06,6.842821088482354e-07,3.2671986004736623e-06,2.0971997347374816e-06,3.926001189680088e-06,5.348818856301774e-07,3.2654117147998693e-06,3.683742235049706e-06,3.227276571640995e-06,6.428945429052451e-07,1.3343602322974405e-06,0.9071583699180849,0.00010963868519967389,1.096850049378421e-06
4-2B-rep1,0.3092291354804789,9.423860294173663e-07,8.850784770102437e-07,6.484147731997431e-07,3.1737472332299894e-07,1.5153490621170024e-06,9.726955841147028e-07,1.8209062099223051e-06,2.480818777332838e-07,1.514520292317242e-06,1.7085448494481139e-06,5.119496613440491e-05,2.981788871023531e-07,6.188854042252006e-07,0.6907065173715984,1.1530390619428658e-06,5.087265565575394e-07
4-2B-rep2,0.305218299389805,0.002763340061002753,2.45829771740343e-06,1.8009663530312496e-06,8.815055141121046e-07,4.208868746933207e-06,2.701653464938901e-06,5.057551048556258e-06,6.890452424297625e-07,4.206566846073651e-06,0.004974046134062927,4.157440413362171e-06,8.281892471475452e-07,1.718948789355208e-06,0.6870109898422962,3.2025558949597336e-06,1.412983554850845e-06
4-2C-rep1,0.04342257552698419,9.312781607621525e-07,0.13235863945501317,6.407719326758275e-07,3.136338394058888e-07,0.2592164446719279,9.612304578791912e-07,1.7994432569689543e-06,2.4515774597880113e-07,1.4966686986416471e-06,0.01232888653877786,1.479189838372536e-06,2.946642637842013e-07,6.115906252618361e-07,0.5526630380000275,1.1394482339227276e-06,5.027302157850069e-07
4-2C-rep2,4.818799533301642e-05,8.475385196944281e-05,0.1239225183028665,5.477016921324517e-07,2.6807944573238185e-07,0.25611466853880577,8.216145581021092e-07,1.5380794109108232e-06,2.0954930368321435e-07,1.2792819675864495e-06,0.011377730385270856,1.2643418604160843e-06,2.518651452344713e-07,5.227588838815695e-07,0.6084440339966319,9.739467258041376e-07,4.297101290341022e-07
4-3A-rep1,0.18888895430790575,0.023212130721071988,7.018227399007349e-07,0.07471831217931804,2.516622013566452e-07,1.201595630563113e-06,7.71298701374732e-07,1.4438870885967148e-06,1.9671645811411733e-07,1.200938457773668e-06,1.3547901780794134e-06,1.1869132860611311e-06,0.00011846080482230819,4.90745014549571e-07,1.4767919630340064e-06,9.143020135331451e-07,0.713050950523149
4-3B-rep1,0.3131894019272085,0.042861855572804614,1.511488989047989e-06,1.1073275596284981e-06,5.419953282846725e-07,2.58783088895239e-06,0.014429862813570905,3.1096448031181944e-06,4.2366076717044394e-07,2.5864155608664275e-06,0.07358674641406081,2.556210081038281e-06,5.092137209620271e-07,1.0568989058786907e-06,3.1805107819050995e-06,1.9690975335384785e-06,0.5559109929774347
4-3B-rep2,0.24885056218750654,0.04065399444687272,7.189642226325789e-07,5.267182916161204e-07,2.578088578178236e-07,1.2309436832564042e-06,0.011950497945923004,1.4791529245247635e-06,2.0152110689239655e-07,1.230270459525059e-06,0.06838924270481574,1.215902733738604e-06,2.422157552572704e-07,5.027310855535253e-07,1.5128614753106445e-06,9.366331397358743e-07,0.6301456469911463
4-3C-rep1,0.17117759817322983,1.0174776370013234e-06,9.556036796363372e-07,7.000820371243354e-07,3.426639120809986e-07,1.6360957556938994e-06,0.005796135924966182,1.966000439138769e-06,2.678496442641144e-07,1.6352009475036722e-06,1.844685852571504e-06,1.6161042369896654e-06,3.219385050096284e-07,6.681996963123292e-07,2.010803802299522e-06,1.2449160147685759e-06,0.8230100382796437
4-4B-rep1,0.06908366903872663,0.9291037998135894,1.661210693407653e-07,1.2170147427395238e-07,5.956830923992282e-08,2.8441704680667403e-07,1.825659924778677e-07,3.417673060849185e-07,4.6562681031776036e-08,0.0018098932454777479,3.206781147426915e-07,2.8094174367038105e-07,5.596542777495304e-08,1.1615908399057389e-07,3.49555872367082e-07,2.164148004238554e-07,9.548328399404256e-08
