,11_1,11_2,11_3,11_4,11_5,11_6,11_7,11_8,11_9,11_10,11_11
2-6A-rep2,6.577374059459402e-07,2.9669449232492627e-06,0.14807035639211746,0.3512061237509527,1.3626398836699584e-06,2.4532122672320013e-06,4.6507696155564126e-06,0.5007055296668803,7.312068545914354e-07,2.3793599785450474e-06,2.788319120657968e-06
2-6B-rep2,4.582002995742904e-07,2.0668659564801557e-06,0.2020382829354734,0.568396681854422,9.49257252613618e-07,1.7089838370199286e-06,3.2398705195034967e-06,0.22955250268512487,5.093813987099091e-07,1.6575360396243361e-06,1.942429676105741e-06
2-6C-rep2,4.078044348904572e-07,1.839538525312671e-06,0.06737619290462826,0.4318126851240982,8.448517336794104e-07,1.5210186212020144e-06,2.88352837733175e-06,0.4359346819767203,0.06486573923491135,1.4752293889322817e-06,1.728788560624507e-06
2-7A-rep1,8.369191087269744e-07,3.775204022700636e-06,2.200496182723936e-06,0.05450387129657637,1.7338520610923282e-06,0.0005754352504546012,0.164145495738911,0.780072368897348,9.304032027182835e-07,0.0006898040253916431,3.5479167403461427e-06
2-7A-rep2,4.831487828168659e-07,2.179404448331435e-06,1.270334302550933e-06,0.06093588952308189,1.0009432263716608e-06,1.8020360560152834e-06,0.16493588063815065,0.7718044059666781,5.371166343734409e-07,0.0023145026958843406,2.048192754543773e-06
2-7B-rep1,7.64226954965413e-07,0.19953379405038685,2.0093680256555566e-06,0.00022694311609379372,1.5832551404216584e-06,2.8503942818550922e-06,0.026449184636792265,0.7737760170200262,8.495913154438702e-07,2.7645850984480954e-06,3.239755884018275e-06
2-7B-rep2,4.324037037246901e-07,0.1970513316512067,1.1369111895284475e-06,1.0128690951263878e-05,8.958142371338669e-07,1.6127683491687375e-06,0.018335983083526717,0.7845946006852373,4.807033160285312e-07,1.564217053669803e-06,1.8330712287906156e-06
2-7C-rep2,3.833850933879919e-07,0.07241356864967799,1.0080274493872898e-06,0.4737533452355268,7.942619871279559e-07,1.4299399816263613e-06,2.7108626136623878e-06,0.4538233212670956,4.2620931347261416e-07,1.3868926099257286e-06,1.625268650992369e-06
2-8A-rep2,0.8732399234930572,2.0085875323530126e-06,1.1707683004766126e-06,0.12674251443988263,9.224915029528154e-07,1.6607964426860008e-06,3.148517450543862e-06,4.6574279986236075e-06,4.95018616690388e-07,1.6107992940601689e-06,1.8876599218571293e-06
2-8B-rep2,3.405317463925166e-07,1.5360825262954905e-06,8.953539239567091e-07,0.7823485606361864,7.054823628631588e-07,1.2701066566688777e-06,0.015092201233065627,0.2025514365311169,3.7856923586411597e-07,1.2318709586314763e-06,1.4436022203902825e-06
2-8C-rep1,8.581356134487745e-07,3.870908175154773e-06,2.256280352501204e-06,0.9191011839716862,1.777806464878165e-06,0.015730038234418285,0.0651433428172459,8.975698506874091e-06,9.539895968366787e-07,3.1042989441473774e-06,3.6378589958033107e-06
2-8C-rep2,4.030388588547241e-07,1.81804179805076e-06,1.0597027372791862e-06,0.9014800901704211,8.349788514071721e-07,0.04509157241058601,0.05341639142374084,4.215598591807577e-06,4.4805840993252896e-07,1.4579899544837736e-06,1.708586050228624e-06
2-9A-rep1,5.7331203855953e-07,2.5861160196531195e-06,1.5073989101275045e-06,1.3429349487963202e-05,1.1877351697913823e-06,2.1383246767352357e-06,4.053809597966694e-06,0.881178154343884,0.00909620331493371,2.0739518650376686e-06,0.10969809234341646
2-9A-rep2,2.2245382330655322e-07,1.0034524960117791e-06,5.848937895121071e-07,3.56350895957017e-05,3.088515635626772e-05,8.297026188490031e-07,0.00015369442490104746,0.8895174975115413,2.4730197638355517e-07,8.047249851766033e-07,0.11025859528791633
2-9B-rep1,8.123707552148512e-07,3.664470450049138e-06,0.0017798214952294594,0.20256407572000387,1.6829950393209407e-06,3.029959804958086e-06,0.00011684950697155381,0.7865232447097117,9.031127913858413e-07,0.009002471809327115,3.443849915410006e-06
2-9B-rep2,3.0130946353020636e-07,1.3591572792826388e-06,0.002926640482101458,0.31921298158442246,6.242252434206297e-07,1.1238163824700415e-06,0.00457634398574101,0.6671789718687848,3.3496581324836985e-07,0.0061000412759578135,1.2773288105580562e-06
2-9C-rep1,6.061040466881682e-07,2.7340353582233335e-06,1.5936183403669219e-06,1.4197474536720374e-05,1.2556706372557104e-06,2.2606314755900948e-06,4.285677321558326e-06,0.9999676309736024,6.738060349427988e-07,2.192576700803537e-06,2.569431945349467e-06
2-9C-rep2,1.7473973054045135e-07,7.882220955205144e-07,4.594399936803346e-07,4.0931303601373335e-06,3.620097077400075e-07,6.517398078008697e-07,1.2355603042817366e-06,0.9999906680132207,1.942582063686674e-07,6.321196236539844e-07,7.407669495455262e-07
3-10A-rep2,5.799052465883908e-07,2.6158568933092585e-06,1.5247343120177559e-06,0.037369433751650936,1.2013943719900744e-06,0.6422689845528033,0.039818615675209376,0.09549745270216962,6.446808216861842e-07,0.1713948616404129,0.013644085106108152
3-10B-rep1,9.416893882441611e-07,4.247805468370082e-06,2.4759667720992585e-06,0.11181337692043879,1.9509054933629906e-06,0.5120798751062924,0.14966277867363786,0.2264259074370043,1.046876351193473e-06,3.4065540781983194e-06,3.9920650752493605e-06
3-10B-rep2,6.273745651897904e-07,2.829983157926935e-06,1.6495445275925596e-06,0.13318251929632266,1.299736941824425e-06,0.4784454999336822,0.16903833585167094,0.2193216117008393,6.974524761950368e-07,2.269522636960043e-06,2.659603179200894e-06
3-10C-rep1,7.92815650442629e-07,3.5762605986661067e-06,2.084535762430454e-06,0.11137706160832875,1.6424825711975073e-06,0.7917650779193712,0.017896697363710166,0.07894595668538341,8.813733760470735e-07,2.8680044832092084e-06,3.360950764396329e-06
3-10C-rep2,5.955879786396748e-07,2.6865991102207594e-06,1.5659686340133728e-06,0.13702405392937536,1.2338844143455873e-06,0.7945304869043296,4.211319668621256e-06,0.0684298243046531,6.621153192089876e-07,2.154534905977749e-06,2.5248516107832973e-06
3-11A-rep2,7.589911474167831e-07,0.10017504455768,1.9956016121466548e-06,0.06987840136603868,1.572408075735224e-06,0.0968526985086845,0.3825260122337578,7.93869360720354e-06,8.437706667560041e-07,2.7456446051388282e-06,0.35055198822412453
3-11B-rep2,6.832442850020877e-07,0.36957858177703634,0.05158350968466888,1.600441935948259e-05,1.4154826905342973e-06,0.35528094282094436,0.1209228328214329,0.014210806585070646,7.595628590340696e-07,2.4716309162401653e-06,0.0884019919707365
3-12A-rep2,8.156986569817938e-08,3.6794820658752176e-07,0.9302250727582008,0.06378104451933604,1.6898894802263503e-07,3.042372128424873e-07,5.76769162745915e-07,8.531827723716463e-07,9.068124206929137e-08,0.00599109354927768,3.4579577524351674e-07
3-12B-rep2,7.264881658040952e-07,0.02524057984981229,0.5581039956696285,0.37470154016296703,1.5050713868328445e-06,2.7096371047748575e-06,0.01699560451731829,0.024946823129814697,8.076370931824036e-07,2.6280653205588485e-06,3.079771387990341e-06
3-12C-rep2,1.892047352869281e-07,0.05100427401403693,0.5371278441010031,0.40645330383506245,3.9197697462621604e-07,7.056910150286101e-07,1.3378403387691207e-06,0.005410256463362189,2.1033895611272371e-07,6.844466664405091e-07,8.020878489658708e-07
3-1A-rep1,0.6260484807781935,0.23603498112273763,2.3127384792629184e-06,0.06907351013124628,1.8222919042166848e-06,3.280741234332398e-06,0.0007280269691319068,0.05318234397553388,9.77860950202786e-07,0.014920534502699232,3.7288878894860593e-06
3-1A-rep2,4.6916690575862866e-07,0.6035517933461625,1.2335720076371917e-06,0.20194282415166562,9.71976859010018e-07,1.7498868061655394e-06,0.0413906809767521,0.1002329101899746,5.215729778129107e-07,0.052874856239930317,1.988919958452598e-06
3-1B-rep1,0.7454679272726638,0.13709832078245673,1.7136532348344714e-06,0.02969846699715575,1.350250555553015e-06,2.430907289898306e-06,4.608484114116184e-06,0.024074276646693392,7.245586111696352e-07,0.06364741747992368,2.7629673010799747e-06
3-1B-rep2,4.2236259690799187e-07,0.45074360249508144,1.110510290098541e-06,0.16464065566365627,8.750119952346918e-07,1.5753172840527365e-06,2.986467113911775e-06,0.20541739676918291,4.69540614826377e-07,0.17918911535780657,1.790504377830842e-06
3-1C-rep1,0.8015516644459312,0.11999771194390835,0.00020041002270638673,0.047855972600346394,1.5034282088718448e-06,2.7066788291662552e-06,0.000302884237419273,7.590431577426054e-06,8.067553466528945e-07,0.030075673046712,3.0764090142757547e-06
3-1C-rep2,6.154401309447071e-07,0.4790243515840711,1.6181655368090634e-06,0.3703702291875679,1.2750122782362277e-06,2.2954529654719327e-06,0.024582510192101007,0.003962510674182319,6.841849623714534e-07,0.1220513010961806,2.60901002318e-06
3-2A-rep1,0.5265348232629761,4.504827433068456e-06,2.6257800931261804e-06,0.0147745351250757,2.068948931693373e-06,3.7248072365508923e-06,0.45865831513742633,1.0445603727890367e-05,1.110219698383818e-06,3.6126744451853106e-06,4.233612956027916e-06
3-2A-rep2,3.9862228769190044e-07,1.7981193741909472e-06,1.0480903270914143e-06,0.013475355921664493,8.25829005342275e-07,1.4867712818483503e-06,0.9701558541228226,5.868769696720987e-05,4.4314850655946015e-07,0.016302411814701285,1.6898630618297252e-06
3-2B-rep2,5.702269434070482e-07,2.5721996644061e-06,1.4992873255841637e-06,0.20956741625342212,1.181343753305585e-06,0.026284120841108833,0.7641315614871346,5.9643080234701674e-06,6.33921449384963e-07,2.0627915571861462e-06,2.4173396176693993e-06
3-2C-rep2,6.565561742172082e-07,0.12814054826306304,1.7262712011754463e-06,0.1288713266013939,1.360192716379675e-06,2.4488065391387337e-06,0.6879247904892546,0.0012639984649847004,7.29893678954621e-07,0.009430859037744222,0.044361555423249655
3-3A-rep2,2.711209410727934e-07,1.2229818350464941e-06,7.128533566340523e-07,0.44867849881090854,0.5245761714530204,1.0112199983315648e-06,0.026736844226294892,2.8357986637908433e-06,3.014052245524882e-07,9.807779072657689e-07,1.1493518494920231e-06
3-3B-rep1,0.6193010060231305,0.18330351588383753,2.269063106029029e-06,0.017724621586263846,0.17940644147085502,0.00023927754014592935,6.102133772164229e-06,9.026549519970158e-06,9.593943391467173e-07,3.121886070780703e-06,3.6584689589494177e-06
3-3B-rep2,5.344639304280252e-07,0.294582998795338,1.4052562863565487e-06,0.11331274548723728,0.5234481519360269,1.9934299899416496e-06,0.0046088850849857746,0.06403849223242461,5.941636980472606e-07,1.9334191343541256e-06,2.2657309483124597e-06
3-3C-rep1,0.5336636936556022,4.048122609586071e-06,2.3595753490483555e-06,0.04617033399705338,1.859196400507184e-06,3.347181798784421e-06,0.42013692316969126,9.38661585818996e-06,9.97664290011232e-07,3.2464171646785996e-06,3.804404182439344e-06
3-3C-rep2,3.129818925332223e-07,1.4118096807720745e-06,8.229175945434727e-07,0.09901652472180665,6.48407108637708e-07,1.167351911633707e-06,0.9009730312024126,3.2736447030778833e-06,3.4794205577248533e-07,1.1322095753879676e-06,1.3268112585371617e-06
3-4A-rep1,0.8230359155382538,3.82112859429764e-06,2.227264761027195e-06,0.02527626784421586,1.7549440107298702e-06,3.159492267195821e-06,0.15166039634050887,8.860271715704002e-06,9.417213641316504e-07,3.064377898929425e-06,3.591076409434881e-06
3-4A-rep2,5.647217455064038e-07,2.5473666249360265e-06,1.4848126089249462e-06,0.29188499051529065,1.1699385904562475e-06,2.1062848199374623e-06,0.7080961649545754,5.90672621961253e-06,6.27801319368875e-07,2.0428765463621453e-06,2.3940016587353217e-06
3-4A2-rep1,4.7446428200393214e-07,2.1402300979524547e-06,1.2475003025998602e-06,0.2553570427829641,9.82951476061446e-07,1.769644825508277e-06,0.7446271245409776,4.96267522382929e-06,5.274620724377557e-07,1.7163708702649854e-06,2.011376907594568e-06
3-4B-rep1,8.837548003689796e-07,3.986472100641661e-06,2.3236404144648427e-06,0.22398968652007822,0.6308135601538529,3.2962062031006665e-06,0.10262344725009086,0.04255489009048992,9.82470453962589e-07,3.1969761546720454e-06,3.7464653607440174e-06
3-4B-rep2,8.649369751119035e-07,3.9015879955134475e-06,2.2741630489541567e-06,0.3020265274471995,0.6240061235007974,3.226019956513557e-06,0.07394027836122917,9.046837579495859e-06,9.615506724630268e-07,3.1289028173566044e-06,3.6666917284415566e-06
3-4B2-rep1,6.716952215669232e-07,3.0299063267242054e-06,1.7660760228789409e-06,0.14452032940537826,0.6682317969995011,2.505271773344342e-06,0.11134586183581352,0.07588801474401778,7.467237620455707e-07,2.4298522685931025e-06,2.847489914088263e-06
3-4C-rep2,0.4867474069034348,3.3564398420883803e-06,1.9564063334448537e-06,0.1550070108608412,1.5415246707578604e-06,0.00010454124125326698,0.3581197305720288,7.782771049029296e-06,8.271983077026703e-07,2.6917178570045895e-06,3.1543643819258647e-06
3-4C2-rep1,5.124028922751318e-07,2.3113649096899516e-06,1.3472516001973207e-06,0.22286545669288446,1.061549200653677e-06,1.9111472902878015e-06,0.7497863606433869,0.02733644348740317,5.696384358818842e-07,1.8536134994736546e-06,2.1722084970314494e-06
3-5A-rep1,4.91330334648991e-07,2.2163100788356236e-06,1.2918459078991897e-06,0.015265381523091998,1.0178930132257828e-06,1.8325514001908184e-06,3.474128384564618e-06,0.2782035190697222,0.6014197493163852,0.10509894315521066,2.08287647057382e-06
3-5A-rep2,3.7579875917535336e-07,1.6951662025290488e-06,9.88080838894465e-07,0.03341671805613881,7.78545317412138e-07,1.401644665006804e-06,2.6572207007490523e-06,0.28093879985661513,0.582223286058502,0.10341170646404382,1.5931082165247873e-06
3-5B-rep1,7.736883449804337e-07,0.003389566048047507,2.03424468624822e-06,0.2640262413881514,1.6028563783516837e-06,2.8856831339715903e-06,0.1629603813942763,0.12730338958458165,0.42749296364002,0.014816881607214154,3.279865165394699e-06
3-5B-rep2,5.363851273665617e-07,2.419544815545171e-06,1.4103076545060237e-06,0.2817137203269016,1.1112333903313695e-06,7.536027165248348e-05,0.13051065636371278,0.15552812352413845,0.40479928863859227,0.027365099528615197,2.2738753994411997e-06
3-6A-rep2,8.537269366252345e-07,0.20924045715300868,0.6101978382400319,0.03668310850386866,1.768672973579571e-06,3.18420903975098e-06,6.036584297845198e-06,0.14385909630130989,9.490884696027566e-07,3.0883505898384357e-06,3.6191694735521034e-06
3-6C-rep2,6.42084509859371e-07,2.896337291452187e-06,0.638071596624427,0.1723975382489711,1.330211652722951e-06,2.394830493061725e-06,4.540090166802571e-06,0.12075349873629296,0.06770672803329227,0.0010561128404603436,2.7219624423585426e-06
3-7A-rep2,9.532295986327334e-07,0.1813491915461302,2.506309237270727e-06,0.03548301194576371,0.055018182067885626,3.555331540694919e-06,0.3849898207755135,0.24067328453562095,1.0597056062476474e-06,3.4483007000178115e-06,0.10247498625240314
3-7B-rep2,8.876170523171157e-07,0.7909024720489041,2.3337953632286716e-06,2.07916785368611e-05,1.838883399330759e-06,3.3106115322983902e-06,0.1460463156932181,0.06301408912160544,9.867641205126534e-07,3.2109478212206984e-06,3.7628384465050414e-06
3-7C-rep2,5.411890028065712e-07,2.4412143051010524e-06,0.014656726903004784,0.5324147042552854,1.1211856177880479e-06,0.38340845556688025,0.069505495473938,5.660584700482875e-06,6.016399628550136e-07,1.957747031666455e-06,2.2942402709257e-06
3-8A-rep1,6.0928596911412e-07,2.748388485326198e-06,0.0942479345469465,0.6586553087665469,1.2622626515841492e-06,0.13758025221690712,0.09408398055732144,0.015422439623574312,6.773433789764531e-07,2.204087280567898e-06,2.5829209381610767e-06
3-8A-rep2,4.5891927219279596e-07,2.0701091233445404e-06,0.03828780728687425,0.7308454679446778,9.507467539805553e-07,0.1397164216104446,0.08938048977084374,0.001762217816824583,5.101806807670985e-07,1.6601369175106736e-06,1.945477587143316e-06
3-8B-rep1,4.970755338319697e-07,0.7958842433870257,1.3069516555626205e-06,1.1643573859913384e-05,0.019988157867603797,1.8539796981497957e-06,0.02366174798022432,0.1604460911866355,5.525990072967001e-07,1.7981668988595002e-06,2.107231857068601e-06
3-9A-rep2,1.4480232353488302e-07,6.53179391658058e-07,0.04366853157033353,0.10654971910181428,2.999881404235203e-07,5.400800276952301e-07,1.0238770677630486e-06,0.21154944532124645,1.6097678278947627e-07,5.238212853710649e-07,0.6382289572815865
4-10A-rep1,4.62051338601267e-07,2.084237358177906e-06,1.2148631763960138e-06,0.00013720972532593514,0.013397932978060696,0.9610451530320098,0.025406966386137608,4.832841621984649e-06,5.136625998524452e-07,1.6714671435174242e-06,1.9587552273914792e-06
4-10A-rep2,3.880651202493434e-07,1.7504977336024212e-06,1.0203325588489607e-06,9.090097143278049e-06,0.00950112579466192,0.9686627538063274,0.021816332083021087,4.058980265827028e-06,4.3141210061799584e-07,1.4038225708976164e-06,1.6451084962934463e-06
4-10B-rep1,3.87859266179166e-07,0.00037307345684024876,1.0197913104882768e-06,0.16514212275362422,8.035311669504365e-07,0.806198653051443,0.016500132365809744,4.0568271282094204e-06,4.3118325259171897e-07,1.403077895390989e-06,0.011777916102262977
4-10B-rep2,4.774696782003081e-07,2.153786944357391e-06,1.2554023361282354e-06,0.09607042445873326,9.891777795776985e-07,0.8905904395676258,0.013324983863035487,4.994110267113375e-06,5.308031722135738e-07,1.7272428677592502e-06,2.024117560024782e-06
4-10C-rep1,5.776146641330707e-07,2.6055244537586725e-06,1.518711725250902e-06,0.02481906156267905,1.1966489538608363e-06,0.893080284282004,0.052064100828208226,6.0415801385654365e-06,6.421343805423539e-07,2.0895165797700226e-06,0.03002188159621274
4-10C-rep2,4.6030604362938054e-07,0.01334844804559769,1.2102743040864722e-06,0.0018364651982827153,9.536197395397494e-07,0.9189497707397878,0.04583419147575098,4.814586650127394e-06,5.117223549535071e-07,1.6651535524561247e-06,0.020021508877936016
4-11A-rep1,2.9242809219963894e-07,0.029877175959061406,7.688758613545667e-07,0.1289489683948936,6.058256348727332e-07,1.0906908693077546e-06,0.09718859004759266,3.058661532500329e-06,3.2509239030423443e-07,1.0578563616606741e-06,0.7439780661677101
4-11A-rep2,2.9444179481915887e-07,0.014619287827204985,7.741704530076776e-07,0.07796934851046247,6.099974388151626e-07,0.005759688366223175,0.10043511601815265,3.07972392323677e-06,3.273310240586643e-07,1.0651409153112093e-06,0.8012104084724075
4-11B-rep1,6.524550661373848e-07,0.06380538884455893,1.7154882323311613e-06,0.006707847445094658,1.3516964177256986e-06,0.012049049137181977,0.009552671730578995,6.8243758575594215e-06,7.253344759774473e-07,2.360251155145417e-06,0.9078714132413804
4-11B-rep2,3.0803725566293245e-07,0.05885597820054119,8.099167508005459e-07,0.00021786185676830858,6.381632645917214e-07,0.007879322199452907,2.1780885443731255e-06,3.221926106298839e-06,3.424451016075907e-07,1.1143223897554493e-06,0.9330382248438245
4-11C-rep1,5.121516522270149e-07,2.310231607283035e-06,1.3465910193107525e-06,0.1107536812304286,1.0610287046216064e-06,0.015481930625772543,0.13659203678435444,5.3568675488393825e-06,0.0011913401603284826,1.852704640542882e-06,0.735968571623943
4-11C-rep2,6.036022689200922e-07,2.722750251460375e-06,1.5870404616074697e-06,0.10807568758862673,1.250487684095313e-06,0.004460099757757823,0.12416360279970098,6.313398370822064e-06,6.71024807911852e-07,2.1835265390782618e-06,0.7632852780235304
4-12A-rep1,2.0280765112650826e-07,9.148318545765616e-07,0.7905983037534167,0.1464302367060792,4.2015824497765666e-07,0.0051876414244145285,0.013454050194881585,2.121273494387499e-06,2.2546132138253314e-07,7.336551092744167e-07,0.044325149733532195
4-12C-rep1,4.151207799189137e-07,1.8725413506692436e-06,0.9056149627411262,0.09436934105911461,8.60009064626899e-07,1.5483069390213399e-06,2.935261234316426e-06,4.341969854293924e-06,4.61489884893365e-07,1.50169621048229e-06,1.759804441053015e-06
4-12C-rep2,4.4687597172226094e-08,2.0157837818523218e-07,0.9459813558977352,0.054016954412213276,9.257965513558912e-08,1.6667466466858897e-07,3.1597977740359133e-07,4.674114358248622e-07,4.9679214033082096e-08,1.6165703712109808e-07,1.894422919012457e-07
4-1A-rep1,4.0328606308769804e-08,0.80808180581793,1.0603527068704406e-07,0.19191674519095445,8.354909864084921e-08,1.5041661128388898e-07,2.851579599442438e-07,4.218184232853145e-07,4.483332269461282e-08,1.4588842138844826e-07,1.7096340129615897e-07
4-1A-rep2,3.1029882631043307e-07,0.7863457874657493,8.158630573490432e-07,0.21364306361829166,6.428485787249349e-07,1.1573446793978028e-06,2.1940797955255572e-06,3.2455810810671987e-06,3.449592903167109e-07,1.1225036040799963e-06,1.3154370463008433e-06
4-1B-rep1,5.3637805501464185e-08,0.7349958168404931,1.4102890592998202e-07,0.24799037141072974,1.1112187384829112e-07,2.0005692431975064e-07,0.00015443255386727203,5.610264429145893e-07,5.962916308752e-08,0.01685802530925256,2.273845417910717e-07
4-1B-rep2,5.662086071994685e-07,0.6447558202494761,1.4887219873173263e-06,0.33578676309436334,1.1730189338062767e-06,2.1118304789073333e-06,4.003582223885617e-06,0.0004705535052263319,6.29454263920865e-07,0.01897449002958883,2.4003048503298212e-06
4-1C-rep1,4.45524836953186e-07,0.8996778300252826,1.1714103463540521e-06,0.08470731313466794,9.229973945679221e-07,1.6617072185490462e-06,3.150244088212772e-06,0.003477841272952519,4.95290083437457e-07,0.012127279698019945,1.8886951089819795e-06
4-1C-rep2,1.356370868617163e-07,0.9113569438442471,3.5662812422696185e-07,0.07977097207965682,2.8100044575809323e-07,5.058957607895628e-07,9.590709553941702e-07,1.4187007029444676e-06,1.5078778666611587e-07,0.008867701354512146,5.750007211813548e-07
4-2A-rep1,4.257069783628807e-07,1.920293945315531e-06,1.1193036113984328e-06,0.13689125752824433,8.81940577242406e-07,0.019739042428725165,0.8186707082269421,4.452696555386209e-06,4.7325856460705917e-07,1.5399917014712592e-06,0.02468817862415469
4-2A-rep2,7.834708842704975e-07,3.5341079001838252e-06,2.0599657387856343e-06,0.0422365567927455,1.6231229438225017e-06,0.015754384310823433,0.9399499336982495,8.194740243752637e-06,8.709847969304733e-07,2.834199863861379e-06,0.002039224605809813
4-2B-rep1,3.633788806769018e-07,1.639142179681575e-06,9.554254783694689e-07,0.2733981216056112,7.528149550527315e-07,0.07584075624804919,0.6331572009916128,3.800773707098852e-06,4.0396840131447893e-07,1.3145202901873262e-06,0.017594691130834523
4-2B-rep2,1.009282833642237e-06,4.55270834884459e-06,2.653688988051371e-06,0.26091240131919363,2.090939378833777e-06,0.09731941286544787,0.6400818342941328,1.0556627974602813e-05,1.1220200029817482e-06,3.6510728441043755e-06,0.0016607151808546757
4-2C-rep1,3.5909574471550276e-07,0.15475471331033197,9.441639069286131e-07,0.04381664997543677,7.439415477697906e-07,1.3393461860055551e-06,0.15804616172678443,0.19021598418153612,3.992068378914318e-07,1.2990260789761463e-06,0.45316140602560845
4-2C-rep2,3.0693811400320555e-07,0.14000115893660253,8.07026797636278e-07,9.114765134526313e-05,6.358861639588433e-07,1.1448099800113947e-06,0.18592690817894414,0.1625876560698318,3.412231855230046e-07,1.1103462533030234e-06,0.5113887829327819
4-3A-rep1,2.881411464472513e-07,1.2997571734595238e-06,0.06348727403176152,0.17821036664763404,0.7039482337812245,1.0747015279480514e-06,0.05434586493758798,3.0138220782395804e-06,3.203265915355004e-07,1.042348368560061e-06,1.2215049057939892e-06
4-3B-rep1,6.205590192928131e-07,0.05415105207770459,1.631624536791667e-06,0.3025827513815097,0.6014882258449962,0.007471039074692743,0.03429262322606484,6.490758075531432e-06,6.89875631952029e-07,2.2448674523945814e-06,2.6307103159237427e-06
4-3B-rep2,2.951787769401822e-07,0.02398150115251016,7.761081866872376e-07,0.2352467266853098,0.6798424581601651,0.02478868371957009,0.03605308295460366,8.382874436469599e-05,3.281503272847421e-07,1.067806942433605e-06,1.2513392431604998e-06
4-3C-rep1,3.923338129056617e-07,1.7697531019167116e-06,1.0315561547706e-06,0.15867660308899378,0.8351376460621287,1.463316688345958e-06,2.7741377633721123e-06,4.103628801211357e-06,4.361576074148232e-07,0.006172116760358277,1.6632045894245747e-06
4-4B-rep1,6.820282909805279e-08,3.0765170980763166e-07,1.7932445742518988e-07,1.5975935728244304e-06,1.412963505921863e-07,2.543811793137133e-07,0.999996126506343,7.133698004208563e-07,7.582110381467842e-08,2.467232067272638e-07,2.8912944700715187e-07
4-4C-rep1,6.272131129890631e-07,0.20716618715442378,1.6491200242592169e-06,0.13057478747407864,0.02504962259362713,2.3393635348146924e-06,0.5740571020437493,0.06314205990713294,6.972729897392058e-07,2.2689385848727114e-06,2.658918741529734e-06
4-4C-rep2,8.407685759305801e-07,0.24136617682129657,2.2106175167916214e-06,0.10695967397591476,1.741827033315428e-06,3.1358772752322443e-06,0.6009396372424225,0.05071904247785983,9.34682656464347e-07,3.041473820255795e-06,3.564235628265741e-06
4-5A-rep1,6.948671038222696e-07,3.1344308646296573e-06,1.8270014312221416e-06,0.11453314848757243,1.4395617779358605e-06,2.5916976711111233e-06,4.913308539383736e-06,7.267986001871925e-06,0.8854395232611432,2.5136763734220455e-06,2.9457215210641446e-06
4-5A-rep2,3.8672523935551015e-08,1.7444537519468545e-07,1.0168096343973138e-07,0.05924959725168082,8.011817944423567e-08,1.442397973201398e-07,2.734480320724245e-07,4.0449657362472154e-07,0.9407488818064784,1.3989755621278794e-07,1.63942839435321e-07
4-5B-rep1,3.6704541897459166e-07,1.6556813290288512e-06,9.650658407936822e-07,0.25301471501297385,7.604109519874813e-07,1.3689966790999046e-06,2.595327050985005e-06,3.839123988579084e-06,0.7469708495512611,1.327783964119295e-06,1.5560005415913444e-06
4-5B-rep2,1.987718389238535e-07,8.966269715676149e-07,5.226271789280502e-07,0.20710294046358627,4.117972203185372e-07,7.413741551264905e-07,1.4054879964836785e-06,2.0790607799940125e-06,0.7928892420894047,7.190555898474957e-07,8.426452777497647e-07
4-5C-rep1,3.4273454732921707e-07,1.546018997897973e-06,9.011457083740625e-07,0.0704138372630197,7.10045923312966e-07,0.8926363120873194,2.42342826257203e-06,3.5848436033946943e-06,0.036937649652580264,1.2398395739817752e-06,1.4529404637610877e-06
4-5C-rep2,1.1008393286053612e-07,4.965704592430081e-07,1.5345268621503855e-05,0.05718460934145242,2.280617707172662e-07,0.9035156410898875,7.783881614159146e-07,1.1514266233936279e-06,0.0392807748670284,3.9822777564627027e-07,4.666742868771693e-07
4-6A-rep1,5.923071579546414e-07,0.0035670217343950947,0.7391991289912291,0.2342078665830406,1.2270875116969285e-06,2.2091721904943272e-06,4.188121442371529e-06,0.0230124539250775,6.584680299535869e-07,2.1426665625261183e-06,2.510943362651397e-06
4-6A-rep2,3.216561497927487e-07,1.4509378241716385e-06,0.7713544953149252,0.20597752353776985,0.014166052209054257,1.1997049359954468e-06,2.2743858485006563e-06,0.008493797495947981,3.575852299470381e-07,1.1635886339306975e-06,1.3635836804119056e-06
4-6B-rep1,4.874650653268295e-07,2.1988744866240395e-06,0.596622483221082,0.3175560360593762,1.0098853036263438e-06,1.818134816868109e-06,0.08580649589576839,5.098657357224909e-06,5.419150468236185e-07,1.7634011033771647e-06,2.0664905933832474e-06
4-6B-rep2,1.9121863247689342e-07,8.625557034300936e-07,0.6978500760157489,0.21586605826787186,3.961491816618049e-07,7.132023976057675e-07,0.08627798759769198,2.000057761396954e-06,2.1257780617117106e-07,6.917319239481254e-07,8.106252804560925e-07
4-6C-rep1,3.3605548637345724e-07,1.5158908558527984e-06,0.6584874632243828,0.08806959350108888,6.962088589138506e-07,0.12602695323479035,0.1274069130035032,3.5149837391629753e-06,3.7359297637319874e-07,1.2156781226354855e-06,1.4246261954792018e-06
4-7A-rep1,2.514218471695091e-07,0.18431095616153978,6.610588875087947e-07,0.3442113592341938,5.208726666327144e-07,9.377468183359846e-07,0.10542974686808668,2.6297553240628904e-06,2.795057364572259e-07,9.095165874391029e-07,0.36604174785831206
