,16_1,16_2,16_3,16_4,16_5,16_6,16_7,16_8,16_9,16_10,16_11,16_12,16_13,16_14,16_15,16_16
4-8A-rep1,0.00028595140090716353,6.076608959751932e-07,1.2148730443269783e-06,4.63331589256955e-06,3.636620771939206e-06,1.547270229289866e-06,1.5948067393121218e-06,0.6505377793298185,8.676355714422655e-07,1.9244951283376515e-06,0.2885101088200936,0.060644048312284995,6.109636859324911e-07,7.087561979194487e-07,3.7244166708918287e-06,1.0413220678093173e-06
4-8A-rep2,0.00190849246976755,7.182937505516423e-07,1.4360570529279885e-06,5.47687348652459e-06,0.00011647584251834697,1.8289716245932144e-06,1.8851627968377682e-06,0.645582109780448,1.0256003189461844e-06,2.274875399763174e-06,0.2887627212320284,0.06360836144243881,7.221978579270307e-07,8.377948145129055e-07,4.4024969137740356e-06,1.2309087824691637e-06
4-8B-rep1,7.345452421663874e-07,3.561796684911363e-07,7.120963041282576e-07,2.7158122722076657e-06,2.131600683138519e-06,9.069304952562998e-07,9.347939607073397e-07,1.3636663884157445e-06,5.085634969343816e-07,1.1280403945099253e-06,0.030436289527714832,0.9695486512594756,3.5811559466291725e-07,4.154365523403584e-07,2.1830621386821436e-06,6.103696179257987e-07
4-8B-rep2,8.451507877028754e-08,4.0981209884529526e-08,8.193215581647978e-08,3.1247508653653843e-07,2.452570506221358e-07,1.043493277823174e-07,1.0755523375274149e-07,1.5690030459314303e-07,5.851414117983781e-08,1.2978972202841822e-07,2.0272865234949163e-05,0.9999779944565259,4.120395307788134e-08,4.779917005731404e-08,2.511780868214526e-07,7.022771828982072e-08
4-8C-rep1,1.6448043029288174e-06,7.975626519915247e-07,1.5945363170217843e-06,6.08128601867958e-06,4.77311100050398e-06,2.0308118485056146e-06,0.0021195567929032273,0.5336038779142414,1.1387827189556802e-06,2.525924324681915e-06,0.2302016214719384,0.17762219295299198,8.018976058033644e-07,9.302515211562043e-07,0.056429065151161036,1.3667484537514195e-06
4-8C-rep2,1.4080402022905046e-06,6.827561648822475e-07,1.365008125514415e-06,5.205905152777669e-06,4.086037570996986e-06,1.7384832474550918e-06,1.79189436126816e-06,0.6220654785954114,9.748587397954295e-07,2.162325931882943e-06,0.1710478372617329,0.19001333969196155,6.864671165324066e-07,7.96344913311257e-07,0.016851276319801076,1.1700095664108118e-06
4-9A-rep1,0.9998453801479799,6.780567127786564e-07,1.3556126917756746e-06,5.170072591784923e-06,4.057913126508542e-06,1.7265171617944523e-06,1.7795606436708579e-06,2.5960020474299824e-06,9.681487279477504e-07,2.147442511312161e-06,0.00012363925082092126,3.7108329849101538e-06,6.817421217234756e-07,7.908636229611507e-07,4.155879935025529e-06,1.1619563195843415e-06
4-9B-rep1,0.7979133275272389,8.583998086464059e-07,0.018769797149621643,6.54515948273627e-06,5.137198387173488e-06,2.1857198275284813e-06,2.2528713118137038e-06,3.2864620595342626e-06,1.2256477476728405e-06,2.7185989107540344e-06,0.18327937096106084,4.697805160149601e-06,8.630654277213244e-07,1.00121003128667e-06,5.261221478604975e-06,1.4710024450598984e-06
4-9C-rep1,0.8868539971833923,1.5768940197436834e-07,3.152623529069775e-07,1.202356144844732e-06,0.007512061393199929,4.0152018792965604e-07,4.1385602175902945e-07,6.037282762173629e-07,2.2515342899077303e-07,4.994109179974918e-07,0.10562768026191231,8.629942351271444e-07,1.5854648357475246e-07,1.8392386565566905e-07,9.664947035859223e-07,2.702254748053877e-07
5-10A-rep1,0.021977450789048385,4.4673125218280625e-07,8.93132600649499e-07,3.4062534287718757e-06,2.673517683831224e-06,1.1374995027227444e-06,0.8489231120017049,1.7103513960728241e-06,6.37855632699082e-07,1.41482218815852e-06,0.10208046213661529,0.027002181090458738,4.491593490096601e-07,5.210530180336071e-07,2.738062189056753e-06,7.65543931424931e-07
5-10B-rep1,0.0326800060142178,4.008652568944879e-07,8.014344813594913e-07,3.056532644852021e-06,2.399027038973317e-06,1.020712180193994e-06,0.7911877727138337,0.006574932887198399,5.723668554956647e-07,1.269562084911182e-06,0.16954155955942432,2.193834217336536e-06,4.0304406048950283e-07,4.6755639080343073e-07,2.4569447457420645e-06,6.86945368686884e-07
5-10B-rep2,0.002442255543855676,7.104043300681099e-07,1.4202840381687896e-06,5.416717933400093e-06,0.00033708656754700706,1.8088830101680108e-06,0.807126899890483,0.04915136461720572,1.0143355791959117e-06,2.249889175725178e-06,0.14058593554810012,3.887863317268412e-06,7.142655564568912e-07,8.28592847259899e-07,0.00033718920799530853,1.2173890254695877e-06
5-10C-rep1,8.826181222897203e-07,4.2797994208532533e-07,8.556438279900586e-07,3.2632777269345383e-06,2.561298180728039e-06,0.01985207588161509,0.7606882381275464,1.6385602929281148e-06,6.110819769323908e-07,1.3554357685755427e-06,0.19865473898876412,0.0019406540028488453,4.30306120820878e-07,4.991820907800593e-07,2.6231334641862102e-06,0.018849144481711277
5-11A-rep1,1.2863768735381985e-06,6.237618353094088e-07,1.2470630327153064e-06,4.7560829466890976e-06,3.732978807841078e-06,1.5882676083551316e-06,0.08523881706014357,0.6900825973805714,8.906249521849251e-07,0.04413048124585192,0.18052431876402913,3.413690845576582e-06,6.271521379256392e-07,7.275358176399781e-07,3.823100998401721e-06,1.0689135477814994e-06
5-11B-rep1,0.03695121004447657,0.0031928333019276283,0.013721390206577538,0.05237223426510269,0.02499840291451349,1.1074442738268917e-06,1.141468088688258e-06,0.6413341215448953,6.210020894690481e-07,1.377439486354913e-06,0.09068908137186307,0.03403198845157449,4.372915749905202e-07,5.072856557742039e-07,2.6657165874752125e-06,0.10270088025131267
5-11C-rep1,0.007884273626158312,5.486675908818366e-07,1.0969299997302728e-06,4.183501497971067e-06,3.283568139905754e-06,0.0024006142227197495,1.4399787404062617e-06,0.6264548398069674,7.834032466128069e-07,0.12296161739306948,0.24027882151641755,3.002719028695969e-06,5.516497373735097e-07,6.399482971682107e-07,3.36284058393942e-06,9.402278047859685e-07
5-11C-rep2,1.010003780717547e-06,4.897490190390235e-07,0.012697475240568508,3.7342569323014163e-06,2.930962758128294e-06,1.2470344595185729e-06,1.2853468790047348e-06,0.7142945082846467,7.718419391842542e-05,0.14532289201350732,0.12758965801830668,2.6802725788671024e-06,4.924109282591038e-07,5.712275628857453e-07,3.001722544832508e-06,8.392616088860852e-07
5-12A-rep1,0.023742611968599177,2.8152819367826525e-07,0.017147585509098773,0.00479451960688822,1.684839823984163e-06,7.168474977891518e-07,0.029898111715226768,0.05728972023276335,4.01973990455891e-07,8.916151110135586e-07,0.5273002982946198,0.006244815650092079,2.8305837028981863e-07,0.04049368187937894,0.25628376420454885,0.036800631075796834
5-12A-rep2,0.02361298545018016,4.680889632125298e-07,9.358322503890065e-07,0.0224459535468343,0.012503282573226356,1.1918820549997567e-06,0.03333584513394367,0.09876290412223805,6.683507821100611e-07,1.4824632213423045e-06,0.45558534475859863,2.5617325687157885e-06,4.706331445759517e-07,0.047005279506954774,0.25659169437154533,0.050148931553493384
5-12B-rep1,0.07177940502126078,0.010625062645157772,1.0709600426527294e-06,4.0844565686110695e-06,3.2058292471090307e-06,1.3639816921557942e-06,0.019326332890651016,0.11770842445876056,7.648560752400252e-07,1.6965207964353646e-06,0.36852615583902015,8.658932193051569e-05,5.385893597696966e-07,0.41193110343673917,3.2832249059608778e-06,9.17967792078313e-07
5-12B-rep2,0.05689527027284421,5.310574041169818e-07,0.032843763371880316,4.049226676686449e-06,3.178177828613756e-06,1.3522168644988924e-06,0.013271172204925566,0.10972651371176163,7.582589193109664e-07,1.6818877006238908e-06,0.2994132749094383,2.906342928163529e-06,5.339438348099613e-07,0.4878308494610777,3.254905922356026e-06,9.100499930854842e-07
5-12C-rep1,0.14480221153894077,5.232461239631419e-07,1.0461058392300172e-06,3.989666930917361e-06,3.131430269488197e-06,1.3323272166463958e-06,0.3941186767746782,0.12388378478595911,7.471057505537503e-07,1.6571489512626698e-06,0.08001386852237334,2.8635937664740035e-06,5.260900983818794e-07,0.2140153766057768,0.04314936839318313,8.966641417728362e-07
5-12C-rep2,0.11778100399861335,4.253643228360894e-07,0.029495704496836802,6.967318559062869e-05,2.5456446882024253e-06,0.015744957907687162,0.408943282429383,0.11465955229858128,6.073473211119859e-07,1.3471519600631283e-06,0.05322144365922142,2.3279114121821257e-06,4.2767628502250143e-07,0.23064494066690228,0.02943103133284143,7.289283532341516e-07
5-1A-rep1,5.311965917480705e-07,2.57576273170648e-07,0.952273303012264,1.963977356343034e-06,1.5414966333612906e-06,0.047547922174382376,6.76009233209272e-07,9.861542846175844e-07,3.677747547071181e-07,8.157580752283864e-07,0.0001676457063792798,1.409649831051648e-06,2.5897626506399007e-07,3.00428711565706e-07,1.5787116995300482e-06,4.413972647791153e-07
5-1A-rep2,2.8119363757359637e-07,1.3635028976212919e-07,0.9465421254329357,1.039648871098539e-06,8.160049450164573e-07,0.04622973150706815,3.5785149655027566e-07,5.220295363489848e-07,1.946848355022551e-07,0.00721911505549642,3.568541585972233e-06,7.462106682461754e-07,1.3709138791520075e-07,1.5903460893584793e-07,8.357050710923755e-07,2.3365756562899888e-07
5-1B-rep1,0.013501978161223407,2.542725017314606e-07,0.6585140612982181,1.938786634320287e-06,1.5217248100942904e-06,6.474470788921818e-07,6.673384811644043e-07,9.735054939504663e-07,3.6305753554830775e-07,8.052948512790261e-07,0.32797285111593427,1.3915691251164457e-06,2.5565453679525703e-07,2.9657529842106793e-07,1.5584625416421128e-06,4.357357352493881e-07
5-1B-rep2,0.005846916537197885,2.1765211166251429e-07,0.7124876964883486,1.6595620924378492e-06,1.3025656177168975e-06,5.54201586687635e-07,5.712282241690645e-07,8.333009862668997e-07,3.10769897369915e-07,6.893160829358536e-07,0.2816558775319761,1.1911549874387286e-06,2.188351056865579e-07,2.5386244886384863e-07,1.334012371866974e-06,3.729809643514173e-07
5-1C-rep1,7.492574247820458e-07,3.633135794145417e-07,0.7869745962516813,2.7702071873264745e-06,0.05810320117045293,9.250953764643899e-07,9.535169183530524e-07,1.3909792178801867e-06,5.187494985705635e-07,1.1506338786538333e-06,0.1548510147904392,5.872760743767904e-05,3.652882801882596e-07,4.237573174510613e-07,2.22678661881205e-06,6.225946910274769e-07
5-1C-rep2,9.413189293791774e-07,4.564438580010028e-07,0.836799023364821,3.480310474722633e-06,0.04990124749453567,1.1622304438296352e-06,0.0001437651255890239,1.7475369944375871e-06,6.517235685084786e-07,1.4455825393747783e-06,0.11313900978039931,2.498001851627836e-06,4.5892474528577154e-07,5.323814902410343e-07,2.7975917577136915e-06,7.821880018948434e-07
5-2A-rep1,3.836457268453247e-07,1.8602912381924582e-07,3.719208681761114e-07,1.4184419329620436e-06,1.1133139886861135e-06,4.736808423462349e-07,4.882336552184097e-07,0.999986960131569,2.656176927277618e-07,5.891643594154784e-07,4.868729400642162e-06,1.0180903688623173e-06,1.8704023894280352e-07,2.169784091319866e-07,1.1401917987694305e-06,3.187900244548906e-07
5-2A-rep2,1.4755357098928087e-06,7.154846152790224e-07,1.430440856883158e-06,5.455454285142345e-06,4.281904975555386e-06,1.8218188006972526e-06,1.877790217996367e-06,0.9999498475020681,1.0215893554241582e-06,2.265978715472962e-06,1.8725567860550948e-05,3.915666433996141e-06,7.193734542969624e-07,8.345183291434325e-07,4.385279432265133e-06,1.2260948894406411e-06
5-2B-rep1,6.015663416009482e-07,2.9169843847183536e-07,5.83181462422376e-07,2.224153339076224e-06,1.7457048948106286e-06,7.427437124343734e-07,7.655628963504944e-07,0.9735576364697407,4.164953562564923e-07,9.238248297709527e-07,7.63429260081429e-06,1.5963918160949213e-06,2.9328389292435226e-07,3.4022771180388454e-07,0.026423704532030003,4.998709364682251e-07
5-2C-rep1,6.298578284093436e-07,3.0541692960631753e-07,0.098638974985289,2.3287546116222616e-06,1.8278048787815541e-06,7.776747291638548e-07,8.015670925384928e-07,0.7882495299035951,4.360830094585143e-07,9.672720377965484e-07,0.03964458946132606,0.049034668848533434,3.070769475119846e-07,3.5622852028451475e-07,0.024422975684952688,5.233797185043921e-07
5-3A-rep1,8.523900832653221e-08,4.133224202598576e-08,8.263396086790269e-08,3.1515164974898895e-07,2.473578453016904e-07,1.0524315127103715e-07,1.08476518022665e-07,1.5824426320421514e-07,5.901535489074841e-08,1.309014599246643e-07,0.089601892399829,2.2620091234224795e-07,4.155689316740397e-08,4.8208602699061986e-08,2.533295992329273e-07,0.91039620470871
5-3B-rep1,3.967872505236466e-07,1.9240142504525092e-07,3.846607647879898e-07,1.4670296975166598e-06,1.1514498028499558e-06,4.899064577254208e-07,5.049577673136115e-07,7.366264265699634e-07,2.7471624629974103e-07,6.093457841985659e-07,5.035504417864435e-06,1.0529643626354048e-06,1.9344717523029362e-07,2.2441085709573576e-07,1.1792482940536798e-06,0.9999861065432701
5-3B-rep2,5.883527454637008e-07,2.8529118943995824e-07,5.70371696007136e-07,2.175299103163273e-06,1.7073599312386053e-06,7.264291104181289e-07,7.48747063697498e-07,1.0922633725796209e-06,4.073469032097908e-07,9.035327233847009e-07,7.466602934280963e-06,1.5613265618146575e-06,2.868418188808666e-07,3.327545018391912e-07,1.7485792965228357e-06,0.9999793989010481
5-3C-rep1,3.469366637167692e-07,1.6822896504728635e-07,3.3633369575803176e-07,1.2827186058981478e-06,1.0067867667393417e-06,4.283567875536585e-07,4.4151711749420897e-07,6.440799559525123e-07,2.40202117971899e-07,5.327902878450229e-07,4.402866020920263e-06,9.206745995575048e-07,1.691433318264636e-07,1.962168743069918e-07,2.7303689168326284e-05,0.999961579459041
5-3C-rep2,4.5887515404270284e-07,2.2250773793553004e-07,4.448511575493616e-07,1.6965854561727119e-06,1.3316247055768869e-06,5.665653343412304e-07,7.008277650821367e-05,8.518911948862464e-07,3.177028991543018e-07,7.046941156006848e-07,5.823442820758045e-06,1.2177286025902759e-06,2.2371712351084368e-07,2.5952589576091694e-07,1.3637730090226986e-06,0.9999144337382849
5-4B-rep1,5.546457062558678e-07,2.6894670667473713e-07,0.03473607019675261,2.0506750698356135e-06,1.6095443799594395e-06,0.057837236510742344,7.058509493725611e-07,0.04044881420864772,3.8400978420500004e-07,0.8036643087124475,0.047427130971174646,1.471877339318313e-06,2.7040849973684974e-07,3.136908208645461e-07,1.648402266058827e-06,0.0158771613487128
5-4C-rep1,7.33892076229849e-07,3.558629495017656e-07,7.114631000413048e-07,0.013729912984903588,2.1297052397041272e-06,9.061240424031546e-07,9.339627313455986e-07,0.09536927537791834,5.081112765214023e-07,0.8102393569445013,0.08064966421119481,1.9475479649880634e-06,3.577971542261006e-07,4.150671414597142e-07,2.1811209351394885e-06,6.098268703586763e-07
5-4C-rep2,9.149057329810763e-07,4.436361465125715e-07,0.02147873863032638,0.013028660450208982,0.00076477231252427,1.1296185202672666e-06,1.1643235905862737e-06,0.09180219360952743,6.334363524810278e-07,0.8097856969614116,0.06312878138481896,2.4279084842784917e-06,4.460474206608687e-07,5.174429859556436e-07,2.7190919653139624e-06,7.6023998335461e-07
5-5A-rep1,0.053150911196980524,0.8876593366961377,8.547868400252208e-07,0.012022110892884855,6.933012665655257e-05,0.009682940762739135,1.1221088652129395e-06,1.6369191586094125e-06,6.104699350025256e-07,1.3540782035434797e-06,0.014700896450759789,2.3398801296835324e-06,4.298751387291755e-07,4.986821245206568e-07,2.6205062100233993e-06,0.022703006567236096
5-5A-rep2,0.041072551995104796,0.8876533486526058,7.664548873473898e-07,0.020119704209431443,2.294318552129838e-06,9.76161941220214e-07,1.0061523921600326e-06,1.4677632253577315e-06,5.473851998558185e-07,1.2141504856647674e-06,0.007493955016112842,2.098081623659616e-06,3.854527065699705e-07,4.471493168523272e-07,2.3497083693255714e-06,0.04364688734804505
5-5B-rep1,0.096545968282506,0.7660991787446528,4.505817834002645e-07,1.718441073064819e-06,1.3487788544016722e-06,0.05895562977199476,5.91494615946562e-07,0.07838468943690202,3.2179558592358017e-07,7.137720695349562e-07,5.898461108118999e-06,1.2334155281854133e-06,2.265990742701572e-07,2.6286913940991474e-07,1.3813412961399507e-06,3.8621381600206924e-07
5-5B-rep2,0.06965981086427903,0.808735168292347,9.426543537410325e-07,3.5951208389908745e-06,2.8217569066837517e-06,0.030633417074880903,1.2374556528422655e-06,0.09094119793238704,6.732229780715349e-07,1.4932701980278914e-06,1.234006843770077e-05,2.5804072877551944e-06,4.740640029929933e-07,5.499439787799666e-07,2.889880227696398e-06,8.079912427482192e-07
5-5C-rep1,0.06023198184437858,0.49704633087903116,1.0294495407300827e-06,3.926142686214176e-06,3.0815710340797448e-06,1.3111136462906625e-06,1.3513947593162893e-06,0.2751824894749563,7.352101890096141e-07,1.630763506734991e-06,0.1388099620232168,2.8179990754128677e-06,5.177135905870674e-07,6.005802382766502e-07,0.02871135145286775,8.823872827405332e-07
5-6A-rep1,0.03100353327788533,1.2816039858762264e-07,2.5622615281905564e-07,9.772022776307156e-07,7.669915420438428e-07,3.263312986271981e-07,3.3635711748812666e-07,4.906737900573201e-07,1.8299107512322123e-07,0.7548069130270195,0.19426915707822767,0.019915648212766597,1.288569826202338e-07,1.4948218229680637e-07,7.855083784548304e-07,2.1962290506509354e-07
5-6B-rep1,4.191952347710948e-07,2.0326701635623897e-07,4.063839233486679e-07,1.5498780710697637e-06,1.2164762597483018e-06,5.175732140865358e-07,6.40225684327133e-05,7.782263351886254e-07,2.9023044770484857e-07,0.9897956177860509,5.319877223504111e-06,0.01012762290735008,2.043718237656312e-07,2.3708413463709145e-07,1.245844630408016e-06,3.4832985171741254e-07
5-6B-rep2,9.630815870393218e-07,4.6699653160898244e-07,9.336481939247665e-07,3.5607729014820267e-06,2.7947977210995645e-06,1.1891004264485372e-06,1.2256329488672506e-06,1.787938869053521e-06,6.667909770857732e-07,0.9855264952726578,1.2222170898637238e-05,0.014443017029871899,4.695347753316032e-07,5.44689790600355e-07,2.862270189003837e-06,8.002716600258198e-07
5-6C-rep1,0.036838436623000174,4.130977392312668e-07,8.258904125451065e-07,3.1498033410445366e-06,2.47223382198824e-06,1.0518594135857981e-06,0.03167753616477,0.12870732846344762,5.89832742921901e-07,0.14135183031622076,0.04478363777219777,2.260779500949513e-06,4.153430294474916e-07,4.818239662382768e-07,0.6166288620887537,7.079076420300342e-07
5-6C-rep2,0.02958437233455499,7.229977716521514e-07,1.4454616212864354e-06,5.512740885378672e-06,4.326868376541558e-06,1.8409493441650629e-06,0.03410124924123012,0.11743099919555618,1.0323168545380734e-06,0.13425437325080466,0.015036186374869661,3.956784039595743e-06,7.269274465665283e-07,8.432814339946135e-07,0.6695711723053517,1.2389698589870785e-06
5-7A-rep1,0.7647594180537507,6.077507351846738e-05,0.0210159341579636,2.9483692937825914e-06,2.314131232518062e-06,0.047285097031356395,1.0148410617212877e-06,1.48043815388612e-06,5.52112166825562e-07,0.10815683814689601,0.0346730582371822,0.024036696980039886,3.8878129896310496e-07,4.5101069281181796e-07,2.369999370714095e-06,6.626360215565851e-07
5-7A-rep2,0.7242124670469887,7.935103344116448e-07,0.013633207133848066,6.05038775359628e-06,4.74885941152879e-06,0.05465242711477617,2.082568810031127e-06,0.00012696185131943043,1.1329967042518014e-06,0.09740663917723688,0.09618565548801127,0.013759887205182475,7.978232628572065e-07,9.255250277785638e-07,4.863507159309339e-06,1.3598041732330415e-06
5-7B-rep1,4.0643506096029545e-07,1.9707963099599142e-07,3.9401372191096505e-07,1.5027002600357335e-06,1.1794470971444483e-06,0.7485583863164663,5.172357243576592e-07,0.15684673041837005,2.8139592228396144e-07,6.241619170469891e-07,0.047157441114817567,1.0785670012127444e-06,1.9815080840818436e-07,2.2986736661394301e-07,0.04743049536903669,3.3772679833625654e-07
5-7B-rep2,6.213520326958372e-07,3.0129248454347167e-07,6.023624695196928e-07,2.297306386165783e-06,1.8031216340843675e-06,0.7669703207257833,7.907424815988781e-07,0.15428907782642634,4.301940090757572e-07,9.542096958174669e-07,0.04000323020387593,1.6488976049919594e-06,3.0293008505183176e-07,3.514178997219081e-07,0.03872675110529491,5.163118362531967e-07
5-7C-rep1,5.23281942567621e-07,2.5373847399982775e-07,5.072895662906649e-07,1.934714759377476e-06,1.518528855978252e-06,0.9999818886139044,6.659369247518911e-07,9.714609200105935e-07,3.62295035510589e-07,8.036035563895052e-07,6.640809476893479e-06,1.3886465263366492e-06,2.551176064884534e-07,2.9595242558662596e-07,1.5551894302742669e-06,4.3482059513513247e-07
5-7C-rep2,6.533550170758609e-07,3.1681067418361615e-07,6.333873888709873e-07,2.4156300682717396e-06,1.8959921333414812e-06,0.9981962200991891,8.314699886409575e-07,1.2129385983924576e-06,4.5235132317208145e-07,0.0017821698935918742,8.291526682315425e-06,1.7338247340911697e-06,3.185326199596056e-07,3.6951781887219476e-07,1.941765488385332e-06,5.429046834016037e-07
5-8A-rep1,5.294501784586228e-07,2.567294405036098e-07,5.132692905184323e-07,1.957520394441218e-06,1.5364286599443646e-06,6.537031145240842e-07,6.737867198742732e-07,0.9701120768660332,3.665656228543887e-07,8.130761100846251e-07,0.014159852505983825,1.4050153299334937e-06,2.581248296482038e-07,2.994409930777477e-07,0.01571836757121467,4.399460844419084e-07
5-8A-rep2,8.74204151629316e-07,4.239000228257869e-07,8.474870024245609e-07,3.2321690035152324e-06,2.536881406133285e-06,1.0793649712493763e-06,1.1125261106561733e-06,0.9999702863701551,6.052565517624743e-07,1.3425144422387675e-06,1.1094254822541256e-05,2.3198976683821898e-06,4.262040261729836e-07,4.944234036876998e-07,2.598127215788851e-06,7.264190459466152e-07
5-8B-rep1,1.0725984728836666e-06,5.201010728339386e-07,0.036795986043006844,0.003983992982280773,3.112608327281572e-06,1.324319059442202e-06,1.3650058800441416e-06,0.9015187862890909,7.426151567838119e-07,1.6471884031730794e-06,1.3612015864099627e-05,0.053205252071190014,5.229279531079755e-07,6.066292258678715e-07,0.0003280879408480527,0.004143368664167944
5-8C-rep1,1.1620802114896572e-06,5.634906071513808e-07,0.05816996098960702,4.296524595742196e-06,0.05465215620813459,0.029217853906448505,1.4788817641159976e-06,0.6784918902240531,8.045679723285933e-07,1.7846054197489915e-06,0.13914474340303523,0.02314741584414453,5.665533204683938e-07,6.572373883743185e-07,3.4536923884126914e-06,0.01716121179090916
5-9A-rep1,0.8275862365981741,2.4552683302260276e-07,4.908723484986404e-07,1.8721023271873274e-06,1.4693852886576017e-06,6.251782231568935e-07,6.443854633068146e-07,9.400219026129515e-07,3.505702201424397e-07,7.775968425117498e-07,0.1724025452120282,1.3437062910668694e-06,2.4686133317511437e-07,2.8637463067461775e-07,1.5048594308395102e-06,4.2074866287957936e-07
5-9A-rep2,0.9164375658536562,4.089294246501372e-07,8.175568616149242e-07,3.1180206176178747e-06,2.447288034806417e-06,1.0412457487927951e-06,1.0732357580595264e-06,1.5656236471663126e-06,5.83881104388792e-07,1.2951017430702588e-06,0.0833521604876333,0.000193827526084595,4.111520590271784e-07,4.769621776752454e-07,2.5063708665027376e-06,7.007645824919744e-07
5-9B-rep1,0.8380721817019839,1.839555109001043e-07,3.677751736670212e-07,1.4026309703726585e-06,1.1009041991724909e-06,4.6840085879272763e-07,4.827914556625795e-07,7.042904729542725e-07,2.6265692901568835e-07,5.825971144481328e-07,0.1619194133191784,1.006742009538872e-06,1.8495535541538355e-07,2.14559813467428e-07,1.1274824100689558e-06,3.152365641168986e-07
5-9B-rep2,0.8921403761223038,3.100607104278495e-07,6.19892446097181e-07,2.3641626881078878e-06,1.8555961516901296e-06,7.894990605698977e-07,4.923644991831411e-05,9.803248618077046e-05,4.427135322606711e-07,9.819791443872463e-07,0.10770018903130482,1.6968838887609892e-06,3.117459684514225e-07,3.616448774350901e-07,1.9003942602770168e-06,5.31337563874334e-07
5-9C-rep1,0.9924647295437022,2.765670173380158e-07,5.529297944615213e-07,2.1087787041756576e-06,1.6551490588687768e-06,7.042149909018917e-07,7.258504637101514e-07,1.0588620829648284e-06,3.9489028127284374e-07,8.759027955414373e-07,7.23827506638077e-06,0.007516909338088062,2.780702287071099e-07,3.22578907046236e-07,1.6951079406541005e-06,4.739408776997144e-07
5-9C-rep2,0.9918028296141587,5.277310389834137e-07,1.055072357234243e-06,4.0238636814041605e-06,3.1582707906261056e-06,1.3437470324313575e-06,1.3850307352166603e-06,2.020466477028318e-06,7.535094402304387e-07,1.6713529212148086e-06,1.3811706319847557e-05,0.008162134639052037,5.305993900444304e-07,6.155285738992723e-07,3.2345182853713357e-06,9.043497457236443e-07
