,19_1,19_2,19_3,19_4,19_5,19_6,19_7,19_8,19_9,19_10,19_11,19_12,19_13,19_14,19_15,19_16,19_17,19_18,19_19
2-9C-rep2,1.3958620300437205e-07,4.316694040281365e-07,3.752715424197273e-07,3.042998850122604e-07,9.187473804291974e-07,7.741838692701487e-07,2.480278997138347e-07,1.5987675298133237e-07,2.4804071709651067e-07,6.213757310474238e-07,3.148182258220458e-06,3.204339887025283e-07,0.9999902045492499,1.196513310351323e-07,6.439409762946624e-07,6.073946248270488e-07,1.0312455997557593e-07,3.478836472665976e-07,2.837599787476898e-07
3-10A-rep2,4.632427579898824e-07,1.4325751468114617e-06,1.2454083610268174e-06,1.0098757252152516e-06,0.014041270241468909,2.5692730590339884e-06,8.231266833605038e-07,5.305807192650683e-07,8.231692202271369e-07,0.1336427555671654,1.0447827941184006e-05,0.8418184639661889,1.9948883503793543e-06,3.970851802891939e-07,2.1370378119110645e-06,0.0030951831366620394,3.422380188827298e-07,1.154516540680675e-06,0.007376956242998596
3-10B-rep1,7.522461319236897e-07,2.3263161577638104e-06,0.0006459842387104371,1.639907143531418e-06,0.05847668786266176,4.172166077459273e-06,1.3366509307731875e-06,8.615942437445596e-07,1.3367200051253214e-06,3.348665413135702e-06,0.06338281265827463,0.6874954055248678,3.2394398386369914e-06,6.44814809869712e-07,3.470272119871704e-06,0.18997202117219492,5.557501363192018e-07,1.8747850602942944e-06,1.5292152219443369e-06
3-10B-rep2,5.011625361748343e-07,1.5498418085420958e-06,1.347354064408656e-06,1.0925413747781233e-06,0.10262517579795273,2.779586685776685e-06,8.905055699438255e-07,5.740125977709445e-07,8.905515887613786e-07,2.230952849111203e-06,0.10031646561830622,0.6234547956011718,2.1581844245120058e-06,4.295894811064054e-07,2.3119698500332716e-06,0.1735841686589286,3.702526819047773e-07,1.2490220896145351e-06,1.0187960382420824e-06
3-10C-rep1,6.333214816499503e-07,1.958542468079654e-06,1.7026577423191299e-06,1.3806497339557118e-06,4.1684811228600085e-06,3.512576920946154e-06,1.12533612603798e-06,7.253824511320013e-07,1.1253942802366937e-06,2.819265730983094e-06,0.05433833139004271,0.9212332082053803,2.7273079265624954e-06,5.42874271393321e-07,2.9216473005521725e-06,0.024399783224385203,4.6789007589944454e-07,1.5783951578779561e-06,1.2874574012720764e-06
3-10C-rep2,4.757705476377143e-07,1.4713172529413925e-06,1.279088788197005e-06,1.0371864827775418e-06,3.1314910422330466e-06,2.638755661570696e-06,8.453870592968786e-07,5.449295752968193e-07,8.454307465169889e-07,2.117919002639238e-06,0.077476215905642,0.8965968852682952,2.04883747574271e-06,4.0782382547065414e-07,2.1948311820508507e-06,0.025905355647566877,3.514933948947757e-07,1.185738918401917e-06,9.671775403348854e-07
3-11A-rep2,6.063015112853875e-07,1.874983389509665e-06,1.6300157065261854e-06,1.3217458186832716e-06,0.48020653383051287,0.10235522341453611,1.0773248874226373e-06,6.944347998988575e-07,0.33871722490305445,2.6989848330376564e-06,0.021812752165242325,1.391825319666175e-06,0.0004178314805225798,5.197131326198241e-07,0.03228619322258345,2.6382570128920694e-06,4.479280560548947e-07,1.5110546497393039e-06,0.02418782841443098
3-11B-rep2,5.457928026519138e-07,1.6878606106666467e-06,1.4673406288324514e-06,1.189835983161564e-06,0.22315123507818954,0.47610739880318087,9.69808187392572e-07,6.251304155456969e-07,0.24183769486710452,2.4296269577418965e-06,1.2309635056978779e-05,1.2529215710051715e-06,2.3503782519034673e-06,4.6784591815747953e-07,0.05887312711519693,2.3749597557982086e-06,4.0322497066240884e-07,1.3602518497652592e-06,1.1095233679814203e-06
3-12A-rep2,6.515989903519526e-08,2.0150655421277764e-07,0.9960907033432138,1.4204949598922296e-07,4.288782505656491e-07,3.6139490630560143e-07,1.1578130614211782e-07,7.46316817716732e-08,1.1578728939363611e-07,0.003904908706800432,1.4695953731445287e-06,1.4958101805124441e-07,2.806017390563178e-07,5.5854149492351674e-08,3.0059653530851503e-07,2.835364210530977e-07,4.813932732196318e-08,1.6239472701451003e-07,1.3246131184505028e-07
3-12B-rep2,5.803372171502389e-07,1.7946889826550002e-06,0.4474186271007509,1.26514329243286e-06,0.012225072068859612,0.08505518612362173,1.031189458538656e-06,6.646962802569856e-07,0.11237693678380699,2.583403336427615e-06,0.3203490033844327,1.332221704448482e-06,0.007057043164815652,4.974569046704119e-07,0.010038014496002749,0.0054673129019092446,4.2874595674899287e-07,1.4463451501754012e-06,1.179747517022777e-06
3-12C-rep2,1.5114119826023745e-07,4.674031499735802e-07,0.470805581440026,3.2948993712340577e-07,9.948016135389385e-07,0.16708828554174868,2.685597369787674e-07,1.731114071409888e-07,2.6857361538891466e-07,6.728134338420044e-07,0.36209952922638866,3.469596276237315e-07,6.508678451446169e-07,1.2955611053848786e-07,6.972466380720596e-07,6.576749667036372e-07,1.1166124752515892e-07,3.766815786325849e-07,3.0724973015335937e-07
3-1A-rep1,7.026540594540544e-07,2.172953003621584e-06,1.889055415244347e-06,1.5317957283254536e-06,0.0006061332845927236,3.897114663184001e-06,0.21329614877291744,8.047933612116929e-07,1.24859630125693e-06,0.13329740284273725,1.584743331381076e-05,0.008182128080630959,3.0258787069527593e-06,0.5950127718441912,3.2414932944918604e-06,0.04956735470450682,5.191121266761726e-07,1.7511892415463213e-06,1.4284012079002925e-06
3-1A-rep2,3.7478203128884234e-07,1.1590109380784699e-06,1.0075854771159377e-06,8.17030097324762e-07,2.466791144593083e-06,2.078645287794195e-06,0.5701207879869539,4.2926115152176945e-07,6.659770220475133e-07,0.3117871127089338,0.0420375669438253,0.02399916374211563,0.04511072433292321,3.2125788886424563e-07,0.006931720303636687,1.630824439572123e-06,2.768843283329646e-07,9.340503371286834e-07,7.618814678282132e-07
3-1B-rep1,5.206400181259417e-07,1.61007579187883e-06,1.39971844238386e-06,1.135002559268289e-06,3.4268190014799426e-06,0.023268164754466438,0.09038786388949137,5.963213682910369e-07,9.251625208334811e-07,0.16811845821931304,1.1742347257144959e-05,1.1951808566712482e-06,2.2420614008247948e-06,0.7181933118754282,2.4018236355321505e-06,2.265510069570768e-06,3.8464240461667934e-07,1.2975648346343159e-06,1.058391139660033e-06
3-1B-rep2,3.373935324729352e-07,1.0433872542616402e-06,9.070680956168211e-07,7.355226442557419e-07,2.2207024581330117e-06,0.054821127941871835,0.31418599149220244,3.864377802939813e-07,5.995387218584238e-07,0.6039375698057119,0.00018090532383718025,7.745203540592934e-07,0.026862311049045743,2.892089932539206e-07,1.556468447596657e-06,1.4681323344618267e-06,2.492621679363744e-07,8.408688689466652e-07,6.858756778499764e-07
3-1C-rep1,5.797036257101585e-07,1.7927296053422711e-06,1.5585084276541686e-06,1.263762054185731e-06,0.000500072059663359,3.2151973928839344e-06,0.11116248333268831,6.639705886056866e-07,1.0301168735142915e-06,0.07037175055407728,1.3074448836677877e-05,1.3307672323876126e-06,2.49641033703354e-06,0.8179304401193389,2.674296675937685e-06,2.52251912202292e-06,4.282778672311447e-07,1.444766082213755e-06,1.178459510832321e-06
3-1C-rep2,4.916289851801801e-07,1.5203593655243906e-06,1.3217235199171712e-06,1.0717580995761971e-06,3.235870254764418e-06,2.7267109628322444e-06,0.41538970305563067,5.630932293476949e-07,8.736107394919412e-07,0.41328671795567706,0.16465152380316503,1.1285831499989083e-06,0.006651705281474988,4.2141745520807254e-07,2.267989542503449e-06,2.1392716226994525e-06,3.6320941236833447e-07,1.225262101735801e-06,9.994156111697281e-07
3-2A-rep1,7.977624870071063e-07,2.467075183007703e-06,2.144750358847267e-06,1.7391334375343222e-06,0.4051170887009944,0.04494097035162463,1.417528021137307e-06,9.137269538667346e-07,1.4176012749894816e-06,0.017623047941611503,1.7992478151948418e-05,1.8313429998588704e-06,3.4354494792445217e-06,0.5322733851853162,3.6802487901939973e-06,3.4713792342470814e-06,5.893770563775e-07,1.9882231743477624e-06,1.6217438506565747e-06
3-2A-rep2,3.184291620688003e-07,9.84740064969835e-07,8.56083196110988e-07,6.941800501518863e-07,0.8769848942754875,0.0576822211943544,5.65810334944687e-07,3.6471670831630605e-07,5.65839574427799e-07,0.06531444700139563,7.181748746999051e-06,7.309857587981931e-07,1.3712694151734222e-06,2.7295300152795516e-07,1.468981755287463e-06,1.3856108789112382e-06,2.3525152568773476e-07,7.936049259329096e-07,6.473236632022817e-07
3-2B-rep2,4.5551146904238777e-07,1.4086661871829104e-06,1.2246231210405415e-06,9.930214066143977e-07,0.7982133207471214,0.022385170514941634,8.093891124655651e-07,5.217255935672428e-07,8.0943093941326e-07,2.027734589698914e-06,0.179383379661194,1.0456718055467762e-06,1.9615946658289518e-06,3.904580280830696e-07,2.101371724248304e-06,1.9821100645223014e-06,3.3652623825116234e-07,1.1352482395216979e-06,9.259935580506366e-07
3-2C-rep2,5.244736041325976e-07,1.6219311310969324e-06,1.4100248745580438e-06,1.143359830659742e-06,0.751590470622496,0.017961977420458013,9.319265349189198e-07,6.007122125852944e-07,9.319746942551788e-07,2.3347233621131053e-06,0.09465612003619023,1.2039812339915514e-06,2.2585701879195777e-06,4.4957140087328553e-07,0.02361859464429382,2.2821915143277546e-06,0.0046697452960796,0.10748633235559661,1.0661843044597234e-06
3-3A-rep2,2.165778700238069e-07,0.047686047084618044,5.82260349436309e-07,4.7214280155167255e-07,1.4255015643421108e-06,0.010939915282777822,3.8483283498167936e-07,0.32041186968796703,3.84852722057762e-07,9.641084105606183e-07,0.4210155954205797,0.000927506843948112,9.326614661721331e-07,1.8564750572297401e-07,0.1990114346340222,9.424157350625208e-07,1.6000505111492298e-07,5.397660923461982e-07,4.4027368373398965e-07
3-3B-rep1,6.893845980601666e-07,2.131917282551827e-06,1.8533810352756667e-06,1.5028681159294904e-06,4.537484937219584e-06,0.23759785562527355,1.2249535431992063e-06,0.020065859370553576,1.2250168453452211e-06,3.0688338057240034e-06,1.554815815597105e-05,1.5825507947915844e-06,2.9687356788235347e-06,0.6157621733951747,0.12653114968648932,2.9997842930592895e-06,5.093088127532721e-07,1.7181184327728753e-06,1.4014261774024362e-06
3-3B-rep2,4.2694301784575215e-07,1.320318441942843e-06,1.1478180606953701e-06,9.307417813577217e-07,2.8101113920695654e-06,0.47922689455597156,7.586264095918664e-07,0.04246989869948983,7.586656132661749e-07,1.9005605433739623e-06,9.629135295062065e-06,9.800900892241053e-07,1.8385687372038695e-06,3.659695533075031e-07,0.47323253475353666,1.8577974654044155e-06,3.1542021992394635e-07,1.064048530774465e-06,0.005044567175850956
3-3C-rep1,7.168840495571188e-07,2.216959153333413e-06,1.927312135605364e-06,1.5628173068116346e-06,0.41277266183790323,0.0001267140528178373,1.2738167621368109e-06,8.210918532092377e-07,1.2738825893962368e-06,3.1912491405460754e-06,0.017567704470508125,1.6456785161611823e-06,3.0871581139008478e-06,0.5544082267916858,3.307139278997533e-06,0.015099895250326343,5.296250673268282e-07,1.7866539275329915e-06,1.457328864089199e-06
3-3C-rep2,2.5001744153337754e-07,0.02594096046802738,6.721612086054512e-07,5.450415375743358e-07,0.8733212843873497,1.3866662041467726e-06,4.442509329765766e-07,2.863605132937424e-07,4.442738906124662e-07,1.1129665193525111e-06,0.08304848261491972,5.739398616153492e-07,1.076664174245935e-06,2.1431143635685835e-07,1.1533838726643648e-06,0.017679796424633555,1.847097928692944e-07,6.231058483492845e-07,5.082518355617202e-07
3-4A-rep1,6.766854175948727e-07,2.0926451514592757e-06,0.004288476079759118,1.4751837239755247e-06,0.13856773986066365,3.7530853594167627e-06,1.2023886263872264e-06,7.750498618512938e-07,1.20245076244195e-06,3.0123026989563957e-06,1.5261744930492557e-05,0.0005808313499067228,2.9140484835406393e-06,0.8560575365378565,0.0001189772846698576,0.00035051129595501225,4.999268153255403e-07,1.6864689063692894e-06,1.3756104513393666e-06
3-4A-rep2,4.511137691498328e-07,1.395066329526102e-06,0.011509283679067167,9.834343590207254e-07,0.7173651324494625,2.502002316593706e-06,8.01574928510092e-07,5.166886345822203e-07,8.01616351642788e-07,2.00815798451267e-06,0.2711063406182586,1.0355764487897483e-06,1.942656603370749e-06,3.866883815541732e-07,2.0810841950992085e-06,1.962973937750111e-06,3.332772719739568e-07,1.1242880740807192e-06,9.17053625584596e-07
3-4A2-rep1,3.790137141275763e-07,0.007333865807637065,0.026281912348462562,8.262552254070466e-07,0.7193202802906989,2.1021153766934007e-06,6.734617996225466e-07,4.34107960857807e-07,6.734966022298878e-07,1.6872005873363109e-06,0.23913223242103904,0.00013065225317548343,1.6321680801400171e-06,3.248852279083286e-07,1.74847123749568e-06,0.007788580611875314,2.8001064326458406e-07,9.445967466471667e-07,7.70483909950294e-07
3-4B-rep1,7.059662880781833e-07,0.13755085508217124,1.8979602003726067e-06,1.5390164332931583e-06,4.646624550872264e-06,0.05052706561560709,1.254417212676237e-06,0.024053695850101517,1.2544820374216335e-06,3.142648119282086e-06,1.5922136251244524e-05,1.6206157106467391e-06,3.040142343420039e-06,6.051443782867319e-07,0.7878259662230029,3.0719377664736796e-06,5.215591602084988e-07,1.7594441417409105e-06,1.4351345232549686e-06
3-4B-rep2,6.909340637294691e-07,0.13793423131616125,1.857546707520705e-06,1.5062459728727334e-06,4.547683420265162e-06,0.04460108740124824,1.2277067573949085e-06,0.029692863193391376,1.2277702018192718e-06,3.075731338161114e-06,0.05880825121730873,1.586107747084045e-06,2.9754082300068863e-06,5.922589668848183e-07,0.728937635942196,3.006526629326284e-06,5.104535388215002e-07,1.7219800878415677e-06,1.4045760327314603e-06
3-4B2-rep1,5.365670918344637e-07,0.12374499127499831,1.442537699503724e-06,1.1697238038739127e-06,9.539752372549e-05,0.060450720879441686,9.53415208515228e-07,0.05695745629028662,9.534644783255626e-07,2.3885581939225554e-06,1.2101561347042998e-05,1.2317430357902048e-06,2.3106490543795595e-06,4.5993776853169923e-07,0.7587227266218725,2.334815049228947e-06,3.964091296406307e-07,1.3372590764200247e-06,1.0907687385900759e-06
3-4C-rep2,5.943932056437284e-07,0.13677575425250915,1.5980007356367562e-06,1.295785544963854e-06,0.19051043824784905,3.2966698850511443e-06,1.0561652600821143e-06,6.80795477397635e-07,1.0562198397254655e-06,2.6459743494485994e-06,0.10534153310320107,1.3644886216737083e-06,2.5596689015248707e-06,0.5339683203335961,0.03338209063376617,2.5864392781742994e-06,4.391303471630474e-07,1.4813761807343406e-06,1.2083214513396627e-06
3-4C2-rep1,4.0932007502969017e-07,0.36960244412498655,0.022006176280997373,7.09721828859795e-05,0.3199873319913489,2.270202875613055e-06,7.273125590868279e-07,4.688197194086045e-07,7.273501445496149e-07,1.8221110351858608e-06,0.2312026877272421,9.396348741836157e-07,1.762678067103137e-06,3.5086341445342315e-07,0.03651349501153949,0.02060525976720132,3.0240060778273636e-07,1.0201277600215685e-06,8.320926659763769e-07
3-5A-rep1,3.924867598654315e-07,1.2137626933998519e-06,1.055183883391457e-06,8.556266545350804e-07,2.5833225255666153e-06,2.1768406321676804e-06,0.02210878035124251,4.495394774330504e-07,6.974378217369977e-07,1.7471765983216724e-06,8.852019951829217e-06,9.009923278210557e-07,1.690187814983152e-06,3.364341333225771e-07,1.8106252759275824e-06,0.9222917944341368,2.899643627822903e-07,0.05557357574090758,7.978728000408188e-07
3-5A-rep2,0.013260694489948158,9.283576685640665e-07,8.070671929681427e-07,6.544339931395325e-07,1.9758782256409326e-06,1.6649767743759219e-06,0.021124649903930485,3.4383444430003797e-07,5.334417952347316e-07,1.3363442476916402e-06,6.77054967107607e-06,6.891323496746456e-07,1.292755847486113e-06,2.573247714195712e-07,1.3848735580222315e-06,0.9124500655016119,2.2178193584547112e-07,0.05314511909161299,6.102604211551296e-07
3-5B-rep1,0.1925843451043677,1.9112909202501613e-06,0.04634873435617337,1.347340353126329e-06,0.1275114256656744,0.024764192740947065,1.0981864090160784e-06,7.078819658767875e-07,1.0982431601939504e-06,2.7512484825941868e-06,0.16783690127556386,1.4187768867370683e-06,2.6615092405303882e-06,5.297769553952187e-07,2.8511600073670988e-06,0.4270729763906096,4.566018191163354e-07,0.013863336054097022,1.2563963668721997e-06
3-5B-rep2,0.20460104421091443,1.3250645015853973e-06,0.030665568357266366,9.340874560569563e-07,0.09867181560931984,0.027585679258827864,7.613533927740765e-07,4.90762162032898e-07,7.613927373711886e-07,1.907392360158908e-06,0.201015646935644,9.83613152956889e-07,1.845177716224768e-06,3.672850793746847e-07,0.004697006923494739,0.43260488741519926,3.1655403971216645e-07,1.0678733942537611e-06,0.00014759073334112832
3-6A-rep2,6.819791611789008e-07,2.1090160182699705e-06,0.41637489117560017,1.4867241594142169e-06,4.488742829553086e-06,0.2622510868774122,1.2117949722474183e-06,7.811131153614108e-07,1.21185759439558e-06,3.035868092374254e-06,0.009006050079201362,1.5655508791346303e-06,0.04402218607526851,5.845829502986243e-07,0.04460620501709675,2.967560316338353e-06,5.03837767597158e-07,1.699662236269152e-06,0.22371725248532862
3-6C-rep2,5.129132418282906e-07,1.5861807875898937e-06,0.4634068769482712,1.1181580783075379e-06,3.3759618585114002e-06,0.022922843807832712,9.113851610542089e-07,5.874714112115189e-07,9.114322588701719e-07,2.2832617676044644e-06,0.15992466488946083,1.177443274477749e-06,2.208787149352291e-06,4.396620208114511e-07,2.366178365687221e-06,0.024502920525835997,3.7893395787499083e-07,0.10142886030387487,0.2277959757553913
3-7A-rep2,7.614647924227643e-07,0.5591622961444386,0.01121392754641326,1.6600039530258894e-06,0.10860380676389832,0.0469376760523991,1.3530313820824673e-06,8.721529485141359e-07,0.005216181185421695,3.3897027920714344e-06,0.057249912054844164,1.748018037892518e-06,0.21159492865179386,6.527169160616881e-07,3.512799770270771e-06,3.313433648583055e-06,5.625607686529828e-07,1.8977602624869505e-06,1.5479555189865713e-06
3-7B-rep2,7.090515672075808e-07,0.8068067353684958,1.9062548414815717e-06,1.545742385171633e-06,4.666931659003417e-06,0.03496627209112026,1.2598993827333409e-06,8.121208244193184e-07,1.2599644907818319e-06,3.156382410589191e-06,1.5991720642880442e-05,1.6276982752298774e-06,0.01627025305438223,6.077890361863078e-07,0.007894076794963819,3.085363032860705e-06,5.238385262616823e-07,0.13402406852748242,1.4414064808076869e-06
3-7C-rep2,4.323151848325903e-07,1.336931832604923e-06,1.1622609020929825e-06,9.424531809171058e-07,0.2843756278507232,0.13870999643360085,7.681721044096826e-07,4.951574477127531e-07,7.682118013785903e-07,1.924475042922681e-06,0.5055449152260784,9.924224319522378e-07,1.8617032021328822e-06,3.705744993314167e-07,1.9943623094281475e-06,1.881173882852898e-06,3.1938911043539363e-07,1.0774373113622423e-06,0.07135313344935325
3-8A-rep1,4.867128735487841e-07,1.5051563230145659e-06,0.00958429443471487,1.0610409071034254e-06,0.09358314435697733,0.2750760607332442,8.64830256799872e-07,5.574625011811243e-07,8.648749487896196e-07,2.1666293738364343e-06,0.57740671190252,1.1172977276215566e-06,2.095959029419593e-06,4.1720343342401836e-07,2.245310469247222e-06,2.1178796819797376e-06,3.5957744991168216e-07,1.2130099248881637e-06,0.04433271562764291
3-8A-rep2,3.6659595385237137e-07,1.133695548073779e-06,9.855775577096367e-07,7.991843334240021e-07,0.08423310317668163,0.25012073719913436,6.513969326520445e-07,4.1988512830437646e-07,6.514305950092606e-07,1.6319222381664043e-06,0.6546476864715433,8.415574118843539e-07,1.5786927804541645e-06,3.142408983583878e-07,1.6911854563590005e-06,1.5952035878954375e-06,2.708365555918748e-07,9.136485895769063e-07,0.010984628099073458
3-8B-rep1,3.9707617628894486e-07,0.9133605768818277,1.0675223333456002e-06,8.656316468616125e-07,2.6135297683029875e-06,0.003741298996779798,7.055566231589711e-07,4.5479602127533504e-07,7.055930843363185e-07,1.7676066402875846e-06,8.95552817147495e-06,9.115277889106967e-07,0.08287368958238706,3.403681165668285e-07,1.8317972343931867e-06,1.727835057718624e-06,2.9335496686086587e-07,9.896129092769e-07,8.072024664316989e-07
3-9A-rep2,1.1567148365900785e-07,3.5771329357365145e-07,0.009486504847264238,0.8094755929145062,7.613422409573212e-07,6.415461904966683e-07,2.0553431880246978e-07,1.324857387184333e-07,2.0554494023667204e-07,5.149180303851728e-07,2.608817381657128e-06,2.655353759198843e-07,0.18103034814431912,9.915196978440159e-08,5.336172667043649e-07,5.033322485177893e-07,8.545666116932478e-08,2.88282199486248e-07,2.3514457043985757e-07
4-10A-rep1,3.690979302544788e-07,1.141432893449929e-06,9.923040143601355e-07,8.046386771562465e-07,2.4293787583900373e-06,2.047119683992449e-06,6.558426438956467e-07,4.227507973647515e-07,6.558765359946877e-07,1.64305992500408e-06,8.324515822933067e-06,0.9999733564157169,1.5894671821936457e-06,3.1638555735968806e-07,1.7027276080356158e-06,1.6060906740499093e-06,2.72684984806104e-07,9.198841390610687e-07,7.50326454839858e-07
4-10A-rep2,3.0999582609208206e-07,9.586600295746106e-07,8.334105326843045e-07,6.757952591571434e-07,2.0403725227568862e-06,1.7193229913564398e-06,5.508253108888279e-07,3.5505748452671604e-07,5.508537759881389e-07,1.3799636275913622e-06,6.991546003976625e-06,0.9999776227411674,1.334952466004499e-06,2.657240644771407e-07,1.4300769746903522e-06,1.3489141078022856e-06,2.2902108139591585e-07,7.725869484031858e-07,6.301798253012626e-07
4-10B-rep1,3.098313845916678e-07,9.581514953287217e-07,8.329684387368366e-07,6.754367743743333e-07,0.00016117836874757078,1.718410953101088e-06,5.505331181140716e-07,3.548691394569617e-07,5.505615681136838e-07,1.3792316071241872e-06,0.141428582324813,0.858343854685828,1.334244322319925e-06,2.655831075345598e-07,5.4475677893636213e-05,1.3481985579750082e-06,2.2889959404969574e-07,7.721771191529102e-07,6.298455378454937e-07
4-10B-rep2,3.8141450338248927e-07,1.1795218138976806e-06,1.0254165949418215e-06,8.314889797358021e-07,2.5104456479082643e-06,2.1154308210186004e-06,6.777277134717324e-07,4.368577339901554e-07,6.777627365294758e-07,1.6978878339713927e-06,0.08144036452315667,0.9185407051122262,1.6425067339748309e-06,3.269431507094537e-07,1.7595465912442017e-06,1.6596849416295533e-06,2.817843166662399e-07,9.505801125124265e-07,7.753643916403822e-07
4-10C-rep1,4.614129790441628e-07,1.4269165675966001e-06,1.2404890785155953e-06,1.0058867813884548e-06,3.036990452269691e-06,2.559124596552622e-06,8.1987538617583e-07,5.284849597256668e-07,8.199177550245899e-07,2.05400548906224e-06,1.0406559696261554e-05,0.9998876938843325,1.9870086703635797e-06,3.9551671949834807e-07,2.128596650712109e-06,8.100649687532935e-05,3.408862008336065e-07,1.1499562749837235e-06,9.379905342319468e-07
4-10C-rep2,3.6770374306578674e-07,1.1371213788453837e-06,9.88555801675348e-07,8.015993294838173e-07,2.4202023082834414e-06,2.039387134435279e-06,6.533653408902172e-07,4.2115394813482235e-07,6.533991049692222e-07,1.6368536233428524e-06,8.293071774183197e-06,0.9953777632292095,1.5834633154671835e-06,3.1519047969979993e-07,1.696295924673645e-06,1.6000240156969503e-06,2.716549765584196e-07,0.004596610236331388,7.474922597796115e-07
4-11A-rep1,2.3359855194710445e-07,0.09906711057036,6.280197255129788e-07,0.05279325546624532,0.04751500912690047,0.014479306307751834,4.1507654029258676e-07,2.675549386874173e-07,0.7049435551287067,1.039876920953321e-06,0.08115411856449334,5.362486703159404e-07,1.0059585863076634e-06,2.0023739500583087e-07,4.10721447378915e-05,1.0164794354038649e-06,1.7257972035905535e-07,5.8218587867892e-07,4.7487444109304485e-07
4-11A-rep2,2.3520714781530476e-07,0.09084965127308925,6.323443667711884e-07,0.049129806706037345,0.052432974941543246,0.009142574792159347,4.1793482174226254e-07,2.6939736350256183e-07,0.7706860143802523,1.0470376747531183e-06,0.027670735068572445,5.399413618510894e-07,1.0128857731931434e-06,2.0161626077182461e-07,1.0850608236039373e-06,1.0234790704883815e-06,1.737681310867366e-07,8.11260210503808e-05,4.781445001644263e-07
4-11B-rep1,5.211975263970425e-07,1.6117998824977235e-06,1.4012172795490287e-06,1.1362179351373785e-06,0.08638237237365676,0.035518199456617,9.261053386791773e-07,5.969599171606629e-07,0.8780678560603157,2.3201397202195367e-06,1.1754921119103475e-05,1.1964606722633226e-06,2.2444622300575816e-06,4.467631930905905e-07,2.4043955402953576e-06,2.267936007950599e-06,3.8505428483050114e-07,1.298954284354685e-06,1.0595244789998407e-06
4-11B-rep2,2.460675417078352e-07,7.609622354751127e-07,6.615420716991464e-07,5.364307004224374e-07,0.08552415058010929,0.028480788868368034,4.372324358993359e-07,2.8183644755431214e-07,0.8857273787877964,1.0953833210217737e-06,0.00021619635609908462,4.269419808000485e-05,1.0596544984091636e-06,2.1092563775062522e-07,1.135162140894455e-06,1.0707369278686047e-06,1.8179165574191728e-07,6.132617124098297e-07,5.002222204104557e-07
4-11C-rep1,4.091193778304494e-07,0.14380467242300773,1.0998999660978178e-06,8.918859955392144e-07,0.030192302399665777,2.2690897531774873e-06,7.26955944294429e-07,4.6858984843384876e-07,0.5036979025162449,1.8212176204628205e-06,0.06361053925549595,0.25867896298244963,1.7618137934629911e-06,3.5069137963545883e-07,1.8873550960688632e-06,1.7802397777022283e-06,3.02252335174738e-07,1.0196275725233391e-06,8.316846755606658e-07
4-11C-rep2,4.821725796862156e-07,0.13348963847408846,1.296300377807952e-06,1.0511430026503742e-06,0.026832887847445384,2.6742631102713743e-06,8.56762700504346e-07,5.522622204606451e-07,0.5299909038336753,2.1464180036773414e-06,0.07381322710801227,0.23585493309859626,2.076406906526104e-06,4.133115573484871e-07,2.224365123650025e-06,2.09812307260214e-06,3.562231369734434e-07,1.201694379694037e-06,9.801920105255236e-07
4-12A-rep1,1.6200753740180286e-07,0.0006384606896304839,0.7686031659536784,3.5317870922346076e-07,0.04962323466280177,0.010679788874629769,2.8786791512855403e-07,1.855573006559304e-07,0.09003581523353944,7.211855457167571e-07,0.08041431122558339,3.7190438805694674e-07,6.97662172721031e-07,1.3887058370118816e-07,7.473753820665457e-07,7.049586942073351e-07,1.1968916445677868e-07,4.0376320712910015e-07,3.293395362911423e-07
4-12C-rep1,3.316085821411898e-07,1.0254973338519654e-06,0.0017609116337374215,7.229113712010788e-07,2.1826262883625823e-06,1.8391933420326164e-06,5.89228579797287e-07,3.7981191716932303e-07,0.9699987737758308,1.4761740108592795e-06,0.028224575727402938,7.612404261771005e-07,1.4280246932942294e-06,2.8425021514929814e-07,1.5297812357930407e-06,1.4429597338697499e-06,2.4498831819620254e-07,8.264513292661806e-07,6.741156518025518e-07
4-12C-rep2,3.569748247005778e-08,1.1039422701878381e-07,0.003581599485113614,7.782101366082379e-08,2.349585259959792e-07,1.9798815718919598e-07,6.343013429373491e-08,4.0886545117515026e-08,0.9949368501861592,0.0014792098485358056,8.051095205437441e-07,8.194711546212715e-08,1.5372607707111704e-07,3.059938016948518e-08,1.6468011320796951e-07,1.5533382601926472e-07,2.6372858439635615e-08,8.896703350781855e-08,7.256818115994138e-08
4-1A-rep1,3.2215419499841996e-08,9.96259704519481e-08,8.660977879759078e-08,7.023006743092366e-08,2.120398122297264e-07,1.7867566838083199e-07,0.8698732616633554,3.6898322002532834e-08,5.724588521155948e-08,1.4340872816840474e-07,0.13012512271017795,7.395369417517755e-08,1.3873107340454593e-07,2.761460473919846e-08,1.486166128024888e-07,1.401819966414563e-07,2.3800353393420537e-08,8.028886374592104e-08,6.548961541948922e-08
4-1A-rep2,4.26865083563837e-05,7.66549131722722e-07,6.663990366649624e-07,5.403691122483822e-07,1.631491600212236e-06,4.381341307914136e-05,0.8475424043582501,2.8390565798010624e-07,4.404653064311651e-07,1.1034254979927365e-06,0.15236028730680634,5.690197023979058e-07,1.0674343585190784e-06,2.1247422925640186e-07,1.1434963693354126e-06,1.0785981538869378e-06,1.8312634893950688e-07,6.177642085918193e-07,5.038947937865011e-07
