,19_1,19_2,19_3,19_4,19_5,19_6,19_7,19_8,19_9,19_10,19_11,19_12,19_13,19_14,19_15,19_16,19_17,19_18,19_19
5-2B-rep1,2.660767375254976e-07,8.228405404063104e-07,7.153359396850628e-07,5.800510286171355e-07,0.9999819335646913,1.475735522183489e-06,4.727863710791774e-07,3.0475422300949317e-07,4.7281080334606787e-07,1.1844553669064344e-06,6.001009027924604e-06,6.108055701148373e-07,1.1458212240592724e-06,2.2807723913382867e-07,1.2274688360575363e-06,1.1578048308932277e-06,1.9657420208066206e-07,6.63129621057663e-07,5.408982246126789e-07
5-2C-rep1,2.7859027053128425e-07,8.615385579655757e-07,7.489780384822816e-07,6.073307064993309e-07,0.8129589689412722,0.05738170435869327,0.129499358098158,3.1908675002312103e-07,4.950469959880368e-07,1.2401600537028311e-06,6.283235220403239e-06,6.395316276155157e-07,1.1997089552429224e-06,2.388036637221352e-07,1.285196437261714e-06,1.2122561485859414e-06,0.00014329848542860368,6.943164676696284e-07,5.663365543569828e-07
5-3A-rep1,3.770171582035137e-08,1.1659230531902564e-07,1.0135945203216355e-07,8.2190270542272e-08,2.481502605708741e-07,2.0910419227471205e-07,6.699141597996412e-08,0.8399796106078727,6.69948779074957e-08,1.678312807812337e-07,0.16001847481465512,8.654803212081076e-08,1.623570199039671e-07,3.231738082360513e-08,1.7392606984646303e-07,1.6405503583560527e-07,2.7853561244703873e-08,9.396208311061954e-08,7.664251802593457e-08
5-3B-rep1,1.7550149844238565e-07,5.427372162010644e-07,4.7182827958565913e-07,3.8259573400549204e-07,1.1551395373244042e-06,9.733800777042373e-07,3.1184506146307557e-07,0.9322896970530211,3.1186117673677257e-07,7.812546623332107e-07,0.06770139058827232,4.0288111545954707e-07,7.557719763089791e-07,1.5043741741892586e-07,8.096259072583718e-07,7.636762409796252e-07,1.2965833594139939e-07,4.3739352503898904e-07,3.567709443793614e-07
5-3B-rep2,2.602322673288533e-07,8.047665552104624e-07,6.996233312888581e-07,5.673100014201944e-07,1.7128319903081395e-06,1.4433204664452767e-06,4.624014502444988e-07,0.9358670273430171,4.6242534584795525e-07,1.1584383834019046e-06,0.0641197574802804,5.973890084729598e-07,1.1206528532464907e-06,2.2306744143769285e-07,1.200507046401045e-06,1.1323732358931657e-06,1.9225637980061601e-07,6.485637430225261e-07,5.290172026843202e-07
5-3C-rep1,1.5345224791650298e-07,4.745500556585806e-07,4.1254981168587823e-07,3.345280578654479e-07,1.0100127932403395e-06,2.712371165116619e-05,2.7266619435091874e-07,0.9163367153043439,2.726802849712071e-07,6.831011996722986e-07,0.08362921942437405,3.5226487157698656e-07,6.60820048297101e-07,1.3153710981713286e-07,7.079080038796421e-07,6.677312552816718e-07,1.1336862242149179e-07,3.8244129102629974e-07,3.119477833078407e-07
5-3C-rep2,2.029634055485826e-07,6.276629812040481e-07,5.456584434250396e-07,4.4246307758794743e-07,1.3358920377317558e-06,1.1256914454713443e-06,3.606415685324249e-07,0.9239185724570264,3.606602054720517e-07,9.035028662157615e-07,0.07607112060718892,4.65922649952332e-07,8.740327318641666e-07,1.7397737815499307e-07,9.363135518268248e-07,8.831738303171712e-07,1.4994685318352253e-07,5.058354498093122e-07,4.1259730836879815e-07
5-4B-rep1,2.4532339943295107e-07,0.8678864460627763,0.011425181971583386,0.014785210894479844,4.361662348283361e-05,1.3606317423044991e-06,4.3591018454816184e-07,0.006258567168274327,0.0317118860603962,1.0920707303780914e-06,0.0005515579140117419,5.63164221895927e-07,0.00012706221205342774,2.102877694530929e-07,1.1317292535984517e-06,1.0674988713261752e-06,1.8124189263492706e-07,0.0672036845253971,4.987094792400423e-07
5-4C-rep1,3.246054023136875e-07,0.8996624623139249,8.726877541057421e-07,7.076443407184001e-07,0.03868291087686991,1.8003517607061255e-06,5.76784771265012e-07,3.717907400954659e-07,0.011727075933554171,1.4449989671134839e-06,0.02140401375092106,7.451639315277164e-07,0.02851179619842468,2.782471878457129e-07,1.4974740710573707e-06,1.412486136247864e-06,2.3981445557513547e-07,8.089976577111269e-07,6.598791290213135e-07
5-4C-rep2,4.046691729972971e-07,0.8974314179297871,1.0879357805560098e-06,8.821844864368656e-07,0.04060283933938925,2.2444076805756084e-06,7.190484653724002e-07,4.634927522774046e-07,0.02494280662808516,1.8014072866189797e-06,0.007491753040911752,9.28958266773801e-07,0.023419591508937,3.4687672660955077e-07,0.0001404339783640858,1.7608751812245137e-06,2.989645788969515e-07,0.005959396116139668,8.226380076114087e-07
5-5A-rep1,0.14315862465245108,1.2060634341529412e-06,1.0484905368950046e-06,0.031450257159360055,2.566935739293749e-06,2.1630322819379323e-06,6.929779542010599e-07,4.46687914275525e-07,6.930137653482545e-07,1.736093735375099e-06,0.015099169484668407,0.013555522905346333,1.6794664489086406e-06,3.343000311409516e-07,1.7991399390704022e-06,1.6970312008890935e-06,2.8812503223310967e-07,0.7967192816285058,7.928116545904131e-07
5-5A-rep2,0.1652457163392295,1.0814309788317697e-06,9.401413851888874e-07,0.006227399345053535,2.301673154606784e-06,0.0009000121531668,6.049287649551951e-05,4.005279777896371e-07,6.21398952477831e-07,1.5566888891785396e-06,0.008270155251642602,8.027607210979368e-07,1.5059133660195782e-06,2.9975405908409764e-07,1.6132200100492457e-06,1.5216630076961782e-06,2.5835070263333637e-07,0.8192826096273025,7.108839049208932e-07
5-5B-rep1,0.07799696983287117,6.357486217532317e-07,5.52687690279296e-07,0.026574255479022382,1.3531011820545492e-06,1.1401927569552741e-06,3.6528740264654306e-07,2.3546126829882728e-07,3.653062796697805e-07,0.0013736018774463093,4.636540169432941e-06,4.719247293867616e-07,8.852921413079379e-07,1.7621857858512218e-07,9.483752713293483e-07,8.945509966440613e-07,1.518784890974287e-07,0.8940419423326392,4.1791244344436215e-07
5-5B-rep2,0.0912346208524644,1.3300406521610513e-06,1.1562700584285198e-06,9.37595330448435e-07,2.830803743870757e-06,0.0028741637828788888,7.642125812280694e-07,4.926051714955977e-07,7.642520735799809e-07,1.9145553862452957e-06,9.7000397636995e-06,9.87307016275581e-07,1.8521071012802047e-06,3.686643826893329e-07,1.984082420648816e-06,1.871477420881625e-06,3.177428275523467e-07,0.9058630693000453,8.743086808306281e-07
5-5C-rep1,0.4661683188276633,1.4525049281054644e-06,1.2627343046690977e-06,0.08323092281409607,0.156571799796712,2.6050164196982364e-06,8.345779044801395e-07,8.095332332815145e-05,0.05926695585898881,2.090839200391163e-06,0.07640518635988824,1.078213890953865e-06,2.022640952829219e-06,8.081797061826105e-05,2.1667679774128167e-06,2.0437948060098157e-06,3.469991854309606e-07,0.10180701791485139,0.056372123044283864
5-6A-rep1,1.1690315359808191e-07,3.615222246650919e-07,3.142891333114663e-07,0.010348029127594477,7.694490130144581e-07,6.48377374228102e-07,2.077228481954474e-07,4.016397101967077e-05,2.0773358272667927e-07,5.204008774884593e-07,0.18930485925097298,2.6836279655923024e-07,5.034266272124116e-07,1.0020773994244189e-07,5.392992232729184e-07,5.086917302176476e-07,8.636660368347267e-08,2.913518282992066e-07,0.8003015035456564
5-6B-rep1,1.854127029781217e-07,0.0026988631614981683,4.984741294856422e-07,4.0420229923646265e-07,1.2203744459909883e-06,1.0283503721277029e-06,3.2945608025807676e-07,2.12364691320573e-07,3.2947310561958023e-07,8.253749394909799e-07,4.181738376722945e-06,4.2563326956845295e-07,7.984531539972414e-07,1.589331626239524e-07,8.55348411256837e-07,8.068038010894091e-07,1.3698061124208722e-07,4.620947197737516e-07,0.9972882773702291
5-6B-rep2,4.2597774808905243e-07,1.3173333516428517e-06,1.1452229741993466e-06,9.286374797172483e-07,2.8037580488215394e-06,2.3625909591382603e-06,7.569112412925753e-07,4.878987875660215e-07,7.569503563318211e-07,1.896263591470281e-06,9.607364911907911e-06,9.7787421665464e-07,1.8344119417453297e-06,3.6514213764097436e-07,1.9651263597712058e-06,1.8535971959715608e-06,3.1470709056893215e-07,1.061642837687833e-06,0.9999691385887699
5-6C-rep1,3.768130511003475e-07,1.1652918533317797e-06,1.0130457870960343e-06,0.0002588787311639627,0.08754841016518887,2.0899098880368578e-06,6.695514860179538e-07,4.3158740473100703e-07,6.695860865513108e-07,1.6774042137126905e-06,0.04291052022539945,0.02580659235326253,1.6226912411384128e-06,3.229988504963756e-07,6.625263746251496e-05,1.6396622078463045e-06,2.7838482064420386e-07,9.391121452765489e-07,0.8433964498484867
5-6C-rep2,6.594940512626884e-07,2.039480965462964e-06,1.773021577399251e-06,1.4377063036754435e-06,0.047879134461977814,3.6577372647008823e-06,1.1718416354038178e-06,7.553595216217788e-07,1.1719021928761582e-06,2.9357743774429114e-06,0.01740336041276554,1.5139340767444898e-06,2.8400163355325592e-06,5.653090301543691e-07,3.042386955803334e-06,2.869718734521524e-06,4.872260465516387e-07,1.6436237319006557e-06,0.9346889405924557
5-7A-rep1,3.527153074003296e-07,0.11957038746885454,9.482600328273427e-07,0.03297290831711479,2.3215493919637747e-06,1.9562571053347173e-06,0.08816788591486725,4.039867613005489e-07,0.7055802543572216,1.5701317699760909e-06,0.049526552650289435,8.096930097252234e-07,1.518917771724255e-06,3.023426033416313e-07,1.6271510687508725e-06,1.534803420381527e-06,2.6058170570890677e-07,0.004167687878918174,7.170227857603345e-07
5-7A-rep2,7.238135254960564e-07,0.10335519892841476,1.94594173557868e-06,1.5779236617810285e-06,4.764093915842779e-06,4.0144709415231595e-06,0.099884363102224,8.290286126391428e-07,0.6631208207872247,3.222096087340652e-06,0.11650527298744143,1.6615858162162057e-06,3.1169989059831763e-06,6.204427793205479e-07,3.3391064319488176e-06,3.149598135781732e-06,5.347444784268055e-07,0.017103372934110416,1.4714155567768994e-06
5-7B-rep1,3.095805782094949e-05,5.559337892981293e-07,4.833007126434059e-07,3.9189849125101365e-07,0.09698357196070902,9.97047666664807e-07,3.194275268362105e-07,2.059003679116433e-07,3.1944403395034325e-07,8.002507509579561e-07,0.044940356431476154,4.1267710867851834e-07,7.741484572879061e-07,1.5409528040720314e-07,8.29311838400515e-07,7.822449129552096e-07,1.3281095871503392e-07,0.8580375896123221,3.654457757818701e-07
5-7B-rep2,2.7482809421886813e-07,8.499040527517717e-07,7.388635882198073e-07,5.991291092452798e-07,0.0705349030165525,1.5242729781813758e-06,4.883364797115852e-07,3.147776956894808e-07,4.883617155642546e-07,1.2234125170112308e-06,0.042166073185996376,6.308951783387063e-07,1.183507683731893e-06,2.3557877907250156e-07,1.2678407141639661e-06,1.1958854355739854e-06,2.030395961437478e-07,0.8872872464752777,5.586885558622975e-07
5-7C-rep1,2.3145098191345207e-07,7.157606215649946e-07,6.222460752406961e-07,5.045663945743422e-07,1.523395427011431e-06,1.2836914599540985e-06,4.1126056655398965e-07,2.65095193265661e-07,4.112818193407412e-07,1.0303168937377768e-06,5.220070889705422e-06,5.313187100685104e-07,9.967103846512643e-07,1.9839652816163695e-07,1.0677328278142103e-06,1.0071345111434118e-06,1.7099312218552244e-07,0.9999833380688731,4.70508720026119e-07
5-7C-rep2,2.889832517170546e-07,8.936787831309281e-07,7.769191243201211e-07,6.299875516007443e-07,1.9020691141991975e-06,1.6027814150197297e-06,5.134884926528912e-07,3.309904772541354e-07,5.135150282906868e-07,1.2864249863614542e-06,6.517635170218024e-06,6.633897478608412e-07,1.244464834823576e-06,2.4771238109917823e-07,1.3331414798757565e-06,1.2574801089222493e-06,2.1349725139166465e-07,0.9999791963767138,5.874640874291945e-07
5-8A-rep1,2.341792366673148e-07,7.241977312383623e-07,6.295808715712757e-07,0.009222113029854307,0.41962454974668917,1.298823118930695e-06,4.1610834722228153e-07,2.682200329845249e-07,4.1612985052867227e-07,1.0424618712189106e-06,0.007542939311656801,5.375816897481675e-07,1.0084592215871386e-06,2.007351497852395e-07,1.0803188498706158e-06,1.019006223655021e-06,1.7300872304676624e-07,0.006094860078331432,0.5575064890225503
5-8A-rep2,3.866665346254117e-07,1.1957636855710469e-06,1.0395364565251785e-06,8.429384816844441e-07,0.39568793831988347,2.144560045695956e-06,6.870599415170263e-07,4.428732117637621e-07,6.870954468380079e-07,1.721267542587384e-06,8.720752466611475e-06,8.876314228844248e-07,1.6651238515910833e-06,3.314451180624455e-07,1.7837753334358035e-06,1.6825386010723484e-06,2.85664452376267e-07,0.009004345548282887,0.5952832114392409
5-8B-rep1,4.744179864513199e-07,1.4671344664719864e-06,1.2754524852407638e-06,1.0342378803753476e-06,0.22865234127511821,0.08488306945200662,0.22800025927257891,5.433804029141982e-07,8.430272837150123e-07,2.111898001437881e-06,1.069987044407203e-05,1.089073593513085e-06,0.004063307998416858,4.066644290347938e-07,2.188591528330649e-06,2.064379778872399e-06,3.5049413942263857e-07,1.182367998435999e-06,0.4543752910114612
5-8C-rep1,5.139965337883222e-07,0.028866100939573758,1.3818577186105966e-06,1.120519670010566e-06,0.3503375901593529,0.03634749470601273,0.23082900302057163,5.887121728152658e-07,0.028689421647605084,0.07093154477746369,0.07938899888621215,1.1799300787335498e-06,0.008362361573616483,4.4059060345162354e-07,0.04681920065580864,2.2366016488963666e-06,3.7973428057378826e-07,1.2810076139908317e-06,0.11941916068346213
5-9A-rep1,2.2396061149218847e-07,6.925967008758161e-07,6.021085344180214e-07,0.8680791094164072,1.4740942922655798e-06,1.2421477842168991e-06,3.979510789135353e-07,2.5651600652797516e-07,3.979716439034845e-07,9.969730940201007e-07,0.1319097490839925,5.141238210373232e-07,9.644541811042437e-07,1.9197588792957688e-07,1.0331781487838905e-06,9.745409550904792e-07,1.6545932918076046e-07,5.581657262180824e-07,4.552818042865777e-07
5-9A-rep2,3.7301085362860586e-07,1.1535335829490501e-06,1.0028237416567716e-06,0.9657422792364088,2.4551333675306467e-06,2.0688218443259053e-06,6.627954382645537e-07,4.272325116764489e-07,6.628296896644079e-07,1.6604785206087946e-06,0.03423916437437214,8.562834512649178e-07,1.6063176242574234e-06,3.1973966027155047e-07,1.7207787595353287e-06,1.6231173469849875e-06,2.755758041886067e-07,9.296361204572773e-07,7.582809018380964e-07
5-9B-rep1,1.677974379350301e-07,5.189124603424734e-07,4.5111624209725723e-07,0.8785805138493559,1.1044319082216966e-06,9.306512173706048e-07,2.9815587223247626e-07,1.921888335539795e-07,2.981712800874631e-07,7.469596093354462e-07,0.12141113863330508,3.8519567961815345e-07,7.225955471221964e-07,1.4383360504893525e-07,7.740854302071814e-07,7.301528350785165e-07,1.2396667134456693e-07,4.1819308394684564e-07,3.411096254324619e-07
5-9B-rep2,2.828261672052623e-07,8.746380402455228e-07,7.603660656952903e-07,0.9336403357473828,1.8615435812701788e-06,1.5686325134222461e-06,5.02548093767103e-07,3.2393838572653525e-07,5.025740640359249e-07,1.2590163828799491e-06,0.06624874876360341,6.492555490186364e-07,1.2179502353980545e-06,2.424346148065549e-07,1.3047375335951339e-06,1.230688205735719e-06,2.0894847352290117e-07,7.04873379116971e-07,9.742051772833229e-05
5-9C-rep1,2.5227438103964964e-07,7.801568448103836e-07,6.782288940316407e-07,0.9925527360483585,1.6604536962891364e-06,0.007430423379070436,4.4826124311807616e-07,2.889455263693311e-07,4.48284407995489e-07,1.1230134108464773e-06,5.6897151258401725e-06,5.791208903466231e-07,1.086383359815311e-06,2.1624605317556195e-07,1.1637956167896873e-06,1.097745333901335e-06,1.8637719185620227e-07,6.287307047477169e-07,5.12839890058156e-07
5-9C-rep2,4.813777963811014e-07,1.4886576323714401e-06,1.294163636852327e-06,0.9923828417456796,3.1683975916163015e-06,0.007585023886650564,8.553504661312331e-07,5.513519057489437e-07,8.553946682321222e-07,2.1428799816765273e-06,1.0856839755292844e-05,1.1050505282559947e-06,2.0729842864654517e-06,4.1263028027170876e-07,2.22069861846239e-06,2.0946646569633574e-06,3.5563596089979334e-07,1.1997135813843287e-06,9.785763229510064e-07
