,14_1,14_2,14_3,14_4,14_5,14_6,14_7,14_8,14_9,14_10,14_11,14_12,14_13,14_14
5-3B-rep2,1.0217033393159268e-06,0.9999813681419157,5.240879316981738e-07,7.476795262811487e-07,3.303847818189711e-07,1.8767724163196697e-06,1.4315503475789078e-06,8.001267102121555e-07,1.8786308749700578e-06,2.3179209207477345e-07,1.8673133195108102e-06,6.05975266019951e-06,1.525965867028073e-06,3.36098217213135e-07
5-3C-rep1,6.024719828727927e-07,0.9999627406474846,3.090410721582903e-07,4.4088724135285007e-07,1.948193442792711e-07,1.106684059404295e-06,8.44148142909623e-07,4.71813986605698e-07,1.1077799443105105e-06,1.366817900585722e-07,1.1011062751382332e-06,3.573279111873573e-06,2.7172451155507545e-05,1.9818840907379574e-07
5-3C-rep2,7.968587996396018e-07,0.999985468423664,4.0875277988053286e-07,5.831389473840928e-07,2.576775572014156e-07,1.4637542594962271e-06,1.1165114644326783e-06,6.240441675429323e-07,1.4652037302695337e-06,1.8078199527107753e-07,1.456376810251685e-06,4.726193059281305e-06,1.1901491189263838e-06,2.62133646454349e-07
5-4B-rep1,0.0667420386485267,0.051200714993866595,4.94062598676999e-07,0.6375900854452708,0.014322971455829323,1.7692509234618533e-06,1.3495359119795981e-06,0.22622317878732215,0.003529933583309417,2.1851257477379505e-07,0.00037977775307289043,5.712585552079141e-06,1.4385423058939648e-06,3.1684293524747574e-07
5-4C-rep1,0.18345715888368608,0.0001671981301448547,6.53730574510845e-07,0.6452921396215135,4.121114419260129e-07,0.023844381143083855,1.7856702560037602e-06,0.07497282117108703,0.0252337797384813,2.891300645449309e-07,0.04268458286314874,0.004342475127154187,1.9034411643554316e-06,4.192381990534951e-07
5-4C-rep2,0.17764478207143058,5.866445135383092e-07,7.009858973677571e-05,0.6193966962146602,6.979737532353161e-05,0.015314597736311997,2.2261052452904104e-06,0.11875336329395288,0.020995857197982287,3.6044390115734233e-07,0.04746218118899043,0.0002865575704764546,2.3729243099765165e-06,5.226431648291538e-07
5-5A-rep1,0.04867802905513214,0.02450574331917338,7.854245486188369e-07,1.1205101642735712e-06,0.9048224742253227,2.8126255897017765e-06,2.1453933921528242e-06,0.009616309802319723,0.012222018582063982,3.4737529387738653e-07,2.798449711204885e-06,0.00014262465434514214,2.2868892409614184e-06,5.03693702106177e-07
5-5A-rep2,0.01784309177430325,0.048855683336043385,7.04260128655666e-07,1.0047185739724675e-06,0.9158553865896975,2.521973705999957e-06,1.923692134440534e-06,1.0751961756665096e-06,0.01742514252060353,3.114781293608535e-07,2.5092627383690323e-06,8.14298885735722e-06,2.050566045959364e-06,4.5164286254120444e-07
5-5B-rep1,0.11724236775355487,2.980241245785569e-07,4.140183907661206e-07,5.906510254427504e-07,0.7642702242239953,1.482610548045216e-06,1.130894522384525e-06,0.11833330300375851,1.4840786911051905e-06,1.8311085439833747e-07,1.4751380614603499e-06,4.787076543982288e-06,0.0001419939054401821,2.6551048901099716e-07
5-5B-rep2,0.09565405897417652,6.234922343790572e-07,8.661622675608166e-07,1.2356930101291502e-06,0.7985027050946794,3.1017494460285093e-06,2.3659291126370016e-06,0.10581537646512518,3.104820928238703e-06,3.830837383024802e-07,3.0861163580570094e-06,1.00149779980793e-05,2.5219700276682577e-06,5.554708977960832e-07
5-5C-rep1,0.17249291014686163,6.809006875454627e-07,0.020024384356761894,1.3494702480617172e-06,0.5488358066131156,3.3873450444782484e-06,2.5837735751155528e-06,1.4441310108908717e-06,3.3906993354114583e-06,4.18356422766709e-07,0.15922589282369093,0.09940439058494457,2.7541820589290187e-06,6.066162421373579e-07
5-6A-rep1,0.009527618321925477,1.6947316459502305e-07,0.8064262379844116,3.358771663019948e-07,1.4841747086295294e-07,8.430951749107588e-07,6.430897961791125e-07,2.037447845388511e-05,2.0858970686146086e-05,1.0412706021859262e-07,0.00042115469940636,0.18358067497747535,6.855037128544127e-07,1.5098409522885766e-07
5-6B-rep1,7.279526070906867e-07,2.6879070111432675e-07,0.9999868296184125,5.327135964820344e-07,2.3539559284325674e-07,1.3371800999402822e-06,1.0199641790339793e-06,5.700816492307938e-07,1.3385042316795658e-06,1.6514936502195448e-07,1.3304405955090422e-06,4.317508397565235e-06,1.0872342180835327e-06,2.394663539248546e-07
5-6B-rep2,1.6724405303372747e-06,6.175353427443255e-07,0.9999697416016476,1.2238871063034744e-06,5.408114845652158e-07,3.0721150988638132e-06,2.34332484820142e-06,1.3097386374994068e-06,3.075157235902287e-06,3.7942372749517886e-07,3.0566313705889185e-06,9.919294146109282e-06,2.497874936610992e-06,5.501638871198175e-07
5-6C-rep1,1.4794138365183966e-06,5.462617737509897e-07,0.8330746021089199,1.0826307342818808e-06,4.783930900385951e-07,2.7175433160063687e-06,2.072867250584645e-06,1.1585736098781446e-06,2.7202343412151364e-06,3.3563209105351746e-07,0.13161198443223757,0.03529812566296662,2.209579758491968e-06,4.866660740359258e-07
5-6C-rep2,2.5892548502541644e-06,9.56061726799731e-07,0.9205757678898936,1.8948091538541784e-06,8.372786560017457e-07,4.7562163054419806e-06,3.627910899589971e-06,2.027723592076975e-06,4.760926110029422e-06,5.874198268325179e-07,0.06583263588197513,0.013564839685341014,3.86718372200895e-06,8.517579473348421e-07
5-7A-rep1,0.8582436598246247,5.113275196444916e-07,0.00012148747029855165,1.013394886209985e-06,4.477991393481715e-07,2.5437523730763994e-06,1.9403043023048857e-06,0.1268170693914004,0.001270706120406201,3.141679188954567e-07,2.530931639062267e-06,8.213308164378404e-06,0.013529106664273545,4.5554305369598746e-07
5-7A-rep2,0.7819667005203419,1.04930510228987e-06,1.4577061856555128e-06,0.016484043666265828,9.189372831834649e-07,5.220083491471014e-06,3.98173602277273e-06,0.1303708434551057,5.225252636773936e-06,6.447100686111959e-07,5.193773814993041e-06,0.06520116367391324,0.0059526223510479,9.348287197376887e-07
5-7B-rep1,7.057939221279479e-07,2.6060878321350374e-07,3.620405871442491e-07,5.164979354007596e-07,2.2823021321191346e-07,1.2964766911133818e-06,9.889167389996354e-07,0.7619788507580059,1.297760516632488e-06,1.6012226199948813e-07,0.23800986039360403,4.186084583056238e-06,1.05413909583992e-06,2.321770614020853e-07
5-7B-rep2,1.0790083426738009e-06,3.9841523487993733e-07,5.534828250396142e-07,7.896151607411886e-07,0.0019765938257994063,1.982036288405252e-06,1.5118427321862643e-06,0.7619373648987152,1.9839989837504837e-06,2.447927803406716e-07,0.2360691319498113,6.39963032642415e-06,1.6115538021645026e-06,3.5494919745840823e-07
5-7C-rep1,9.087044960733907e-07,3.355318962060938e-07,4.661245995249443e-07,6.649873020955403e-07,2.9384472490237387e-07,1.6692042270881321e-06,0.010066488427697437,0.9645177906938678,0.025323216194830574,2.0615623744915028e-07,8.091445432082844e-05,5.389553185861987e-06,1.357196351292501e-06,2.989262629877615e-07
5-7C-rep2,1.1345832263398062e-06,4.1893581795008185e-07,0.0020786144186373044,8.302846986526039e-07,3.6688637226214637e-07,2.0841220942267024e-06,0.009550643489065262,0.958320176753424,0.030034602472410816,2.574009593061827e-07,2.073617936940849e-06,6.729246601693286e-06,1.6945577156049351e-06,3.7323103975372446e-07
5-8A-rep1,9.194159571942364e-07,3.3948701789476755e-07,4.716190980630895e-07,6.728259181286201e-07,2.973084541564472e-07,1.6888801682312272e-06,1.2882313118133174e-06,7.200223752218841e-07,1.6905525681081782e-06,2.0858632834426353e-07,0.32436163434983833,0.042625308594009224,0.6330044576770638,3.024498914696597e-07
5-8A-rep2,1.5180998318905633e-06,5.605462693597744e-07,7.787170408384592e-07,1.110941032957172e-06,4.909028506008348e-07,2.7886058311401305e-06,2.127071781381756e-06,1.18886978002587e-06,2.791367225427653e-06,3.4440871676887764e-07,0.3053897131191089,0.030991246957962414,0.663604841000399,4.993921693469252e-07
5-8B-rep1,1.8626229364296284e-06,0.01405267417235908,9.554419220559415e-07,1.3630620368555715e-06,6.023101313100711e-07,3.421462194139448e-06,2.609797197922023e-06,0.3128003007517881,3.4248502693031607e-06,4.2257008523682633e-07,0.2718646673771481,1.1047271609717166e-05,0.40125603558427475,6.127260469692132e-07
5-8C-rep1,0.02200242402894208,7.451353202506107e-07,1.0351501799708752e-06,1.4767762228041522e-06,6.52558179028067e-07,0.08184521727786132,0.010651024032527564,0.27166259384871055,3.7105702511082532e-06,4.5782322262137193e-07,0.16861479992061426,0.14327861287032675,0.3019365861645936,6.638430480716206e-07
5-9A-rep1,0.8228333858960074,3.2467318661047986e-07,4.510395607586021e-07,6.434665343835164e-07,2.8433512366923783e-07,1.615184313742582e-06,1.232018142229747e-06,6.886035302433838e-07,1.6167837368978585e-06,1.994844702070585e-07,1.6070436438057323e-06,0.17715634894569318,1.3132738473232808e-06,2.8925220959078594e-07
5-9A-rep2,0.9449239865238533,5.407497665621942e-07,7.512155214811202e-07,1.0717065424805833e-06,4.735659059336995e-07,2.690122180181993e-06,2.051951162848567e-06,1.1468831230579774e-06,0.005175626300857933,3.322454244632962e-07,2.6765637295628703e-06,0.049885983132335054,2.1872841850173785e-06,4.817554121014304e-07
5-9B-rep1,0.8282771072232118,2.432540442134832e-07,0.0001727099852521321,4.821027521210534e-07,2.130316625975742e-07,1.2101403277857886e-06,9.230617371594639e-07,5.159206257224627e-07,1.2113386594219532e-06,1.4945922896265672e-07,2.993271679143423e-05,0.17151410110929174,9.839407370108862e-07,2.167156780490773e-07
5-9B-rep2,0.870885253475228,4.100099571350387e-07,5.695903406852875e-07,8.125946245660854e-07,3.590694787108334e-07,2.039717717857909e-06,1.5558405390933619e-06,8.695953825618838e-07,2.041737531770422e-06,2.5191676569469414e-07,2.0294373625051813e-06,0.12910178328269367,1.6584534111638443e-06,3.652789665006026e-07
5-9C-rep1,0.9818851076182451,3.657193556203174e-07,5.080613500670971e-07,7.248155253433623e-07,3.202816324136217e-07,1.8193808136631472e-06,1.387773612575434e-06,7.756588771237856e-07,0.018099276207709233,2.2470390198224943e-07,1.8102109755416083e-06,5.874445739740308e-06,1.4793019103616438e-06,3.258203512512686e-07
5-9C-rep2,0.9735933033268624,6.978482501420021e-07,9.694584622346142e-07,1.3830584525084436e-06,6.111461515438943e-07,3.4716557864519663e-06,2.6480834887351237e-06,1.4800753140063575e-06,0.026376898633837142,4.287692800191548e-07,3.4541583382341997e-06,1.1209337479769332e-05,2.822733425816644e-06,6.217148709443878e-07
