,18_1,18_2,18_3,18_4,18_5,18_6,18_7,18_8,18_9,18_10,18_11,18_12,18_13,18_14,18_15,18_16,18_17,18_18
5-5C-rep1,2.225461781598714e-06,2.392051489742586e-06,4.992236148698354e-07,2.09150123929868e-06,2.2999466262759148e-06,1.961380707877452e-06,0.16622039225946822,2.5541022780708232e-06,3.6504744188251075e-07,7.260097236000603e-07,8.4447502112917e-07,0.01046334901561802,0.025977769600788233,9.564180332179813e-07,7.887862034911795e-07,0.11089417212050062,0.014153503704263293,0.6722731088952005
5-6A-rep1,5.539079034584511e-07,5.953713681374263e-07,1.2425461904398654e-07,4.055063919459564e-05,5.724468622020779e-07,4.881792555447944e-07,4.625791674790987e-07,6.357051151192328e-07,9.085874440438836e-08,1.8070070994473346e-07,2.101862149889009e-07,0.1632449676848558,8.986940266783561e-07,2.3804835112875136e-07,1.9632550685228216e-07,0.8367089449074141,9.997005737590356e-08,1.895406330513714e-07
5-6B-rep1,8.785183017007961e-07,0.0029849351977257565,1.970723945613291e-07,8.256363384653727e-07,9.079217719330525e-07,7.742702493121979e-07,7.336675683422327e-07,3.2752835908772364e-05,1.4410530943940106e-07,2.8659797021416437e-07,3.333630653761172e-07,3.6922416728984656e-06,1.4253617706780774e-06,3.775534377656563e-07,3.113794726226585e-07,0.996970965102442,1.585561868289857e-07,3.0061841329923357e-07
5-6B-rep2,2.01835807952195e-06,2.1694447825952528e-06,4.527653653242449e-07,1.8968640394426902e-06,2.0859112899608945e-06,1.7788526549842883e-06,1.6855697387065895e-06,2.3164149622764493e-06,3.310757613653961e-07,6.584465316618521e-07,7.658873299662306e-07,8.482766719389683e-06,3.2747074711138068e-06,8.674128132451057e-07,7.153809694670099e-07,0.9999694452075616,3.6427603172855456e-07,6.906578976908148e-07
5-6C-rep1,1.7854070504197942e-06,1.9190559146271046e-06,4.005089501399395e-07,1.6779353792915114e-06,1.8451635323938699e-06,1.5735444092354272e-06,1.4910278438669224e-06,2.049063368540546e-06,2.9286428635343204e-07,5.824511972781221e-07,6.774915970672431e-07,7.503718820523602e-06,0.06019475055946868,7.672994044540835e-07,6.328144840013047e-07,0.9397811179167295,3.222327108087527e-07,6.109448528862411e-07
5-6C-rep2,3.12479954932731e-06,3.3587103040456337e-06,7.009663071536407e-07,2.9367038266022602e-06,3.229384679030967e-06,2.7539999126077486e-06,2.609580338250789e-06,3.586247902993949e-06,5.125678146034518e-07,1.0193996032063894e-06,1.185738253184894e-06,1.3132925168598321e-05,5.069865715967926e-06,1.342918878175979e-06,1.107544867121551e-06,0.9999526954098928,5.63968104235366e-07,1.0692688821374896e-06
5-7A-rep1,1.6712276771620843e-06,0.02234555198036662,3.748958212457025e-07,1.5706289754496557e-06,1.7271626453484322e-06,0.013347337775691888,0.26087984003048403,1.9180227909141264e-06,2.741351900067255e-07,5.452025975020756e-07,0.05730934798305303,0.1317747936564192,2.71150189644797e-06,7.182294934324024e-07,0.5133634755558799,0.0009672685115143119,3.0162546107563134e-07,5.718740424617089e-07
5-7A-rep2,3.4295565524331867e-06,0.03854417234195398,7.693304974558074e-07,3.223116136600683e-06,3.5443417126331315e-06,3.022593384499686e-06,0.21860549242578922,3.936009270421966e-06,5.625577831122171e-07,1.1188201142300096e-06,0.054032336503367015,0.19011443182592538,5.56432209864381e-06,0.007313013048134162,0.49136143175038505,2.158932760470219e-06,6.189710657312715e-07,1.173553068975888e-06
5-7B-rep1,8.517764447910127e-07,0.04770726156099044,1.9107356475206426e-07,8.005041940581202e-07,8.802848814285451e-07,7.50701674614865e-07,7.113349281525252e-07,9.775607813336396e-07,1.3971878321961946e-07,2.778740063590416e-07,3.2321558481021875e-07,0.0619294948184634,0.06626703551554002,3.660608143462245e-07,0.7466507846046626,0.07743870819723482,1.5372977985245158e-07,2.914676709899035e-07
5-7B-rep2,1.3021842718867677e-06,0.02583373202995764,2.9211067330527485e-07,1.2237999506286368e-06,1.345767583015527e-06,1.1476625346247773e-06,1.0874791867614884e-06,1.4944816589502342e-06,2.1360018008056683e-07,4.248100107249239e-07,4.941276006661783e-07,0.05543441186338824,0.053172487200597564,5.596288062564009e-07,0.7689946471664547,0.09655445547532257,2.3502000163152429e-07,4.4559182077363325e-07
5-7C-rep1,4.0723472075336216e-05,1.178747363829817e-06,2.4600579147764733e-07,0.0017446105580471855,0.05789591189681626,9.665228147434247e-07,9.158384218817838e-07,1.2586022249678642e-06,1.7988689275168288e-07,3.5776071354570954e-07,4.161376580916566e-07,4.609031300857676e-06,8.103291391615385e-05,4.713005720024501e-07,0.9402258577835396,6.903534491910699e-07,1.9792594656073828e-07,3.7526245551057097e-07
5-7C-rep2,1.3692539151382537e-06,1.4717511190820896e-06,3.0715597762318763e-07,1.2868323707491174e-06,0.06630051304675966,1.2067734595777038e-06,1.1434903386960983e-06,1.5714556739768856e-06,2.246017627180989e-07,4.4669005987318926e-07,5.195778864766301e-07,5.754708076616337e-06,2.2215612141613083e-06,5.884527639705327e-07,0.9293753033516369,0.004305355629914717,2.471248227437859e-07,4.685422472994932e-07
5-8A-rep1,1.109582783045228e-06,1.1926419815978007e-06,2.489056125471821e-07,1.0427920106434929e-06,1.146719840142766e-06,9.779158116543682e-07,9.266339707837435e-07,1.2734381409363577e-06,1.8200732983001833e-07,3.6197785838917106e-07,4.210429277664588e-07,0.0030518014192324715,0.055612069821693685,4.768560807592456e-07,3.9327729558612527e-07,0.941325795022505,2.0025902102454245e-07,3.796859041154132e-07
5-8A-rep2,1.8320945983709508e-06,1.969238317017661e-06,4.109820693147121e-07,1.7218125939923243e-06,1.8934136840195786e-06,0.0013918426524050754,1.5300175151246217e-06,2.1026454042176213e-06,3.0052254860186003e-07,5.976820199612391e-07,6.952076811485428e-07,7.699937510352804e-06,0.04647630718364576,7.873639201228891e-07,6.493622827562444e-07,0.9521087023040896,3.306589434338437e-07,6.26920771155373e-07
5-8B-rep1,2.2478764903777718e-06,0.11176841634771749,5.042517632008741e-07,2.1125667060604778e-06,0.004144812944670675,0.0932486150264349,1.8772449878805268e-06,2.579827032918673e-06,3.687241763777931e-07,7.333220471186288e-07,0.19258601757559646,9.447387990931407e-06,3.647092164599784e-06,9.660510144998347e-07,7.967308077015884e-07,0.598225682134228,4.0569982900391483e-07,7.691963417515257e-07
5-8C-rep1,0.0921400569653201,0.1376370399830688,5.463192026521048e-07,2.2888085726823356e-06,2.516918209762713e-06,0.02596260329893608,0.02517047680229145,2.7950503110943442e-06,3.994851634401202e-07,7.944997822634565e-07,0.16429981568815155,0.1333325819222301,0.010388134107000636,1.046644272719306e-06,0.00932902736771313,0.4017286032273396,4.395455271997149e-07,8.333669067235519e-07
5-9A-rep1,1.0611651259639895e-06,1.1405999606075225e-06,2.380443890512387e-07,9.972888298534808e-07,0.018099647328131685,9.352435629979357e-07,0.79534016058257,1.2178705058178582e-06,1.7406527393600354e-07,3.4618262428289925e-07,4.0267033546908345e-07,0.18654990244496694,1.7216991381939316e-06,4.560480306091349e-07,3.7611628198129383e-07,6.680117734424778e-07,1.91520535933074e-07,3.631179632776986e-07
5-9A-rep2,1.7673915661610698e-06,1.8996918588990576e-06,3.9646765172284866e-07,1.66100432796309e-06,0.025227844688238365,1.5576667053088523e-06,0.9037954222155873,2.0283874846560328e-06,2.899091664330182e-07,5.765740274901055e-07,6.706554309394611e-07,0.07095959548943902,2.8675240656316083e-06,7.595570409748864e-07,6.264291281394367e-07,1.1125868590960455e-06,3.1898125152508054e-07,6.047801705088902e-07
5-9B-rep1,7.950540520367014e-07,8.545688114374447e-07,1.783493929918413e-07,7.471961769433962e-07,8.216640248817041e-07,7.007101592480941e-07,0.8183654906985708,9.124620257633057e-07,1.3041448307677832e-07,2.593695283104866e-07,3.016916726874577e-07,0.18162597835331679,1.2899442723069978e-06,3.4168370764141996e-07,2.817966466383422e-07,5.004927643105452e-07,1.4349244468763137e-07,2.7205794933091813e-07
5-9B-rep2,1.3400805582915912e-06,1.4403939543431293e-06,3.006117049768086e-07,1.2594150893094582e-06,1.3849322349479212e-06,1.1810619152248896e-06,0.8615392552630406,1.5379742015934298e-06,2.1981639215992676e-07,4.371728707145796e-07,5.085077475314463e-07,0.1384463656420037,2.174228577503564e-06,5.759151752290145e-07,4.74974256887852e-07,8.435912266594123e-07,2.4185957532702414e-07,4.585594749100309e-07
5-9C-rep1,1.1953207834448155e-06,1.2847980065986223e-06,2.6813867008387247e-07,1.123369055629594e-06,0.0391763780833843,1.0534798412441888e-06,0.9608070077238551,1.3718373243995361e-06,1.9607112457894777e-07,3.8994806326386906e-07,4.535771192307587e-07,5.023700929818194e-06,1.9393614738825024e-06,5.137029816551614e-07,4.236660231703541e-07,7.524638125063297e-07,2.1573313281411173e-07,4.090244182814519e-07
5-9C-rep2,2.280853299505671e-06,2.451589408579932e-06,5.116492399833673e-07,2.143558492901935e-06,0.04945248670452166,0.0004965114943992307,0.946394966770468,2.617673624584951e-06,3.741334356664157e-07,7.440800319459212e-07,8.654939187088225e-07,9.58598311031085e-06,3.700595754631838e-06,0.0036273230540945405,8.084190120510528e-07,1.4358150492184707e-06,4.11651528699851e-07,7.80480609838495e-07
