,18_1,18_2,18_3,18_4,18_5,18_6,18_7,18_8,18_9,18_10,18_11,18_12,18_13,18_14,18_15,18_16,18_17,18_18
3-11B-rep2,2.5860629752462026e-06,2.7796459340056446e-06,5.801149754438887e-07,2.4303962271355456e-06,2.6726169213212943e-06,0.43209380779534384,0.1651201810902948,2.9679545121489465e-06,4.241976570734592e-07,8.436482178193565e-07,9.813089596594054e-07,1.0868720056780086e-05,0.29809502109921354,0.06046028505116917,9.165966421441666e-07,0.04074382225298758,4.66736189173107e-07,0.0034583647117232153
3-12A-rep2,3.087391775408227e-07,3.3185023247080526e-07,6.925748603651441e-08,2.9015477946460685e-07,0.0035591000117167026,2.7210310758943075e-07,2.578340385167083e-07,3.5433160129141947e-07,5.064317343127936e-08,1.0071961100581146e-07,1.1715434775513983e-07,0.012339892300492783,5.009173057924031e-07,0.9840978888320695,1.0942861644942277e-07,1.9435373484674407e-07,5.5721669794264804e-08,1.0564683911074902e-07
3-12B-rep2,2.749740508138428e-06,2.95557575209085e-06,6.168317100645722e-07,0.03120154941025647,0.0040765920043235515,0.065480506438852,2.296361303199277e-06,0.007157058648669768,4.51046046549294e-07,8.970445427516405e-07,1.0434181314234058e-06,0.2867638290306583,0.06657550171840688,0.5387298099324649,9.746100310211998e-07,1.7309832262717093e-06,4.962769345790074e-07,9.409281820775678e-07
3-12C-rep2,7.161338340188514e-07,7.697409223937639e-07,1.6064572499315587e-07,6.730265213892669e-07,0.006728746108248267,0.1598942815786003,5.980571692075594e-07,8.218874266882167e-07,1.1746902432370547e-07,2.336234803920922e-07,2.717445608883659e-07,0.3717253415946852,1.161899288521863e-06,0.46164502755303743,2.538243940192582e-07,4.508118678047548e-07,1.2924881560398337e-07,2.450523984256897e-07
3-1A-rep1,0.08397389686912413,3.5785181105358584e-06,0.6200355681226641,3.1288937947752706e-06,3.4407288850959896e-06,2.9342329857416306e-06,2.7803620008788533e-06,0.04631996495013213,5.461123590286628e-07,1.086113302940452e-06,0.24962723426539887,1.3992397767539871e-05,5.401658565409151e-06,1.4308050089180737e-06,1.1800271552004777e-06,2.095820017424712e-06,6.008764948676598e-07,1.1392462324459677e-06
3-1A-rep2,0.1799248691292369,1.9087122170440557e-06,3.9835020977808985e-07,1.6688913196604182e-06,0.01873847689318239,1.5650630161824316e-06,1.4829912145080215e-06,2.0380189317155747e-06,2.91285749955495e-07,0.005454738703504562,0.6567456311834932,0.1391206110531033,2.881140007575155e-06,7.631636661804706e-07,6.294036184820712e-07,1.1178697853187653e-06,3.204958788141417e-07,6.076518645214891e-07
3-1B-rep1,0.1539454891397824,2.651546357532001e-06,0.7281768989521171,2.3183917723413504e-06,2.5494497612491527e-06,0.02300003156245082,2.0601429162382426e-06,2.8311767623830125e-06,4.0464857006657003e-07,8.047688130457899e-07,0.09484481314365593,1.0367836682012363e-05,4.002424369901382e-06,1.0601723094723022e-06,8.743554199009335e-07,1.5529232385002524e-06,4.452267201337038e-07,8.441383010136064e-07
3-1B-rep2,0.6238088765638232,1.7182978615796555e-06,3.5861053725612534e-07,1.5024016507959285e-06,1.652135577609381e-06,0.044942798155532024,1.3350470594131126e-06,1.8347048554281334e-06,2.62226896641486e-07,5.215192736851441e-07,0.32521914303403515,0.006014308037879385,2.5937156317859486e-06,6.870299691715784e-07,5.666139096563857e-07,1.0063503782736082e-06,2.885230043030217e-07,5.470321246275469e-07
3-1C-rep1,0.05816399935274405,2.952348960508395e-06,0.8286495889856197,2.581399913933277e-06,2.8386700957014937e-06,2.420800856041089e-06,2.293854218304499e-06,3.1523573961637337e-06,4.505536106557882e-07,8.960651816990297e-07,0.11314750640918084,1.1544007806580689e-05,4.4564762725817066e-06,1.1804427280478202e-06,9.735459867509587e-07,1.7290934008798367e-06,4.957351172244925e-07,9.399009104417537e-07
3-1C-rep2,0.345780874215695,2.5037972653435593e-06,5.225450735763764e-07,2.1892066729643155e-06,2.407389681200164e-06,2.0530075016109505e-06,1.9453479232003073e-06,2.673418330108629e-06,3.8210079951266034e-07,7.599255987413046e-07,0.43904199629774343,0.21515340270294958,3.7794018436211913e-06,1.0010975375593373e-06,8.256347105030224e-07,1.4663914688123533e-06,4.2041785962446484e-07,7.971013456528331e-07
3-2A-rep1,3.7799397519948117e-06,0.03251134533271058,0.5020881178987822,3.5524081973190346e-06,3.906452023580196e-06,3.3313988888974536e-06,3.156700550184636e-06,4.33813458913007e-06,6.200319180248804e-07,1.2331252045133838e-06,1.4343381352699356e-06,1.5886352107111812e-05,0.46535197850286864,1.6244729849677643e-06,1.3397508557794685e-06,2.3795017339473526e-06,6.822087056801222e-07,1.2934499923467546e-06
3-2A-rep2,1.5087738521611722e-06,0.07392855118820553,3.3845359319354234e-07,1.4179539759831925e-06,1.5592715901859141e-06,1.3297374732056734e-06,1.2600061275336177e-06,1.731578931061329e-06,2.474875280558607e-07,4.922054813251546e-07,5.725202028711763e-07,6.341083254775841e-06,0.9260517281864449,6.484130764169217e-07,5.347654175027154e-07,9.497849788365791e-07,2.72305572146669e-07,5.162842943464804e-07
3-2B-rep2,2.158294069899596e-06,0.11558097878359869,4.841563114839825e-07,2.0283766539109935e-06,2.2305308523478254e-06,1.902183351621671e-06,1.8024329817206158e-06,2.477015712540014e-06,3.540297728595672e-07,7.040976816999321e-07,8.189875222085804e-07,9.070890488934821e-06,0.8579527776348812,9.275519294501269e-07,7.649794750420945e-07,1.3586630524955063e-06,3.8953187101097154e-07,0.02643877185979292
3-2C-rep2,2.485048848580445e-06,0.2064421390755985,5.574551221568231e-07,2.3354625945497133e-06,2.5682219136190197e-06,2.190164266149435e-06,2.0753121960236886e-06,2.852023331857455e-06,0.005028946213687138,8.10694500623807e-07,9.429780804433491e-07,1.0444177315547841e-05,0.7560807263730679,1.067978588471884e-06,0.032416995604242944,1.5643577496229783e-06,4.4850502118380607e-07,8.503538746831593e-07
3-3A-rep2,1.0261843883347128e-06,0.010569012688689169,2.3019738379844319e-07,0.1597432624343468,1.0605301521700147e-06,0.003449380206685929,8.56986363747609e-07,1.1777240596257556e-06,1.6832730580178677e-07,0.4255719119256135,3.8939652443676086e-07,0.39765436020102474,0.003005176118734282,4.410146525657371e-07,3.637178110400869e-07,6.459911246213705e-07,1.8520716447544405e-07,3.5114797492140427e-07
3-3B-rep1,3.2664262283996137e-06,3.510938624236704e-06,0.621073558697606,0.10788231019464838,3.3757515164290944e-06,0.22272511800512557,2.7278555079839645e-06,3.7487890109316996e-06,5.357991535215793e-07,0.04827525522945897,1.2394799951419813e-06,1.3728154574124208e-05,5.29964949357044e-06,1.4037845874725996e-06,1.1577426154820075e-06,2.056240941455794e-06,5.895290813299614e-07,1.1177318310153104e-06
3-3B-rep2,2.0229316982842653e-06,2.1743607652755082e-06,4.537913359836553e-07,0.410003442611735,2.0906379849458348e-06,0.3991118588888354,1.689389255897496e-06,2.321663980793166e-06,3.318259822153491e-07,0.15810965158682463,7.676228380000591e-07,8.501988750117418e-06,0.03275077554380775,8.69378378997576e-07,7.170020296036395e-07,1.2734513774152554e-06,3.6510148470950925e-07,6.922229351097291e-07
3-3C-rep1,3.3967234747761768e-06,0.3426881314450546,0.5864428993638877,0.006753781953218495,3.510409731948544e-06,2.993656394599801e-06,2.8366692500832603e-06,3.898327635476249e-06,5.571721004161921e-07,1.1081090187478032e-06,1.2889226639834457e-06,0.00013701376300855194,0.06395200615105506,1.4597813415591463e-06,1.2039247926573407e-06,2.1382640804537044e-06,6.13045306888141e-07,1.1623179840722812e-06
3-3C-rep2,1.1846270041853717e-06,0.7007287345653481,2.6573980294417955e-07,0.009846398358089392,1.2242757454653852e-06,1.0440550232099264e-06,9.893048464336142e-07,0.016181871498199007,1.9431700020125935e-07,3.8645944450232307e-07,4.4951925153752785e-07,0.12807929543969043,0.1451556679573627,5.091072058878341e-07,4.1987575114107224e-07,7.457319945515943e-07,2.1380310488084532e-07,4.053651354333626e-07
3-4A-rep1,3.2062552733042783e-06,0.11898711894576955,0.8807347793464726,3.01325636462132e-06,3.3135666762689094e-06,2.8257898156632142e-06,2.6776055835098135e-06,3.6797324336615695e-06,5.259291780338851e-07,1.045972806187965e-06,1.2166474895489205e-06,1.3475267744708143e-05,0.00023691316892355776,1.377925421071734e-06,1.1364157971009738e-06,2.0183628530796345e-06,5.786693449086435e-07,1.0971420527347212e-06
3-4A-rep2,2.1374569905738325e-06,0.5580278241126245,4.794820626829699e-07,2.0087938519983532e-06,2.2089963687215525e-06,1.8838188729611094e-06,1.7850315351136517e-06,2.453101560333795e-06,3.5061182042961863e-07,6.973000263427313e-07,8.110806719766912e-07,0.3131983965454273,0.12875482474796435,9.185969527385352e-07,7.575940412282609e-07,1.3455459475575541e-06,3.8577116638347547e-07,7.314121148730509e-07
3-4A2-rep1,1.7958341811424091e-06,0.5637108214723088,4.0284800171795607e-07,1.6877348541730848e-06,1.8559396528042541e-06,1.5827342201802644e-06,1.4997357417299914e-06,2.0610303043704847e-06,2.94574671779027e-07,5.858528276078189e-07,6.814482821517073e-07,0.27229055750079273,0.15295121073326054,0.010967365842317962,6.365102458984553e-07,6.60215808310883e-05,3.2411461364873275e-07,6.145128918070326e-07
3-4B-rep1,3.3449931974638343e-06,0.0610423194823941,7.503609406193856e-07,0.21067739334319452,3.456948073894201e-06,0.030945350774447666,2.7934682983308155e-06,0.01305766510140732,5.486866680637309e-07,0.5095837858607053,1.2692930628878132e-06,0.17321899227499882,0.0014558522483681783,1.4375496544126928e-06,1.1855896635690145e-06,2.105699464973435e-06,6.037089555584398e-07,1.1446165043705388e-06
3-4B-rep2,3.273767869788091e-06,0.0447190621177738,7.343834181804113e-07,0.15627088803673966,3.3833388780644965e-06,0.027683935897951772,2.7339866542272438e-06,0.0001220523028774637,5.370034192745311e-07,0.5148212912489917,1.2422658586503644e-06,0.2557677394029954,0.0005967870013378108,1.406939743079143e-06,1.1603447655104168e-06,2.0608625623175242e-06,5.908541108272061e-07,1.1202440525375521e-06
3-4B2-rep1,2.542349928639018e-06,0.060266738403242676,5.703091071406661e-07,0.20164795730973445,2.6274408257802548e-06,0.04180120806345239,2.123165432534035e-06,0.038586579999449,4.170273088909888e-07,0.5591883338921841,9.6472158158693e-07,0.0984908895087358,4.124863863339718e-06,1.092604392762945e-06,9.011031169974241e-07,1.6004292291444371e-06,4.5884679862621155e-07,8.699616161885914e-07
3-4C-rep2,2.8163402617212743e-06,0.28983342877740526,0.536410760606063,2.6468120892398873e-06,0.00010467689415015086,2.482143482235136e-06,2.351980041213866e-06,3.2322375238084125e-06,4.6197055214020035e-07,9.187713003577762e-07,1.068690112627086e-06,0.1278303001649746,0.04579940111860972,1.2103549188128787e-06,9.98215454046853e-07,1.772908293740633e-06,5.082969493600342e-07,9.63717818001412e-07
3-4C2-rep1,7.201928384763778e-05,0.5786514289181828,4.3506017590581887e-07,1.8226880098886576e-06,2.0043426512635795e-06,1.7092914084401495e-06,1.61965627935796e-06,0.03399095442524754,3.181291901040848e-07,6.326982711767994e-07,7.35937644568997e-07,0.25544921439265156,0.12958079442023268,8.33493018714276e-07,6.874063129654464e-07,0.002243776175670942,3.5003117857436553e-07,6.636500259796236e-07
3-5A-rep1,1.859671855014138e-06,1.9988799034882955e-06,4.171682990057541e-07,1.7477298516700767e-06,0.9112714836348036,1.638996692536826e-06,1.5530478137351197e-06,0.05624670498752948,3.050461072964969e-07,6.066785152678382e-07,7.0567216298283e-07,7.81583936009807e-06,3.017245244648196e-06,7.992155662748519e-07,6.591366854218588e-07,1.1706780250251208e-06,0.03245688001420722,6.363573772217132e-07
3-5A-rep2,0.01202829079900956,1.5288618907410125e-06,3.1907505461539794e-07,1.3367674370360036e-06,0.8883964293786185,0.00046382546385674496,1.1878630690991758e-06,0.06167788070052093,2.3331735315895074e-07,4.640237066297407e-07,5.397399190709042e-07,5.97801744914963e-06,5.370464165050829e-05,6.112874613588679e-07,5.041468261160733e-07,8.954039788310578e-07,0.0373657837883376,4.867238603121397e-07
3-5B-rep1,2.9283926471121593e-06,3.1476011190107976e-06,6.56907602340118e-07,2.7521195381699036e-06,0.1653922146452139,2.580899339915805e-06,2.44555714821041e-06,0.11269656971527771,4.803507539401123e-07,9.553260154371442e-07,1.1112095759146403e-06,0.17016318058836838,0.25068100644503927,1.2585107321092752e-06,1.0379309757401137e-06,1.843446149586044e-06,0.30104482829370466,1.0020607987195013e-06
3-5B-rep2,2.0302033936885323e-06,2.182176792478742e-06,4.554225489282977e-07,1.907996330935691e-06,0.1524438470174892,1.789292362768617e-06,1.6954619889010608e-06,0.12229318436802872,3.330187745730636e-07,6.623108142728339e-07,7.703821597646199e-07,0.2087172791909378,0.2388629350726076,8.725034745054905e-07,7.195793881807685e-07,7.463786961371358e-05,0.2775940034220721,6.94711221956109e-07
3-6A-rep2,3.2313379633954996e-06,3.473223783537315e-06,7.248653885188632e-07,0.00035332257714762585,0.06679115542803896,0.24053239480990124,2.698552621506724e-06,0.08605724059462791,5.300435474331e-07,1.0541555020449981e-06,1.2261653817095056e-06,1.3580685416080396e-05,0.08127153624053755,1.3887049982917159e-06,1.1453060328506918e-06,0.52496360838776,5.831963031843878e-07,1.1057250480825714e-06
3-6C-rep2,2.4302738104905014e-06,2.6121949776598917e-06,5.451677880197026e-07,2.2839847120738114e-06,0.12549168699823407,0.013174553580905754,2.0295685058541137e-06,0.11776414968491171,3.986432141540992e-07,7.928253057480832e-07,9.221931126533711e-07,0.11232697766124188,0.029071064824803688,1.0444383800384729e-06,8.613791835345498e-07,0.602156376351251,4.3861914725705906e-07,8.316105144058317e-07
3-7A-rep2,0.24953308806645372,0.25083706493704316,8.09349455129049e-07,3.390775872790946e-06,3.728710929044597e-06,0.027772134505610283,3.0130726731432255e-06,4.1407522110897395e-06,5.918208581957753e-07,1.1770187881983636e-06,1.3690766579605636e-06,0.04329822904883646,0.13702543767306818,0.0018267400701903298,0.28968492811796354,2.2712359111269955e-06,6.511686413666816e-07,1.234598836367095e-06
3-7B-rep2,0.038364809187868505,0.08000422904475309,7.536402368280798e-07,3.157381666975547e-06,3.4720559454513427e-06,0.027074490237960488,2.8056765697158666e-06,3.855735562970741e-06,5.510845888681603e-07,1.096002119563392e-06,1.2748402438557005e-06,0.03958953929476133,0.04941402671749408,1.4438321657700056e-06,0.7655306243999244,2.1149019859181377e-06,6.06347339810535e-07,1.149618812406579e-06
3-7C-rep2,2.048385975204196e-06,2.2017204537366154e-06,4.5950133120484355e-07,1.9250844211864884e-06,2.116944200945748e-06,0.15092217116923579,1.7106466132178854e-06,2.3508771657624163e-06,3.3600130382788863e-07,6.682424959982507e-07,7.772817327146404e-07,0.4703857178395488,0.1963700377988498,8.803176499704784e-07,7.260239695085621e-07,0.1823048015364619,3.696955074852441e-07,7.009330830082246e-07
3-8A-rep1,2.3061318376724688e-06,2.4787602031450786e-06,5.173198128535014e-07,0.0018354339832974817,0.0020023105907272624,0.2689922508402487,1.9258951513545133e-06,2.646685118941748e-06,3.782799304607185e-07,7.523266190853807e-07,8.75086127493997e-07,0.5501563531986213,0.1033333174360191,0.010583939578866608,8.173786636232634e-07,0.063082491164299,4.1621383390462465e-07,7.891306220459982e-07
3-8A-rep2,1.7369966361053304e-06,1.8670216785699115e-06,3.896493513675662e-07,1.6324390052936045e-06,1.795132851121426e-06,0.2327342977666965,1.4505993736987174e-06,1.993504045749525e-06,2.849234185065475e-07,5.666583259709546e-07,6.591217531143577e-07,0.6293523524673235,0.08825046390654585,7.464944669670663e-07,6.15656037501671e-07,0.04964823978756679,3.134955329017557e-07,5.943793904363432e-07
3-8B-rep1,0.04119992495185665,0.03555742946200194,4.2204632054356057e-07,0.04731833301790611,0.024204095374493303,1.6581617661669242e-06,1.5712078721640528e-06,0.023932375958287955,3.086130645292559e-07,6.137725127529159e-07,7.139237104227117e-07,7.589080151925996e-05,3.0525264185133154e-06,8.08560933012762e-07,0.8277006338951788,1.1843669669545998e-06,3.395607761277078e-07,6.437984148058915e-07
3-9A-rep2,5.480720327008871e-07,5.890986460197057e-07,1.22945495463616e-07,2.0319243154518835e-05,0.6010370801562561,4.830358896095999e-07,0.21117223753404374,6.290074441371172e-07,8.990147355443681e-08,1.7879688083802957e-07,2.079717320793087e-07,0.08842788694715685,8.892255533860571e-07,0.09775357936790834,1.9425705778836822e-07,0.0015846779788151668,9.891679142531979e-08,1.8754366815722879e-07
4-10A-rep1,1.7488514429556822e-06,1.879763891723814e-06,3.923086644046856e-07,1.6435802180630934e-06,1.8073844311063372e-06,1.5413266179268102e-06,0.9999738847014212,2.0071094868462585e-06,2.868679888202302e-07,5.705257053687591e-07,6.636201850120474e-07,7.350082707313657e-06,2.8374434369304646e-06,7.515892078184898e-07,6.198578207746656e-07,1.1009157060594038e-06,3.1563510468545894e-07,5.984359629840319e-07
4-10A-rep2,1.4688152132662773e-06,1.5787652019466177e-06,3.294899271718066e-07,1.3804006270735904e-06,1.5179755600869966e-06,1.294520466070558e-06,0.9999780664343983,1.6857194822611144e-06,2.409330237142001e-07,4.791698225601332e-07,5.573574745313446e-07,6.173144861876794e-06,2.383095547499647e-06,6.312403875224539e-07,5.20602593709832e-07,9.246307021086497e-07,2.650937822479439e-07,5.026109279534017e-07
4-10B-rep1,1.468036060323062e-06,1.577927724541269e-06,3.2931514477290645e-07,1.3796683748462943e-06,1.5171703293713228e-06,1.293833770138979e-06,0.8309193423210047,1.6848252695077495e-06,2.408052175253418e-07,4.789156404314518e-07,5.570618167026525e-07,0.162381064795148,2.3818314021578594e-06,6.309055375009043e-07,5.203264330059728e-07,9.241402192171134e-07,2.649531596571639e-07,0.006684343167747704
4-10B-rep2,1.8072095453222893e-06,1.9424904623883125e-06,4.0539976444571727e-07,1.6984254840802865e-06,1.867695743465753e-06,1.592759743885942e-06,0.8875227468153095,2.0740855020853812e-06,2.96440598045963e-07,5.895637989991821e-07,6.857647844549979e-07,0.10011575937149808,2.9321271879253406e-06,7.766692797160659e-07,6.405420969052749e-07,1.137652589417911e-06,3.2616765496234116e-07,0.012342720818956354
4-10C-rep1,2.1862564672349812e-06,2.3499114128358403e-06,4.904289373244359e-07,2.054655868932474e-06,2.2594291340194635e-06,1.9268276331515152e-06,0.9983083803360615,2.509107399454234e-06,3.5861650703787857e-07,7.132198209918835e-07,8.295981497537806e-07,9.188411010153303e-06,8.254581470117029e-05,9.395690942851736e-07,7.748903858548812e-07,0.0015813502381437903,3.945785627958919e-07,7.481107097859931e-07
4-10C-rep2,1.7422455373935653e-06,1.8726634928890115e-06,3.9082680383917196e-07,1.6373719516331336e-06,1.8005574299254074e-06,1.5355045922084945e-06,0.9994073910045942,1.999528067751834e-06,2.8578440744996916e-07,5.683706687327961e-07,6.611135042479597e-07,7.322319370162387e-06,2.8267256121216675e-06,0.0005043863872935602,6.175164428134496e-07,1.0967572366734686e-06,3.1444286179825455e-07,6.355088013271869e-05
4-11A-rep1,1.1068313959348019e-06,0.0994675175546115,2.4828841146535245e-07,1.0402062418835762e-06,1.143876365788577e-06,0.030316808432385985,0.7819734384149482,1.2702804483870182e-06,1.815560136876364e-07,3.610802766773331e-07,4.199988848143743e-07,0.07983367890960573,0.008400641328759723,4.756736402111609e-07,3.923021019381766e-07,6.967590487187863e-07,1.997624469089264e-07,3.787444124858057e-07
4-11A-rep2,1.1144532082239235e-06,0.09056822748124112,2.499981638925999e-07,1.0473692630507825e-06,1.1517532754733082e-06,0.02786776054806519,0.8488503824701609,1.2790277961472164e-06,1.8280623649607026e-07,3.635667313444547e-07,4.22891062135557e-07,0.01889127204027507,0.011559272584022139,4.789492025144066e-07,8.09348253461689e-05,7.015570393608898e-07,2.0113804203420706e-07,0.002174956540868683
4-11B-rep1,2.4695262137628683e-06,2.6543856683740638e-06,5.539730287189532e-07,2.3208743368556987e-06,2.5521797457081636e-06,0.05523829075595641,0.9326803602078366,2.8342084238338473e-06,4.0508187309706457e-07,8.056305701143565e-07,9.370878524133998e-07,1.0378938698394749e-05,0.003216446312488185,1.0613075559763616e-06,8.752916912267164e-07,1.5545861292038e-06,4.457034747829525e-07,0.008835053948456392
4-11B-rep2,1.1659116789521537e-06,0.017864086233007035,2.6154151367511833e-07,1.095730217253821e-06,1.2049340297434128e-06,0.05152518985939154,0.9304270770036023,1.3380852908207924e-06,1.9124708381047885e-07,3.8035396643390483e-07,4.4241752334680263e-07,0.0001734173930622418,1.8916463458395654e-06,5.010640776262781e-07,4.132423456789448e-07,7.339505504636749e-07,2.1042533733918062e-07,3.989609758784655e-07
4-11C-rep1,1.938480140429994e-06,0.10647123040049951,4.3484685787938e-07,1.821794312348372e-06,2.003359885103049e-06,0.012469805909046398,0.8250674611717006,2.2247412126352367e-06,3.1797320549610663e-07,6.323880475479468e-07,7.355768007717115e-07,0.05597449462342552,3.145108622140706e-06,8.330843417181972e-07,6.870692649749284e-07,1.2202884590796539e-06,3.498595518331909e-07,6.633246261346636e-07
4-11C-rep2,2.2846191232233386e-06,0.09477325104118692,5.124940031443622e-07,2.147097634772448e-06,2.361083927942478e-06,0.004872638020705996,0.8472429124868378,2.6219955585833857e-06,3.7475115209995856e-07,7.453085520935134e-07,8.669229003655021e-07,0.0530911535913289,3.706705657125485e-06,9.818415874640502e-07,8.097537596606668e-07,1.438185664798045e-06,4.1233118972431414e-07,7.817692294934051e-07
4-12A-rep1,7.676204763819773e-07,0.0025249263396842723,1.7219539433843912e-07,7.214139514499387e-07,7.933122642289367e-07,6.765319475698784e-07,6.410546567175302e-07,8.809772531849943e-07,1.259144926939944e-07,2.5041990588015227e-07,2.9128171212456304e-07,0.09112050783664766,0.00016766969313369723,0.8838795682252129,2.7207316984453593e-07,4.832231131727612e-07,1.3854119536422344e-07,0.022301113345788402
4-12C-rep1,1.5712202774372493e-06,1.688835924496338e-06,3.524618005776418e-07,1.4766414703875507e-06,1.6238080591220506e-06,1.3847737873878119e-06,1.3121563410183766e-06,1.803247003896276e-06,2.5773075397428705e-07,5.125773036270984e-07,5.962161597015709e-07,0.034696029668932225,2.5492437806218874e-06,0.9652864741954653,5.568987469188366e-07,9.890954935464555e-07,2.8357598854403635e-07,5.376527111983094e-07
4-12C-rep2,1.6914101488761124e-07,3.685248641790357e-05,3.794232261058512e-08,1.5895965735234706e-07,1.7480206120465805e-07,0.00034852056950067996,1.4125292194742976e-07,1.9411856676744134e-07,2.7744576569532687e-08,5.517867010044693e-08,6.418234781745636e-08,7.108668112608905e-07,2.744247171718018e-07,0.9996123635001417,5.99498495507756e-08,1.0647559607115091e-07,3.052680212244238e-08,5.787802419243516e-08
4-1A-rep1,1.5264238194301126e-07,1.6406861719383835e-07,3.4241289752093674e-08,1.4345415124314936e-07,1.577512291064146e-07,1.3452930336660733e-07,1.2747459554261657e-07,1.7518353209855322e-07,2.5038269141211842e-08,4.9796340894468355e-08,0.8397138716637054,0.16028442092722617,2.4765632700604755e-07,6.559983547269338e-08,5.4102122058543995e-08,9.608957717264376e-08,2.754910624231968e-08,5.223239011991779e-08
4-1A-rep2,1.1744716664378075e-06,1.2623882030204165e-06,2.634617209467789e-07,1.1037749406378214e-06,1.2137805147746906e-06,1.035104753335715e-06,9.808239281231757e-07,1.3479093568722257e-06,1.9265119758139227e-07,3.8314648086837657e-07,0.825219640924902,0.17476722180910234,1.9055345925566943e-06,5.047428316103247e-07,4.1627632275577893e-07,7.393391297535781e-07,2.1197025560941075e-07,4.0189010080485203e-07
4-1B-rep1,0.04400076640973601,2.182143613034193e-07,4.554156243439741e-08,6.621364943832759e-05,2.0981211576627113e-07,1.789265157032154e-07,1.6954362098316292e-07,2.3299740816733411e-07,3.330137111070774e-08,6.623007440049198e-08,0.7506505688175162,0.20528057405096775,3.293875949263805e-07,8.724902083114999e-08,7.195684471587162e-08,1.2780095346248545e-07,3.6640831902943586e-08,6.947006590482156e-08
4-1B-rep2,0.049795240870926794,2.3035080084254264e-06,4.807444989286192e-07,2.0140828385239595e-06,2.2148124717615233e-06,1.8887788107993613e-06,1.789731374137754e-06,2.459560371966279e-06,3.515349520850276e-07,6.991359591040561e-07,0.6585396990229652,0.2861450821163201,0.005501626282847978,9.210155418340086e-07,7.595887230976572e-07,1.349088657716258e-06,3.8678686966180834e-07,7.333378619159247e-07
4-1C-rep1,0.03899888224904537,1.812528984341754e-06,3.7827666983741035e-07,1.584793067068763e-06,1.7427383735007864e-06,1.486196847183752e-06,1.4082607822266202e-06,1.935319715243608e-06,2.766073689923227e-07,5.501192898990077e-07,0.9323382886839582,0.028645652962685862,2.7359544959396335e-06,7.247065599500433e-07,5.976869069948442e-07,1.0615384385960522e-06,3.043455501177347e-07,5.770312606581311e-07
4-1C-rep2,0.02899519574652909,5.518117334445814e-07,1.1516367832342887e-07,4.824791311173205e-07,5.305644715916646e-07,4.5246220367734934e-07,4.2873511546338475e-07,5.891945100264886e-07,8.421117294443167e-08,1.674799584353773e-07,0.9279042331185351,0.043095341990477834,8.329421521379013e-07,2.2063182798145588e-07,1.819615857485064e-07,3.2317793038353675e-07,9.265586759022354e-08,1.756731191314502e-07
4-2A-rep1,1.611288807088173e-06,0.42531843664487334,3.614501176901844e-07,1.5142980952349028e-06,1.665217657953389e-06,1.4200876452577415e-06,1.345618342503297e-06,0.00011829460005691283,2.643032839408792e-07,5.256488119214491e-07,6.114205872515561e-07,0.10020801065501733,0.4514613039949611,6.924700682634757e-07,5.711005200717871e-07,1.0143189473675854e-06,2.908076116769809e-07,0.022882066074595135
4-2A-rep2,2.9654194553972788e-06,0.48894303315660553,6.652135895433271e-07,2.78691753652509e-06,3.0646702308382944e-06,2.613532417709008e-06,0.0036456837451642496,3.403331681133062e-06,4.864243435911766e-07,9.674052266242988e-07,1.125259790107247e-06,0.00022676939138832115,0.50373179240934,1.2744234327672724e-06,1.0510546500157665e-06,1.866754815939914e-06,5.352029665016754e-07,0.003429915687365249
4-2B-rep1,1.3753783711704889e-06,0.4461922886845757,3.0852983769340077e-07,1.292588168259263e-06,1.421411444034774e-06,1.2121711662501771e-06,1.1486049899855363e-06,1.578484546471222e-06,2.2560637085200414e-07,4.486880338073764e-07,5.219018761222806e-07,0.2752346407421751,0.2169350547525435,5.91084820041463e-07,4.874851110586599e-07,5.056405277228779e-05,2.4823017296015937e-07,0.061576591603024707
4-2B-rep2,3.820116150265092e-06,0.41701377323216754,8.569422353269861e-07,3.5901661976889555e-06,3.947973101327606e-06,0.0052487714261357475,3.1902526348328906e-06,4.3842439544740525e-06,6.26622141920832e-07,1.2462319026578464e-06,1.4495834947089174e-06,0.24089055675752,0.25634083946935454,1.641739258481498e-06,1.3539908615722432e-06,2.4047930919107805e-06,6.894597970892889e-07,0.08047685699999996
4-2C-rep1,1.3591668032310312e-06,0.5415644331290289,3.0489320029240704e-07,1.2773524474229371e-06,0.21589972930402299,1.1978833196271474e-06,1.1350663971000716e-06,0.00019800967391552882,2.2294715133444755e-07,4.433993534731788e-07,5.157502251294805e-07,0.026870221772906207,0.21540940535463815,5.841177105398577e-07,4.959418786679885e-05,8.556061676128953e-07,2.4530428696549865e-07,4.650905587342687e-07
4-2C-rep2,4.314074820497832e-05,0.578597760910656,2.6060827739516766e-07,1.0918204165594284e-06,0.22740142602522934,1.0238939672942595e-06,9.702010349646873e-07,1.3333107151845382e-06,1.9056467315016432e-07,3.7899678181066306e-07,4.4083888262597994e-07,4.686161231923735e-05,0.19339912292031955,4.99276173406982e-07,4.117678082566427e-07,7.313316573030531e-07,2.096744945522504e-07,0.0005041454983883963
