,15_1,15_2,15_3,15_4,15_5,15_6,15_7,15_8,15_9,15_10,15_11,15_12,15_13,15_14,15_15
5-11A-rep1,4.514705705583938e-06,0.020166778006331428,5.947519642432597e-07,0.0023407537315728788,0.14262817270813616,1.7674919482594255e-06,1.3443259617344966e-06,8.754561673478036e-07,0.005946724030739733,2.3296569477016767e-06,1.5544139487372336e-06,3.6168874558747437e-07,0.8288990128972704,2.6945588474802807e-06,2.5215757126847216e-06
5-11B-rep1,0.022621625686610258,1.465752134574348e-06,4.147000850624246e-07,0.07994775717914103,0.05917116794174161,0.04693627180082712,0.06989407126221768,0.006996716152123512,0.02105936188375445,1.6243896488974102e-06,1.0838393742570233e-06,2.5219312012208643e-07,0.665651820707691,1.8788231909037278e-06,0.0277144876883395
5-11C-rep1,3.9711836237266575e-06,0.06769403120132136,5.231502150097751e-07,2.4807645546655794e-06,0.20291769352518574,0.007627635983240897,1.1824835531555706e-06,7.700606466468305e-07,3.9376251170034065e-06,2.049191270246336e-06,0.00017273989219917306,3.1814530492800716e-07,0.7215680786257903,2.370162900108112e-06,2.2180050770120498e-06
5-11C-rep2,3.5447388678775547e-06,0.06470787563897272,4.6697183424205543e-07,2.2143681512072314e-06,0.0783317125847531,0.019122612674328535,0.00795548506997292,6.873678387680193e-07,0.006428246357525088,1.8291392772568368e-06,1.2204542001585975e-06,2.8398133525559876e-07,0.8234397251844625,2.11564343311084e-06,1.979825047288101e-06
5-12A-rep1,2.0376641582886157e-06,0.35679087576531965,2.6843494119922787e-07,1.2729114282182614e-06,0.5022382584096143,7.977385964665261e-07,0.024446102668768375,3.951277825597737e-07,0.011081633704304915,0.020181775616877954,0.039526782203970004,1.6324434889043155e-07,0.04295737894845632,1.2161603311416477e-06,0.0027710414011018324
5-12A-rep2,3.3879662703813637e-06,0.3486260374618153,4.463191458098827e-07,2.1164336460668127e-06,0.4352612649464031,1.3263772866672499e-06,0.037210035895225646,6.569677315850808e-07,3.3593362447679806e-06,0.04627544988826309,0.06886345233924045,2.714217382788223e-07,0.05044367730722244,2.0220752102467565e-06,0.013306495264556188
5-12B-rep1,3.877165369335392e-06,0.000169120636404894,5.107645701592665e-07,2.422032152670401e-06,0.2939852855137632,1.5178970722044503e-06,1.1544881114817507e-06,0.019409331916555063,3.844401364332798e-06,0.4137728502937906,0.09737886603579858,3.106131762111692e-07,0.17526642869932801,2.3140490057115627e-06,2.165493537549177e-06
5-12B-rep2,3.843723445670978e-06,0.0009140867728086571,5.063590449524114e-07,2.4011412680558398e-06,0.21431898931979732,1.5048046726847986e-06,1.1445302428798595e-06,7.453445729430494e-07,3.8112420418086153e-06,0.4798702334321827,0.14348076904298082,3.0793402762231355e-07,0.16139721544801064,2.2940895139610255e-06,2.1468153892939443e-06
5-12C-rep1,3.78718644332307e-06,0.5470099777331462,4.989110526818952e-07,0.00899114735538627,0.09267810563782648,1.4826706283095344e-06,0.028111499032824082,0.00016416677285919162,0.004825010731949259,0.1030460770843966,0.15583408922075234,3.034046521121448e-07,0.059329478674073705,2.2603459457594153e-06,2.115238063708323e-06
5-12C-rep2,3.0787310083053563e-06,0.49862380513166504,4.0558154483945655e-07,0.016675812848518583,0.06404807095557641,0.05394223458883401,0.030625072525087192,0.0038535276658441774,0.003723123698735555,0.12661686182513765,0.10814883791585818,2.46647828011903e-07,0.09373536482521776,1.8375111066886452e-06,1.7195480376119047e-06
5-1A-rep1,1.8643033174796565e-06,8.680593564482496e-07,2.4559697404968236e-07,1.1646143888982055e-06,0.00016678192513887486,0.9998206700658576,5.551261840026165e-07,3.6151101390194285e-07,1.8485490131357262e-06,9.620089235978258e-07,6.418799519497494e-07,1.4935581016051396e-07,1.7330526057112016e-06,1.11269157417912e-06,1.0412598900123047e-06
5-1A-rep2,0.00021392738087665708,4.59514961088412e-07,1.3000894827702893e-07,0.001725434510868947,3.11130120164402e-06,0.9980524877911899,2.9386099573287463e-07,1.9136907891400288e-07,9.785459041840602e-07,5.092480022362547e-07,3.397848764057471e-07,7.906282996020948e-08,9.17406850996865e-07,5.890132070050488e-07,5.512002080130257e-07
5-1B-rep1,1.8403910553595293e-06,8.569252975895865e-07,2.4244685402129263e-07,1.1496766026082288e-06,0.33289602052063777,0.63119361347632,5.480059248167014e-07,3.568741363924275e-07,1.8248388217041294e-06,0.012311097315037125,0.020371942492085897,1.4744011583747304e-07,0.003218233273046085,1.0984197696228754e-06,1.027904295355739e-06
5-1B-rep2,1.5753374952428e-06,7.335107112065657e-07,2.075296000983807e-07,9.840999032340367e-07,0.2948776536526431,0.6780208462486659,4.690819804111186e-07,3.054770378850577e-07,1.5620250979994099e-06,0.014515007413646995,5.423889697938711e-07,1.2620575507868811e-07,0.012578166938128611,9.402250915987177e-07,8.798652728067557e-07
5-1C-rep1,2.6296159630719772e-06,1.224405234495976e-06,3.4641665730462137e-07,0.007094052063673071,0.16988567935952062,0.7788610563124369,7.830102866232985e-07,5.099144136416835e-07,2.607394380456387e-06,0.04414451280966518,9.053772270838398e-07,2.1066766276347684e-07,2.444485698272857e-06,1.5694610946638674e-06,1.4687060859734841e-06
5-1C-rep2,3.3036805495269645e-06,1.5382640715406386e-06,4.3521563180368475e-07,2.0637810748004624e-06,0.12397256034426679,0.8376546378240075,9.837238175931013e-07,6.40623708529475e-07,3.275762780811768e-06,0.03835227060016488,1.137457779807244e-06,2.646693166073369e-07,3.071094779005883e-06,1.9717700852496665e-06,1.8451879655971138e-06
5-2A-rep1,1.3464544673126257e-06,6.269378954720562e-07,1.7737732898244777e-07,8.411186269562939e-07,4.244894710105167e-06,5.271323503389214e-07,4.0092839151464416e-07,2.6109384405807627e-07,1.3350762472212919e-06,6.94791024951892e-07,4.6358450402241726e-07,1.0786914120905379e-07,0.9999874170946242,8.036184491802485e-07,7.520283944116406e-07
5-2A-rep2,5.178582851110129e-06,2.4112585408718794e-06,6.822088799464376e-07,3.2350165587098255e-06,1.632624012484688e-05,2.0273975956861663e-06,1.5420060189371658e-06,1.00418999393883e-06,5.1348212112837615e-06,2.6722276722081613e-06,1.7829869638016338e-06,4.1487424817573314e-07,0.9999516050341264,3.0907875615479628e-06,2.892367652521426e-06
5-2B-rep1,2.1112750472949854e-06,9.830546572849359e-07,2.7813218918863325e-07,1.3188955230340678e-06,6.656103490619301e-06,8.265570094722855e-07,6.286659737157273e-07,4.09401826310815e-07,2.093433707134846e-06,1.089450100004642e-06,7.269123608826052e-07,1.6914157272793723e-07,0.9999802696824979,1.2600942850198989e-06,1.1791997594597902e-06
5-2C-rep1,2.2105676737791848e-06,1.0292874202896454e-06,2.912126618677958e-07,1.380922780310702e-06,0.003107304155629043,0.19703908016403443,6.582319441900422e-07,4.2865587029428897e-07,0.06687403334392678,1.140686608479239e-06,7.610988292105186e-07,1.7709624970161845e-07,0.7329689505630665,1.319356137869275e-06,1.234657167255289e-06
5-3A-rep1,2.9915738109854955e-07,1.3929405224908333e-07,3.940997522965205e-08,1.8688106560014028e-07,0.08874970210021878,1.1711909852730312e-07,0.9112482563302016,5.8010242830760127e-08,2.9662935017977655e-07,1.5436976777256668e-07,1.029999376198853e-07,2.39665362393258e-08,2.7809609840284894e-07,1.7854921684731722e-07,1.6708685696068015e-07
5-3B-rep1,1.3925763462143489e-06,6.4841322523317e-07,1.8345326833713525e-07,8.699305715086338e-07,4.390300681508564e-06,5.451889092629206e-07,0.9999861062015434,2.700374355050761e-07,1.380808372958753e-06,7.185906173575628e-07,4.794642748385164e-07,1.1156412502681826e-07,1.294536164169486e-06,8.311458507345382e-07,7.777886138470131e-07
5-3B-rep2,4.661929264768173e-05,9.61461551618869e-07,2.72022927912285e-07,1.289925566805965e-06,6.509900077683778e-06,8.084014240098689e-07,0.9999348440027641,4.004091860441733e-07,2.0474507753537025e-06,1.0655199848752564e-06,7.109455015608058e-07,1.6542632472481377e-07,1.9195270864217134e-06,1.232415916534478e-06,1.1532982647476447e-06
5-3C-rep1,1.217619255825913e-06,5.669494752818153e-07,1.6040501670068693e-07,7.606363686846025e-07,3.838722855807886e-06,4.766938026671609e-07,0.9999615791620764,2.361111347027136e-07,1.2073297583222321e-06,6.283100923902392e-07,4.192265186113715e-07,9.754770520216373e-08,1.1318964056374695e-06,7.267243875032841e-07,2.695266514613551e-05
5-3C-rep2,1.6104818791764356e-06,7.498746853593578e-07,2.1215940162692692e-07,1.0060543002649915e-06,5.077279756277857e-06,6.304981852397148e-07,0.9999839321479875,3.122919599793785e-07,1.596872494143945e-06,8.310331932224503e-07,5.544891872097379e-07,1.2902129366931636e-07,1.4971007083389212e-06,9.6120068045061e-07,8.994942875739232e-07
5-4B-rep1,1.9466010156119984e-06,0.8054703469700717,2.5643859270853984e-07,0.01108970391764233,6.136944512018282e-06,0.11248171124047825,0.06342337022937083,0.007266697187023361,1.930151254165661e-06,1.004475790042018e-06,6.702150635313652e-07,1.559489644308815e-07,0.00025382064484778816,1.1618101668606957e-06,1.0872252065474898e-06
5-4C-rep1,2.5756892909826366e-06,0.8730398401926313,3.393125410583357e-07,0.040293990107977,0.01479125592252669,1.0083736083614803e-06,7.669527559563539e-07,4.994573781793799e-07,2.5539234159744866e-06,1.329094927369667e-06,8.868102646346655e-07,2.063474098713389e-07,0.07186177195310069,1.5372754770689535e-06,1.4385866949269737e-06
5-4C-rep2,3.210980038248519e-06,0.8938956497754117,4.2300358194603435e-07,0.03776144737687021,1.0123084374192721e-05,1.257087777971109e-06,9.561207550449618e-07,6.226479555995256e-07,3.1838456356593313e-06,1.6569146347202545e-06,1.1055409778752672e-06,2.5724275686543636e-07,0.06831639652413814,1.9164426732054365e-06,1.7934124185212387e-06
5-5A-rep1,3.094559984667647e-06,1.4408930797873858e-06,4.0766680031287283e-07,0.03125093951953567,0.006085951737012358,0.006210949955896443,0.020700049608732042,0.9104283819391736,3.068409390313231e-06,1.5968401128436617e-06,0.025307418910221032,2.479159422540627e-07,2.8766967234753117e-06,1.8469584795818137e-06,1.7283889156125342e-06
5-5A-rep2,2.774774434787639e-06,1.2919941125283638e-06,3.6553934033413964e-07,0.04047477415428367,8.74788238734425e-06,1.0863147659120584e-06,0.0414318088034202,0.8969334136104709,2.751326189793633e-06,1.43182589560883e-06,0.021135546174916527,2.2229681180885005e-07,2.5794247209571994e-06,1.656097537824355e-06,1.5497807120152056e-06
5-5B-rep1,1.6312282974120629e-06,7.595346598352769e-07,2.1489246415664845e-07,0.009363432927679808,5.142685875207236e-06,0.09165374324497026,4.857243622800799e-07,0.7964742427937495,1.6174435946703422e-06,8.417386612051751e-07,0.012882680024124037,1.3068336124944595e-07,0.0896131924135396,9.735829814145895e-07,9.110816794793255e-07
5-5B-rep2,3.412664127512182e-06,1.5890091480967274e-06,4.495727574512762e-07,0.01487642619020298,1.0758922974317415e-05,0.0715010379895012,1.0161754241523142e-06,0.8264076184070687,3.383825392535771e-06,1.7609866984237301e-06,1.1749808443990264e-06,2.7340036934513873e-07,0.08718715500158986,2.0368158896587808e-06,1.9060580114539481e-06
5-5C-rep1,3.7268861456764256e-06,1.7353176164195063e-06,4.909672966967735e-07,2.328154002808881e-06,0.11436201471475047,1.4590632666079137e-06,1.1097400647543233e-06,0.4971268402865892,3.6953920759917036e-06,1.9231300485056135e-06,0.11314532190268092,2.9857378595238804e-07,0.27534474995654135,2.2243562908128046e-06,2.081558843858981e-06
5-6A-rep1,4.0957649818176076e-05,4.319141593804137e-07,1.2219995073501144e-07,5.794689511111679e-07,0.16991043595619248,3.6315546982118087e-07,2.7621021227693084e-07,1.798744803754987e-07,0.018334678818420654,4.786599815619664e-07,0.811709487749303,7.43139149585387e-08,8.623027374769317e-07,5.536340831318424e-07,5.180923248513112e-07
5-6B-rep1,1.4712200676954075e-06,6.850314180011974e-07,1.9381352454794615e-07,9.190586338655487e-07,4.63823651996601e-06,5.759776590870798e-07,4.3807934811376783e-07,2.8528740648516035e-07,0.013397656394983193,7.591719761634891e-07,0.986557447879918,1.1786454654391375e-07,1.3676432091217148e-06,8.780836024585242e-07,3.256625718683484e-05
5-6B-rep2,3.380059395940485e-06,1.5738276902084492e-06,4.452775210814046e-07,2.111494289011166e-06,1.0656131787587326e-05,1.3232817721815846e-06,1.0064668429101295e-06,6.554344927772554e-07,0.014370878175010926,1.7441621600401973e-06,0.9855989076008217,2.7078829112090416e-07,3.1420964006610525e-06,2.0173560679881075e-06,1.8878474558582403e-06
5-6C-rep1,0.00019653238817494062,1.3921830940786882e-06,3.9388545574559886e-07,1.8677944673954141e-06,0.02065395329304764,1.1705541358785517e-06,8.903046579798387e-07,5.797869905311419e-07,0.003809299354895222,1.5428582732701332e-06,0.8707484718075255,2.395350414269621e-07,0.1045802117729406,1.7845212853118107e-06,1.6699600144264859e-06
5-6C-rep2,5.23296206409417e-06,2.4365786613611267e-06,6.893726123900073e-07,3.268986789468086e-06,1.649767855008851e-05,2.048686872855019e-06,1.5581983009064465e-06,1.0147347825666949e-06,0.0024892466802048452,2.7002881748411748e-06,0.9274587068693687,4.1923075568981216e-07,0.07001013374978927,3.123243273840335e-06,2.922739798941927e-06
5-7A-rep1,2.798736107220088e-06,0.0004844102197265676,3.6869596950891095e-07,1.7483465864363207e-06,0.09246343866857037,0.08369939532173916,0.0051942343554176856,5.427088598077074e-07,0.019568611361595784,1.4441904837572366e-06,0.7974899570120653,2.2421646456352495e-07,2.6016994433464697e-06,1.6703988324521364e-06,0.0010885540681381072
5-7A-rep2,5.743322469932365e-06,2.6742133430649026e-06,7.566057552876337e-07,3.5878045840781497e-06,0.15120511941658138,0.11240111780781804,1.710166289110209e-06,1.1136998522740206e-06,0.010415292387825624,2.963641922090358e-06,0.7259474861992654,4.601174993720908e-07,5.338980990181387e-06,3.4278469925841828e-06,3.207788811657377e-06
5-7B-rep1,1.4264365859656987e-06,6.641792744871487e-07,1.8791390108158085e-07,8.910827746164821e-07,4.497050041470415e-06,0.8036822233548755,4.247443488752465e-07,2.76603346474983e-07,1.4143824765877243e-06,7.360630170956038e-07,4.911223611921821e-07,1.1427678636946337e-07,0.1963050047347978,8.513550104339084e-07,7.967004020676901e-07
5-7B-rep2,2.1807154854209054e-06,0.01896351163284699,2.87280036172817e-07,1.362274372738724e-06,6.875024631752596e-06,0.7933201755659726,6.493429767929009e-07,0.0033412100468518777,2.1622873384972126e-06,1.1252824243422865e-06,7.508207156388968e-07,1.7470468726887942e-07,0.184357015498539,1.301539145244936e-06,1.217983975680116e-06
5-7C-rep1,1.836525833035588e-06,8.551255677003612e-07,2.4193766278728647e-07,0.031345909451975774,5.789916393670501e-06,0.9411757465200148,5.46854992938346e-07,3.561246229263605e-07,1.821006262460427e-06,9.476753182988666e-07,6.323161592916172e-07,1.4713045946008526e-07,1.7072307121681623e-06,0.02746243643855238,1.0257454723068474e-06
5-7C-rep2,2.29303409088623e-06,1.067685541610006e-06,3.0207650699016023e-07,0.038890229700303425,7.2291254689964635e-06,0.9427326318369036,6.827876412205506e-07,4.446471082981627e-07,2.2736567950352167e-06,1.1832405364856368e-06,7.894920307640613e-07,1.8370292063470925e-07,2.1315998683987547e-06,0.018357276697566195,1.2807167175449256e-06
5-8A-rep1,1.8581740542855208e-06,8.652054408788689e-07,2.4478952577690405e-07,1.1607854904339338e-06,5.858165578546716e-06,7.274688304382919e-07,5.533010976790519e-07,3.6032247546454984e-07,0.046671092961051514,9.588461303803522e-07,6.397696455807956e-07,1.4886477361004282e-07,0.9533133844759796,1.1090333821627797e-06,1.037836543682583e-06
5-8A-rep2,3.068132599463886e-06,1.4285879260189532e-06,4.041853465294491e-07,1.9166362784859916e-06,9.672736923187408e-06,1.2011634909087115e-06,9.13585641341327e-07,5.949481055031682e-07,0.05243435849840995,1.5832031793280657e-06,1.056358580202349e-06,2.457987526902595e-07,0.9475400113506565,1.8311855479091053e-06,1.7136285619980902e-06
5-8B-rep1,3.764422983245108e-06,1.7527955679724881e-06,4.959122719246919e-07,0.006094228712406004,1.186789423341507e-05,0.2128110474493074,1.1209172595828982e-06,7.299672519322036e-07,0.11745512328211206,1.942499628748346e-06,1.2960914787570609e-06,3.015809923084403e-07,0.6636119791906103,2.2467597926960003e-06,2.1025241036381763e-06
5-8C-rep1,0.1957188370840527,1.8990228465188994e-06,5.372838404329332e-07,2.547785834544124e-06,0.048413540186449805,0.18744423872474822,0.009505348391422171,7.908648983140458e-07,0.036524558764745384,2.10455300193085e-06,1.4042181383338345e-06,3.267404396349762e-07,0.5223791542559116,2.4341961235702644e-06,2.277927546784074e-06
5-9A-rep1,1.7770910579025189e-06,8.27451469730935e-07,2.3410792779237224e-07,0.026075253455531456,0.24648294558833064,6.957251127757099e-07,5.291573363353e-07,3.445994995100502e-07,1.7620737411866305e-06,9.17006068550741e-07,0.7274308662052849,1.4236893331330557e-07,1.6519802650180305e-06,1.0606397725829121e-06,9.925496683635114e-07
5-9A-rep2,2.9597773989540344e-06,1.378135435407307e-06,3.899110011918339e-07,0.031167078182315462,0.16279656334239262,1.1587427979682336e-06,8.813211442437248e-07,5.739367185520249e-07,2.934765785502396e-06,1.5272902445435967e-06,0.8058904201000332,2.3711804145324242e-07,0.00013047775242566167,1.7665147845760258e-06,1.6531094806301084e-06
5-9B-rep1,1.331445929437252e-06,6.19949600376954e-07,1.7540015528300655e-07,8.317429212961153e-07,0.24077888572247438,5.212565587414626e-07,3.964593588845471e-07,2.58183506618004e-07,1.3201945390689731e-06,6.870463906797261e-07,0.7499040122450826,1.066667551419992e-07,0.009309315380228457,7.946607471378293e-07,7.436457517639387e-07
5-9B-rep2,2.244178745602852e-06,1.0449374516462552e-06,2.9564047007746993e-07,1.4019193303383296e-06,0.19418205623373136,8.7858835591476e-07,6.682401793665661e-07,4.351734645823963e-07,2.2252143020871884e-06,1.1580304337693036e-06,0.8057058876470519,1.797889493366615e-07,9.893156116104538e-05,1.3394165840781477e-06,1.2534297889752462e-06
5-9C-rep1,2.001755818736773e-06,9.320601704063339e-07,2.637044987575958e-07,0.029717294426169036,0.05568070130321002,7.836806035048257e-07,5.960548686158223e-07,3.881647202097741e-07,1.9848399713556474e-06,1.032936509007559e-06,0.9145896871183573,1.6036760716337466e-07,1.860828173791618e-06,1.1947287826980644e-06,1.1180305394012624e-06
5-9C-rep2,3.819647659207197e-06,1.7785093540427301e-06,5.031873827835296e-07,0.04162277517971738,0.06058825184486695,1.495379084064456e-06,1.1373612917005153e-06,7.406759860809209e-07,3.7873697078966338e-06,1.970996403162796e-06,0.8977654700179761,3.060052327964744e-07,3.550736764035158e-06,2.279720111466907e-06,2.133368462213898e-06
